"Rank","Player","Team","Position","Tgt","RZTgt","Rec","Rec Yds","Rec TDs","0-9 RecTDs","10-19 RecTDs","20-29 RecTDs","30-39 RecTDs","40-49 RecTDs","50+ RecTDs",">= 50yds",">= 100yds",">= 150yds",">= 200yds","Rush Yds","Rush TDs","Punt Ret Yds","Kick Ret Yds","Fum Lost","Scoring Opps","Pts"
162,"Winfree, Juwann","DEN","WR",2.8,0.4,0.5,1.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,122.,37.,0.,0.4,0.
163,"Johnson, Diontae","PIT","WR",6.6,2.1,1.1,4.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,-3.8,0.,0.,3.,0.,1.7,0.
164,"Isabella, Andy","ARZ","WR",2.6,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,16.,13.,0.,0.,0.
165,"Pringle, Byron","KCC","WR",5.5,1.4,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,19.,19.,0.,0.9,0.
166,"Raymond, Kalif","TEN","WR",2.2,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,59.,230.,0.,0.,0.
167,"Zaccheaus, Olamide","ATL","WR",5.7,0.,0.1,1.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,-3.1,0.,38.,417.,0.,0.,-0.2
168,"Harris, Deonte","NOS","WR",4.3,2.1,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,-0.3,0.,0.1,1.,-0.2
169,"McLaurin, Terry","WAS","WR",1.5,0.5,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,-4.8,0.,0.,16.,0.,0.5,-0.5
170,"Natson, JoJo","LAR","WR",0.9,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,277.,159.,0.6,0.,-1.1
"","","","","","","","","","","","","","","","","","","","","","","","","",""
