Rank,Player,Team,Opp,Position,XP,XPA,FG,Att,10-19,20-29,30-39,40-49,50+,Miss,Pts
1,"Tucker, Justin",BAL,CIN,K,2.3,2.3,2.3,2.4,0.,0.3,0.8,0.8,0.4,0.1,10.4
2,"Elliott, Jake",PHI,@NOR,K,2.4,2.7,1.9,2.2,0.,0.5,0.5,0.7,0.3,0.2,8.7
3,"Vinatieri, Adam",IND,TEN,K,2.2,2.3,2.,2.3,0.,0.6,0.5,0.5,0.4,0.3,8.7
4,"Dawson, Phil",ARZ,OAK,K,1.9,2.1,2.1,2.5,0.1,0.4,0.7,0.6,0.3,0.4,8.4
5,"Hopkins, Dustin",WAS,HOU,K,2.7,2.8,2.,2.4,0.,0.9,0.5,0.4,0.1,0.4,8.4
6,"Gano, Graham",CAR,@DET,K,2.1,2.3,1.9,2.1,0.,0.5,0.6,0.7,0.1,0.2,8.3
7,"Boswell, Chris",PIT,@JAC,K,2.4,2.6,1.9,2.,0.,0.4,0.7,0.5,0.2,0.2,8.3
8,"Prater, Matt",DET,CAR,K,2.2,2.2,1.9,2.2,0.1,0.4,0.5,0.5,0.4,0.3,8.2
9,"Butker, Harrison",KCC,@LAR,K,2.1,2.1,2.1,2.4,0.,0.5,0.9,0.4,0.2,0.4,7.9
10,"Lutz, Wil",NOR,PHI,K,2.9,3.,1.6,1.9,0.,0.4,0.3,0.6,0.2,0.3,7.9
11,"Zuerlein, Greg",LAR,KCC,K,2.1,2.2,1.6,1.8,0.,0.4,0.6,0.4,0.2,0.1,7.4
12,"Succop, Ryan",TEN,@IND,K,2.1,2.2,1.7,1.9,0.,0.4,0.4,0.7,0.1,0.3,7.3
13,"Carlson, Daniel",MIN,@CHI,K,2.1,2.4,1.7,2.,0.,0.5,0.6,0.3,0.2,0.3,6.9
14,"Lambo, Josh",JAC,PIT,K,2.2,2.3,1.4,1.7,0.,0.2,0.6,0.5,0.2,0.3,6.5
15,"Bryant, Matt",ATL,DAL,K,1.8,1.9,1.4,1.7,0.,0.3,0.4,0.4,0.3,0.3,6.4
16,"Catanzaro, Chandler",TBB,@NYG,K,1.7,1.8,1.5,1.9,0.,0.4,0.4,0.6,0.1,0.4,6.
17,"Crosby, Mason",GBP,@SEA,K,2.5,2.6,1.3,1.5,0.,0.4,0.5,0.3,0.1,0.2,6.
18,"Nugent, Mike",OAK,@ARZ,K,1.8,2.1,1.2,1.5,0.,0.3,0.4,0.4,0.1,0.2,5.3
19,"Maher, Brett",DAL,@ATL,K,2.1,2.2,1.3,1.8,0.,0.3,0.4,0.4,0.1,0.5,5.3
20,"Bullock, Randy",CIN,@BAL,K,1.9,2.1,1.2,1.3,0.,0.4,0.4,0.2,0.,0.2,5.2
21,"McManus, Brandon",DEN,@LAC,K,1.6,1.6,1.4,1.8,0.,0.4,0.6,0.3,0.1,0.4,5.2
22,"Parkey, Cody",CHI,MIN,K,1.6,1.8,1.1,1.3,0.,0.3,0.3,0.4,0.1,0.2,4.9
23,"Fairbairn, Ka'imi",HOU,@WAS,K,1.6,1.7,1.2,1.6,0.,0.3,0.4,0.3,0.2,0.4,4.9
24,"Rosas, Aldrick",NYG,TBB,K,1.4,1.7,1.2,1.5,0.,0.5,0.2,0.3,0.2,0.3,4.6
25,"Janikowski, Sebastian",SEA,GBP,K,2.,2.,1.,1.2,0.,0.3,0.3,0.4,0.,0.3,4.5
26,"Sturgis, Caleb",LAC,DEN,K,1.4,1.6,0.9,1.3,0.,0.4,0.2,0.1,0.1,0.4,3.
