Rank,Player,Team,Opp,Position,Yds Allowed,Pts Agn,Scks,Int,Fum,DefTD,Safts,Pts
1,"Vikings, Minnesota",MIN,@CHI,D,184.9,11.9,2.3,1.3,0.2,0.1,0.3,16.1
2,"Redskins, Washington",WAS,HOU,D,253.,15.5,3.7,1.2,0.7,0.1,0.,14.9
3,"Falcons, Atlanta",ATL,DAL,D,227.1,10.5,2.5,0.8,0.9,0.,0.,13.5
4,"Chargers, Los Angeles",LAC,DEN,D,304.8,14.3,2.4,1.5,0.8,0.3,0.,13.4
5,"Ravens, Baltimore",BAL,CIN,D,327.5,20.1,2.4,1.2,0.9,0.3,0.,13.2
6,"Cardinals, Arizona",ARZ,OAK,D,263.7,18.3,2.1,1.,0.7,0.2,0.,13.1
7,"Seahawks, Seattle",SEA,GBP,D,295.9,21.2,2.2,0.9,0.7,0.4,0.1,13.1
8,"Titans, Tennessee",TEN,@IND,D,290.3,17.5,4.7,0.3,0.2,0.1,0.,12.6
9,"Raiders, Oakland",OAK,@ARZ,D,261.4,17.6,3.1,0.9,0.6,0.,0.,12.6
10,"Panthers, Carolina",CAR,@DET,D,351.1,23.5,2.8,0.9,0.9,0.4,0.,11.8
11,"Buccaneers, Tampa Bay",TBB,@NYG,D,310.2,20.9,1.9,0.9,0.6,0.3,0.,11.7
12,"Packers, Green Bay",GBP,@SEA,D,334.5,23.4,3.3,0.5,0.4,0.2,0.,10.
13,"Colts, Indianapolis",IND,TEN,D,288.2,17.4,1.2,0.9,0.3,0.,0.2,9.9
14,"Texans, Houston",HOU,@WAS,D,287.5,21.2,2.2,0.5,0.6,0.,0.,9.9
15,"Bears, Chicago",CHI,MIN,D,387.8,20.9,1.6,0.5,0.7,0.3,0.,9.5
16,"Eagles, Philadelphia",PHI,@NOR,D,431.6,18.9,1.2,0.6,1.,0.3,0.,9.4
17,"Broncos, Denver",DEN,@LAC,D,330.6,25.,1.3,0.6,0.5,0.2,0.,9.1
18,"Rams, Los Angeles",LAR,KCC,D,371.9,26.4,2.6,0.7,0.3,0.2,0.1,9.
19,"Giants, New York",NYG,TBB,D,373.8,21.9,1.8,1.3,0.3,0.1,0.,8.8
20,"Cowboys, Dallas",DAL,@ATL,D,332.4,20.2,1.2,0.6,0.4,0.1,0.,8.8
21,"Jaguars, Jacksonville",JAC,PIT,D,415.7,26.6,2.1,0.8,0.4,0.3,0.,8.3
22,"Steelers, Pittsburgh",PIT,@JAC,D,363.,28.4,3.1,0.9,0.3,0.1,0.,7.9
23,"Saints, New Orleans",NOR,PHI,D,404.2,25.6,2.1,1.3,0.2,0.1,0.,7.7
24,"Chiefs, Kansas City",KCC,@LAR,D,424.8,23.8,1.4,1.,0.6,0.1,0.,7.4
25,"Lions, Detroit",DET,CAR,D,512.,30.9,1.4,0.8,0.5,0.1,0.,5.4
26,"Bengals, Cincinnati",CIN,@BAL,D,436.7,29.5,1.7,0.6,0.2,0.2,0.,5.1
