Rank,Player,Team,Opp,Position,Rush,Rush Yds,Rush TDs,0-9 RushTDs,10-19 RushTDs,20-29 RushTDs,30-39 RushTDs,40-49 RushTDs,50+ RushTDs,Rec,Rec Yds,Rec TDs,>= 50yds,>= 100yds,Punt Ret Yds,Kick Ret Yds,Fum Lost,Scoring Opps,Pts
1,"Gurley, Todd",LAR,KCC,RB,18.7,80.8,0.7,0.6,0.,0.,0.,0.,0.1,4.,40.6,0.2,0.2,0.1,0.1,0.1,0.1,2.4,17.6
2,"Johnson, David",ARZ,OAK,RB,17.6,73.4,0.8,0.6,0.,0.1,0.,0.,0.,4.4,45.,0.1,0.2,0.1,0.2,1.1,0.2,2.2,16.9
3,"Elliott, Ezekiel",DAL,@ATL,RB,18.9,87.6,0.7,0.4,0.2,0.,0.,0.,0.1,2.3,24.1,0.1,0.1,0.,0.,0.,0.,1.6,15.9
4,"Fournette, Leonard",JAC,PIT,RB,19.,74.6,0.7,0.6,0.1,0.,0.,0.,0.1,2.8,22.9,0.,0.1,0.,0.,1.5,0.,1.7,14.4
5,"Bell, Le'Veon",PIT,@JAC,RB,16.2,69.7,0.5,0.4,0.1,0.,0.,0.,0.,4.5,36.,0.2,0.1,0.1,0.,0.,0.1,1.5,14.3
6,"Kamara, Alvin",NOR,PHI,RB,9.2,46.5,0.6,0.4,0.,0.1,0.,0.,0.,4.1,41.4,0.2,0.2,0.1,0.,22.6,0.1,1.8,13.3
7,"Hunt, Kareem",KCC,@LAR,RB,15.9,72.6,0.5,0.3,0.,0.,0.1,0.,0.1,3.,22.6,0.1,0.1,0.,0.,0.,0.1,1.7,12.9
8,"Barkley, Saquon",NYG,TBB,RB,16.5,72.7,0.4,0.2,0.,0.,0.,0.,0.1,4.4,27.5,0.1,0.1,0.1,0.,1.3,0.1,1.2,12.5
9,"Cook, Dalvin",MIN,@CHI,RB,13.5,60.3,0.6,0.5,0.,0.,0.,0.,0.,3.1,24.7,0.1,0.1,0.,0.,1.6,0.1,1.7,12.4
10,"McCaffrey, Christian",CAR,@DET,RB,10.1,38.6,0.3,0.3,0.,0.,0.,0.,0.,5.1,45.7,0.4,0.2,0.1,7.9,2.5,0.1,1.2,12.1
11,"Mixon, Joe",CIN,@BAL,RB,16.9,63.6,0.4,0.4,0.1,0.,0.,0.,0.,3.1,28.9,0.,0.1,0.1,0.,0.,0.1,1.5,11.7
12,"Freeman, Devonta",ATL,DAL,RB,12.4,51.,0.5,0.4,0.,0.,0.,0.,0.,2.7,25.,0.1,0.1,0.,0.,0.,0.1,1.7,11.5
13,"Collins, Alex",BAL,CIN,RB,14.9,63.8,0.5,0.3,0.2,0.,0.,0.,0.,2.7,18.5,0.,0.1,0.,0.,1.8,0.1,1.2,11.3
14,"Howard, Jordan",CHI,MIN,RB,16.2,72.9,0.5,0.3,0.1,0.,0.,0.,0.,1.4,10.8,0.,0.,0.,0.,0.,0.1,1.3,11.3
15,"Williams, Jamaal",GBP,@SEA,RB,14.2,55.8,0.4,0.3,0.,0.,0.,0.,0.,2.3,21.3,0.2,0.1,0.,0.,0.,0.,1.2,11.1
16,"Gordon, Melvin",LAC,DEN,RB,13.9,54.9,0.4,0.4,0.1,0.,0.,0.,0.,2.5,23.,0.1,0.1,0.,0.,0.,0.1,1.6,10.9
17,"Miller, Lamar",HOU,@WAS,RB,17.2,65.2,0.3,0.3,0.,0.,0.,0.,0.,2.3,18.,0.1,0.1,0.,0.,0.,0.,0.9,10.7
18,"Ingram, Mark",NOR,PHI,RB,11.5,51.6,0.5,0.4,0.,0.1,0.,0.,0.,3.,23.,0.1,0.1,0.,0.,3.5,0.1,1.3,10.7
19,"Ajayi, Jay",PHI,@NOR,RB,17.2,74.5,0.1,0.1,0.,0.,0.,0.1,0.,2.3,20.2,0.1,0.1,0.,0.2,0.,0.3,0.9,10.5
20,"Lynch, Marshawn",OAK,@ARZ,RB,12.7,57.3,0.5,0.3,0.,0.1,0.,0.,0.1,1.8,13.7,0.,0.1,0.,0.2,0.,0.1,1.2,9.9
21,"Johnson, Kerryon",DET,CAR,RB,9.,32.8,0.4,0.4,0.1,0.,0.,0.,0.,3.4,28.2,0.2,0.1,0.1,0.,2.3,0.,1.,9.7
22,"Coleman, Tevin",ATL,DAL,RB,10.3,43.5,0.3,0.2,0.,0.,0.,0.,0.,1.8,17.6,0.2,0.1,0.,0.,0.,0.,1.,9.5
23,"Henry, Derrick",TEN,@IND,RB,12.4,52.8,0.4,0.2,0.1,0.,0.,0.,0.1,1.,12.,0.1,0.,0.,0.,0.1,0.,1.3,9.5
24,"Peterson, Adrian",WAS,HOU,RB,14.9,52.5,0.2,0.2,0.,0.,0.,0.,0.,2.9,24.3,0.1,0.1,0.,0.,5.9,0.2,0.7,9.4
25,"Barber, Peyton",TBB,@NYG,RB,14.,53.4,0.4,0.4,0.,0.,0.,0.,0.,1.9,13.2,0.,0.1,0.,0.,0.,0.1,1.7,9.2
26,"Lewis, Dion",TEN,@IND,RB,10.1,45.6,0.4,0.3,0.,0.,0.,0.,0.,1.7,12.9,0.2,0.1,0.,0.,18.9,0.,1.2,9.
27,"Mack, Marlon",IND,TEN,RB,11.4,44.,0.3,0.2,0.,0.,0.,0.,0.,1.9,18.1,0.2,0.1,0.,0.,2.,0.,1.,8.9
28,"Anderson, C.J.",CAR,@DET,RB,15.5,59.1,0.2,0.2,0.,0.,0.,0.,0.,2.,14.2,0.,0.1,0.,0.8,1.5,0.1,1.,8.6
29,"Allen, Javorius",BAL,CIN,RB,9.9,37.5,0.3,0.3,0.1,0.,0.,0.,0.,3.,18.4,0.1,0.1,0.,0.,0.,0.,1.4,8.2
30,"Penny, Rashaad",SEA,GBP,RB,7.5,50.4,0.1,0.1,0.,0.,0.,0.,0.,2.6,21.7,0.1,0.1,0.,0.,0.8,0.1,0.7,8.1
31,"Booker, Devontae",DEN,@LAC,RB,11.1,41.4,0.2,0.1,0.,0.,0.,0.,0.,2.4,22.8,0.1,0.1,0.,0.,13.1,0.1,0.7,8.
32,"Murray, Latavius",MIN,@CHI,RB,11.5,44.7,0.4,0.4,0.,0.,0.,0.,0.,1.3,10.1,0.,0.,0.,0.,0.4,0.,1.2,8.
33,"Bernard, Giovani",CIN,@BAL,RB,8.2,34.6,0.2,0.1,0.,0.,0.,0.,0.,3.3,28.5,0.1,0.1,0.1,0.,0.2,0.,0.6,7.8
34,"Carson, Chris",SEA,GBP,RB,9.5,36.1,0.1,0.1,0.,0.,0.,0.,0.,2.4,19.5,0.1,0.1,0.,0.,0.,0.,0.7,6.6
35,"Cohen, Tarik",CHI,MIN,RB,7.5,29.3,0.2,0.1,0.1,0.,0.,0.,0.,4.1,27.,0.,0.1,0.1,19.5,51.7,0.1,1.2,6.5
36,"Thompson, Chris",WAS,HOU,RB,4.8,22.,0.1,0.1,0.,0.,0.,0.,0.,2.7,24.,0.2,0.1,0.,0.,17.1,0.1,0.5,6.1
37,"Clement, Corey",PHI,@NOR,RB,5.8,27.9,0.2,0.,0.1,0.,0.,0.,0.,1.6,17.,0.1,0.1,0.,0.,4.2,0.,1.,6.1
38,"Ware, Spencer",KCC,@LAR,RB,8.3,31.7,0.2,0.1,0.1,0.,0.1,0.,0.,2.,14.5,0.,0.1,0.,0.,6.6,0.,0.9,6.
39,"Perine, Samaje",WAS,HOU,RB,12.6,40.9,0.,0.,0.,0.,0.,0.,0.,1.7,14.3,0.1,0.1,0.,0.,2.3,0.1,0.5,5.9
40,"Yeldon, T.J.",JAC,PIT,RB,6.2,24.2,0.2,0.2,0.,0.,0.,0.,0.,2.7,21.8,0.,0.1,0.,0.,0.,0.1,0.5,5.6
41,"Martin, Doug",OAK,@ARZ,RB,9.,29.3,0.2,0.2,0.,0.,0.,0.,0.,1.6,12.5,0.,0.1,0.,3.4,4.4,0.2,0.7,5.4
42,"Montgomery, Ty",GBP,@SEA,RB,6.6,27.3,0.3,0.1,0.,0.1,0.1,0.,0.,1.6,9.4,0.,0.,0.,0.,1.1,0.,0.8,5.4
43,"Freeman, Royce",DEN,@LAC,RB,8.2,33.1,0.2,0.2,0.,0.,0.,0.,0.,1.7,10.6,0.,0.,0.,0.,12.2,0.1,0.5,5.3
44,"Stewart, Jonathan",NYG,TBB,RB,9.8,33.,0.2,0.2,0.,0.,0.,0.,0.,1.,6.5,0.,0.,0.,0.,2.,0.,0.9,5.3
45,"Jones, Aaron",GBP,@SEA,RB,6.4,31.3,0.3,0.1,0.,0.1,0.,0.,0.,1.,3.2,0.,0.,0.,0.,0.,0.,0.5,5.1
46,"Abdullah, Ameer",DET,CAR,RB,8.8,27.6,0.2,0.2,0.,0.,0.,0.,0.,1.3,8.6,0.1,0.,0.,0.,10.6,0.1,0.7,4.9
47,"Blue, Alfred",HOU,@WAS,RB,9.2,35.4,0.1,0.1,0.,0.,0.,0.,0.,1.1,6.8,0.,0.,0.,1.2,1.8,0.,0.7,4.9
48,"Smith, Rod",DAL,@ATL,RB,4.6,20.,0.3,0.2,0.,0.,0.,0.,0.,1.2,10.8,0.,0.,0.,0.,1.1,0.,0.6,4.9
49,"Ekeler, Austin",LAC,DEN,RB,4.1,21.,0.1,0.,0.,0.1,0.,0.,0.,1.6,16.1,0.1,0.1,0.,0.,2.8,0.,0.7,4.8
50,"Sproles, Darren",PHI,@NOR,RB,6.3,23.9,0.2,0.1,0.,0.1,0.,0.,0.,1.5,12.1,0.1,0.,0.,4.4,5.6,0.,0.8,4.8
51,"Riddick, Theo",DET,CAR,RB,4.4,15.,0.1,0.1,0.,0.,0.,0.,0.,2.4,18.7,0.1,0.1,0.,0.,1.5,0.,0.4,4.5
52,"Turbin, Robert",IND,TEN,RB,4.3,14.5,0.3,0.3,0.,0.,0.,0.,0.,1.6,11.6,0.,0.,0.,0.,0.9,0.,0.9,4.5
53,"Foreman, D'Onta",HOU,@WAS,RB,7.7,31.3,0.1,0.,0.,0.,0.,0.,0.,1.,9.1,0.,0.,0.,0.5,1.,0.1,0.5,4.5
54,"Wilkins, Jordan",IND,TEN,RB,5.5,19.9,0.2,0.2,0.,0.,0.,0.,0.,1.7,14.4,0.,0.1,0.,0.,1.7,0.,0.5,4.3
55,"Kelley, Rob",WAS,HOU,RB,7.5,24.6,0.2,0.2,0.,0.,0.,0.,0.,0.7,5.,0.,0.,0.,0.,2.3,0.,0.9,4.3
56,"Dixon, Kenneth",BAL,CIN,RB,5.3,26.6,0.1,0.1,0.,0.,0.,0.,0.,1.5,10.1,0.,0.,0.,0.7,8.,0.1,0.4,4.2
57,"Edmonds, Chase",ARZ,OAK,RB,7.7,22.9,0.1,0.1,0.,0.,0.,0.,0.,1.2,10.2,0.,0.,0.,0.,6.1,0.,0.3,3.9
58,"Conner, James",PIT,@JAC,RB,3.9,29.6,0.1,0.1,0.,0.,0.,0.,0.,0.3,1.7,0.,0.,0.,0.,9.3,0.,0.2,3.7
59,"Gallman, Wayne",NYG,TBB,RB,6.,24.3,0.,0.,0.,0.,0.,0.,0.,1.8,9.7,0.1,0.,0.,0.,3.5,0.1,0.3,3.5
60,"Grant, Corey",JAC,PIT,RB,3.2,16.3,0.1,0.,0.,0.,0.,0.,0.1,0.6,7.5,0.1,0.,0.,0.4,11.3,0.,0.4,3.4
61,"Blount, LeGarrette",DET,CAR,RB,7.2,26.2,0.1,0.,0.,0.,0.,0.,0.,0.5,2.6,0.,0.,0.,0.,7.6,0.,0.7,3.4
62,"Richard, Jalen",OAK,@ARZ,RB,3.4,17.2,0.,0.,0.,0.,0.,0.,0.,1.6,11.,0.1,0.,0.,12.3,13.3,0.2,0.2,3.1
63,"Jones, Ronald",TBB,@NYG,RB,4.4,16.5,0.,0.,0.,0.,0.,0.,0.,1.7,13.7,0.,0.1,0.,0.,1.7,0.,0.3,3.1
64,"Prosise, C.J.",SEA,GBP,RB,2.8,9.7,0.,0.,0.,0.,0.,0.,0.,1.2,15.6,0.,0.1,0.,0.,0.4,0.,0.4,2.8
65,"Perkins, Paul",NYG,TBB,RB,6.1,20.1,0.,0.,0.,0.,0.,0.,0.,1.3,7.6,0.,0.,0.,0.,3.8,0.,0.2,2.7
66,"Rodgers, Jacquizz",TBB,@NYG,RB,3.9,14.8,0.,0.,0.,0.,0.,0.,0.,0.9,7.9,0.,0.,0.,0.,10.2,0.,0.3,2.6
67,"Davis, Mike",SEA,GBP,RB,4.5,14.1,0.,0.,0.,0.,0.,0.,0.,1.,9.5,0.,0.,0.,0.,0.,0.,0.4,2.5
68,"Scott, Boston",NOR,PHI,RB,2.5,8.9,0.1,0.1,0.,0.,0.,0.,0.,0.6,3.4,0.1,0.,0.,0.,0.,0.,0.4,2.3
69,"Brown, Malcolm",LAR,KCC,RB,3.9,15.3,0.,0.,0.,0.,0.,0.,0.,0.6,4.5,0.,0.,0.,0.,4.9,0.,0.3,2.2
70,"Cunningham, Benny",CHI,MIN,RB,0.6,2.3,0.,0.,0.,0.,0.,0.,0.,1.2,14.4,0.1,0.1,0.,0.,13.4,0.1,0.4,2.1
71,"Washington, DeAndre",OAK,@ARZ,RB,2.6,7.3,0.1,0.1,0.,0.,0.,0.,0.,1.3,7.1,0.,0.,0.,0.,3.,0.,0.2,2.
72,"Smallwood, Wendell",PHI,@NOR,RB,3.2,11.,0.,0.,0.,0.,0.,0.,0.,0.6,4.8,0.,0.,0.,3.9,14.5,0.,0.1,1.6
73,"Gillislee, Mike",NOR,PHI,RB,2.7,10.4,0.1,0.1,0.,0.,0.,0.,0.,0.1,0.8,0.,0.,0.,0.,1.,0.,0.2,1.5
74,"Williams, Damien",KCC,@LAR,RB,1.8,8.5,0.,0.,0.,0.,0.,0.,0.,0.6,5.,0.,0.,0.,0.,0.9,0.,0.1,1.3
75,"Lindsay, Phillip",DEN,@LAC,RB,2.4,7.3,0.,0.,0.,0.,0.,0.,0.,0.6,4.2,0.,0.,0.,0.,0.,0.,0.2,1.1
76,"Logan, T.J.",ARZ,OAK,RB,1.6,5.1,0.,0.,0.,0.,0.,0.,0.,0.7,5.6,0.,0.,0.,4.,12.8,0.,0.1,1.1
77,"Artis-Payne, Cameron",CAR,@DET,RB,2.1,6.6,0.,0.,0.,0.,0.,0.,0.,0.2,1.2,0.,0.,0.,0.,6.7,0.,0.3,0.8
78,"Michael, Christine",IND,TEN,RB,1.4,3.6,0.,0.,0.,0.,0.,0.,0.,0.1,0.9,0.,0.,0.,0.,7.3,0.,0.,0.7
79,"Ervin, Tyler",HOU,@WAS,RB,1.1,2.9,0.,0.,0.,0.,0.,0.,0.,0.7,3.8,0.,0.,0.,9.7,10.8,0.,0.2,0.7
80,"Hines, Nyheim",IND,TEN,RB,0.8,2.9,0.,0.,0.,0.,0.,0.,0.,0.4,2.7,0.,0.,0.,0.,11.6,0.,0.1,0.6
81,"Ridley, Stevan",PIT,@JAC,RB,1.5,4.7,0.,0.,0.,0.,0.,0.,0.,0.,0.1,0.,0.,0.,0.,5.3,0.,0.,0.5
82,"Walton, Mark",CIN,@BAL,RB,0.9,3.4,0.,0.,0.,0.,0.,0.,0.,0.2,1.3,0.,0.,0.,0.,2.4,0.,0.,0.5
83,"Marshall, Byron",WAS,HOU,RB,1.2,3.8,0.,0.,0.,0.,0.,0.,0.,0.2,0.9,0.,0.,0.,0.,4.3,0.,0.1,0.5
84,"Boone, Mike",MIN,@CHI,RB,0.8,1.6,0.,0.,0.,0.,0.,0.,0.,0.4,2.8,0.,0.,0.,0.,0.,0.,0.1,0.4
85,"Olawale, Jamize",DAL,@ATL,RB,0.2,1.5,0.,0.,0.,0.,0.,0.,0.,0.3,2.1,0.,0.,0.,0.,0.,0.,0.,0.4
86,"Newsome, Detrez",LAC,DEN,RB,0.9,1.9,0.,0.,0.,0.,0.,0.,0.,0.2,1.2,0.,0.,0.,1.1,3.,0.,0.1,0.3
87,"Smith, Ito",ATL,DAL,RB,0.4,1.3,0.,0.,0.,0.,0.,0.,0.,0.2,1.5,0.,0.,0.,0.,0.,0.,0.1,0.3
88,"Martin, Robert",NYG,TBB,RB,0.3,1.5,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,1.3,0.,0.,0.1
89,"Kelly, John",LAR,KCC,RB,0.5,1.2,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.1
90,"Thomas, Roc",MIN,@CHI,RB,0.4,0.5,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,1.3,0.,0.,0.1
91,"Coleman, Derrick",ARZ,OAK,RB,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.4,0.,0.,0.,0.,0.,0.,0.1,0.
92,"Williams, Darrel",KCC,@LAR,RB,0.2,0.2,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,27.6,0.,0.,0.
93,"Fluellen, David",TEN,@IND,RB,0.1,0.2,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.4,0.,0.,0.
94,"Pope, Troymaine",HOU,@WAS,RB,0.1,0.1,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,3.2,2.2,0.,0.,0.
95,"Davis, Justin",LAR,KCC,RB,0.2,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,4.,0.,0.,0.
96,"Wilson, Shaun",TBB,@NYG,RB,0.6,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,8.5,0.,0.,0.
