Rank,Player,Team,Opp,Position,Rush,Rush Yds,Rush TDs,0-9 RushTDs,10-19 RushTDs,20-29 RushTDs,30-39 RushTDs,40-49 RushTDs,50+ RushTDs,Tgt,RZTgt,Rec,Rec Yds,Rec TDs,>= 50yds,>= 100yds,Punt Ret Yds,Kick Ret Yds,Fum Lost,Scoring Opps,Pts
1,"Kamara, Alvin",NOS,LAC,RB,11.9,56.0,0.7,0.6,0.1,0.0,0.0,0.0,0.0,7.0,1.0,5.8,48.0,0.3,0.2,0.1,2.0,8.0,0.0,1.9,21.9
2,"Elliott, Ezekiel",DAL,NYG,RB,19.4,84.0,0.7,0.6,0.1,0.0,0.0,0.0,0.0,6.3,0.6,4.8,35.0,0.2,0.1,0.1,0.0,0.0,0.2,1.8,21.5
3,"Cook, Dalvin",MIN,@SEA,RB,17.0,86.0,1.0,0.8,0.1,0.0,0.1,0.0,0.0,4.3,0.2,3.3,24.0,0.1,0.1,0.1,0.0,0.0,0.1,1.8,20.4
4,"Jacobs, Josh",LVR,@KCC,RB,19.0,83.0,0.7,0.4,0.2,0.1,0.0,0.0,0.0,3.2,0.3,3.0,27.0,0.0,0.1,0.0,0.0,0.0,0.2,1.0,17.7
5,"Henry, Derrick",TEN,BUF,RB,21.0,100.0,0.9,0.6,0.2,0.0,0.0,0.0,0.1,1.5,0.1,1.2,9.0,0.1,0.0,0.0,0.0,0.0,0.1,2.1,17.7
6,"Edwards-Helaire, Clyde",KCC,LVR,RB,15.5,68.0,0.5,0.3,0.0,0.1,0.0,0.0,0.1,4.1,0.4,3.6,33.0,0.2,0.1,0.1,0.0,0.0,0.0,0.9,17.5
7,"Robinson, James",JAC,@HOU,RB,17.1,68.0,0.5,0.3,0.2,0.0,0.0,0.0,0.0,5.0,0.3,4.0,35.0,0.1,0.2,0.1,0.0,0.0,0.0,1.0,17.4
8,"Taylor, Jonathan",IND,@CLE,RB,18.0,78.0,0.8,0.6,0.2,0.0,0.0,0.0,0.0,3.0,0.1,2.6,22.0,0.0,0.1,0.0,1.0,0.0,0.0,1.4,17.4
9,"Conner, James",PIT,PHI,RB,15.0,75.0,0.6,0.4,0.2,0.0,0.0,0.0,0.0,3.9,0.5,3.1,24.0,0.1,0.1,0.1,0.0,1.0,0.1,1.2,17.3
10,"Sanders, Miles",PHI,@PIT,RB,16.0,70.0,0.5,0.3,0.2,0.0,0.0,0.0,0.0,4.0,0.3,3.2,33.0,0.1,0.1,0.1,0.0,8.0,0.1,1.0,17.0
11,"Davis, Mike",CAR,@ATL,RB,9.7,40.0,0.5,0.4,0.0,0.0,0.0,0.0,0.0,6.3,1.0,5.0,40.0,0.1,0.2,0.1,0.0,0.0,0.0,1.8,16.1
12,"Gurley, Todd",ATL,CAR,RB,17.4,65.0,1.0,0.8,0.2,0.0,0.0,0.0,0.0,3.1,0.4,2.1,12.0,0.1,0.1,0.0,0.0,0.0,0.1,2.2,16.1
13,"Mixon, Joe",CIN,@BAL,RB,18.0,77.0,0.6,0.4,0.1,0.1,0.1,0.0,0.0,2.4,0.3,1.9,20.0,0.1,0.1,0.0,0.0,0.0,0.1,1.3,15.7
14,"Singletary, Devin",BUF,@TEN,RB,14.3,67.0,0.3,0.3,0.0,0.0,0.0,0.0,0.0,4.5,0.3,3.5,26.0,0.1,0.1,0.1,0.0,0.0,0.0,0.9,15.1
