Rank,Player,Team,Opp,Position,XP,XPA,FG,Att,10-19,20-29,30-39,40-49,50+,Miss,Pts
1,"Tucker, Justin",BAL,@WAS,K,3.1,3.2,2.0,2.1,0.0,0.7,0.6,0.7,0.1,0.1,9.8
2,"Gould, Robbie",SFO,PHI,K,2.7,2.8,2.0,2.3,0.0,0.7,0.6,0.4,0.2,0.2,9.1
3,"Lutz, Wil",NOS,@DET,K,3.0,3.0,1.8,2.0,0.1,0.5,0.5,0.6,0.1,0.2,8.5
4,"Butker, Harrison",KCC,NEP,K,3.1,3.5,1.6,1.8,0.1,0.4,0.5,0.4,0.3,0.2,8.2
5,"Fairbairn, Ka'imi",HOU,MIN,K,2.9,3.1,1.6,1.9,0.0,0.3,0.6,0.6,0.2,0.2,8.1
6,"Crosby, Mason",GBP,ATL,K,2.9,2.9,1.5,1.7,0.0,0.1,0.7,0.6,0.2,0.1,8.1
7,"Slye, Joey",CAR,ARI,K,1.6,1.9,1.8,2.0,0.0,0.6,0.5,0.5,0.3,0.2,7.4
8,"Gonzalez, Zane",ARI,@CAR,K,2.3,2.5,1.7,2.0,0.0,0.5,0.5,0.3,0.3,0.3,7.4
9,"Zuerlein, Greg",DAL,CLE,K,2.6,2.9,1.7,2.1,0.0,0.3,0.6,0.6,0.2,0.4,7.4
10,"Bullock, Randy",CIN,JAC,K,1.8,1.9,1.8,2.0,0.0,0.5,0.5,0.6,0.2,0.2,7.3
11,"Prater, Matt",DET,NOS,K,2.2,2.2,1.7,2.0,0.0,0.6,0.6,0.4,0.2,0.3,7.2
12,"Elliott, Jake",PHI,@SFO,K,1.9,2.0,1.6,1.8,0.0,0.4,0.6,0.5,0.2,0.2,7.0
13,"Badgley, Mike",LAC,@TBB,K,2.0,2.0,1.7,1.9,0.0,0.7,0.2,0.7,0.1,0.3,6.9
14,"Blankenship, Rodrigo",IND,@CHI,K,2.4,2.5,1.7,2.2,0.0,0.5,0.5,0.5,0.1,0.5,6.8
15,"Succop, Ryan",TBB,LAC,K,3.1,3.4,1.3,1.6,0.0,0.1,0.6,0.4,0.1,0.4,6.5
16,"Bailey, Dan",MIN,@HOU,K,2.1,2.3,1.5,1.7,0.0,0.5,0.6,0.3,0.1,0.2,6.4
17,"McManus, Brandon",DEN,@NYJ,K,1.8,1.8,1.5,1.8,0.0,0.4,0.4,0.6,0.2,0.3,6.3
18,"Sanders, Jason",MIA,SEA,K,2.0,2.1,1.3,1.5,0.0,0.3,0.3,0.5,0.2,0.2,6.1
19,"Myers, Jason",SEA,@MIA,K,2.9,3.0,1.1,1.3,0.0,0.2,0.4,0.4,0.1,0.2,6.0
20,"Sloman, Sam",FA,Bye,K,2.8,3.0,1.5,2.1,0.0,0.2,1.0,0.1,0.1,0.6,5.9
21,"Carlson, Daniel",LVR,BUF,K,2.0,2.1,1.4,1.8,0.0,0.6,0.2,0.3,0.2,0.4,5.7
22,"Parkey, Cody",CLE,@DAL,K,2.5,2.7,1.1,1.3,0.0,0.1,0.4,0.5,0.1,0.2,5.7
23,"Bass, Tyler",BUF,@LVR,K,2.8,2.9,1.2,1.6,0.2,0.3,0.4,0.3,0.1,0.4,5.5
24,"Folk, Nick",NEP,@KCC,K,2.1,2.3,1.4,1.9,0.0,0.6,0.5,0.2,0.1,0.5,5.3
25,"Santos, Cairo",CHI,IND,K,2.2,2.3,1.3,1.8,0.0,0.4,0.7,0.2,0.0,0.5,5.1
26,"Ficken, Sam",NYJ,DEN,K,1.5,1.6,1.3,1.6,0.0,0.2,0.5,0.5,0.2,0.4,4.9
27,"Hopkins, Dustin",WAS,BAL,K,1.3,1.4,1.2,1.5,0.0,0.3,0.4,0.4,0.1,0.3,4.9
28,"Gano, Graham",NYG,@LAR,K,1.1,1.2,1.1,1.4,0.0,0.3,0.4,0.3,0.1,0.3,4.1

