Rank,Player,Team,Opp,Position,XP,XPA,FG,Att,10-19,20-29,30-39,40-49,50+,Miss,Pts
1,"Tucker, Justin",BAL,@NEP,K,3.5,3.6,2.1,2.2,0.0,0.5,0.5,0.9,0.2,0.1,10.8
2,"Lutz, Wil",NOS,SFO,K,3.3,3.3,2.1,2.3,0.0,0.5,0.8,0.6,0.1,0.2,9.8
3,"Carlson, Daniel",LVR,DEN,K,2.8,2.9,2.1,2.3,0.0,0.7,0.6,0.5,0.2,0.2,9.3
4,"Sanders, Jason",MIA,LAC,K,2.4,2.4,1.8,1.9,0.0,0.6,0.3,0.5,0.3,0.2,8.4
5,"Succop, Ryan",TBB,@CAR,K,3.1,3.2,1.6,1.8,0.0,0.3,0.6,0.5,0.1,0.2,8.1
6,"McManus, Brandon",DEN,@LVR,K,1.9,2.0,1.8,2.0,0.0,0.4,0.3,0.7,0.4,0.2,8.0
7,"Boswell, Chris",PIT,CIN,K,2.6,2.9,1.5,1.6,0.0,0.4,0.5,0.5,0.1,0.1,7.8
8,"Crosby, Mason",GBP,JAC,K,3.1,3.2,1.4,1.4,0.1,0.1,0.5,0.5,0.2,0.1,7.8
9,"Santos, Cairo",CHI,MIN,K,2.1,2.1,1.8,2.0,0.0,0.5,0.7,0.4,0.2,0.2,7.7
10,"Gano, Graham",NYG,PHI,K,1.6,1.6,1.7,1.8,0.0,0.4,0.7,0.4,0.3,0.1,7.5
11,"Fairbairn, Ka'imi",HOU,@CLE,K,2.4,2.6,1.6,1.9,0.0,0.4,0.7,0.4,0.2,0.2,7.4
12,"Gould, Robbie",SFO,@NOS,K,2.7,2.8,1.5,1.7,0.0,0.5,0.5,0.4,0.1,0.2,7.4
13,"Blankenship, Rodrigo",IND,@TEN,K,2.3,2.6,1.7,1.9,0.0,0.4,0.6,0.6,0.1,0.3,7.2
14,"Gonzalez, Zane",ARI,BUF,K,2.7,2.8,1.5,1.9,0.0,0.4,0.4,0.5,0.2,0.4,7.2
15,"Bullock, Randy",CIN,@PIT,K,1.9,1.9,1.7,2.0,0.0,0.4,0.6,0.6,0.2,0.2,7.2
16,"Bass, Tyler",BUF,@ARI,K,2.7,2.9,1.7,2.2,0.1,0.4,0.5,0.6,0.1,0.6,6.9
17,"Prater, Matt",DET,WAS,K,2.3,2.4,1.6,2.1,0.0,0.5,0.4,0.5,0.3,0.5,6.8
18,"Slye, Joey",CAR,TBB,K,2.0,2.2,1.7,2.3,0.0,0.6,0.5,0.5,0.2,0.5,6.5
19,"Myers, Jason",SEA,@LAR,K,3.0,3.2,1.1,1.3,0.0,0.1,0.3,0.6,0.1,0.2,6.4
20,"Bailey, Dan",MIN,@CHI,K,2.5,2.7,1.2,1.4,0.0,0.3,0.5,0.3,0.1,0.2,6.1
21,"Forbath, Kai",LAR,SEA,K,2.6,2.8,1.5,1.9,0.0,0.6,0.5,0.3,0.1,0.5,6.1
22,"McLaughlin, Chase",JAC,@GBP,K,1.6,1.8,1.5,1.8,0.0,0.4,0.5,0.2,0.3,0.3,5.9
23,"Parkey, Cody",CLE,HOU,K,2.2,2.5,1.2,1.4,0.0,0.1,0.4,0.6,0.0,0.2,5.9
24,"Badgley, Mike",LAC,@MIA,K,2.1,2.2,1.4,1.9,0.0,0.4,0.3,0.5,0.2,0.6,5.4
25,"Elliott, Jake",PHI,@NYG,K,1.9,2.0,1.3,1.6,0.0,0.3,0.6,0.3,0.1,0.3,5.4
26,"Folk, Nick",NEP,BAL,K,1.2,1.3,1.2,1.5,0.0,0.3,0.3,0.4,0.1,0.3,4.4
27,"Gostkowski, Stephen",TEN,IND,K,2.7,2.9,0.9,1.6,0.0,0.1,0.2,0.2,0.4,0.7,4.1
28,"Hopkins, Dustin",WAS,@DET,K,1.1,1.1,1.0,1.5,0.0,0.2,0.3,0.5,0.1,0.5,3.3

