Rank,Player,Team,Opp,Position,Tack,Asst,Scks,PassDef,Int,FumFrc,Fum,DefTD,Pts
1,"Ngakoue, Yannick",BAL,CIN,DL,3.0,0.6,0.8,0.1,0.0,0.5,0.1,0.0,5.6
2,"Armstead, Arik",SFO,MIA,DL,2.7,1.2,0.7,0.3,0.0,0.2,0.0,0.0,5.2
3,"Smith, Aldon",DAL,NYG,DL,2.6,1.4,0.8,0.1,0.0,0.1,0.0,0.0,5.2
4,"Heyward, Cameron",PIT,PHI,DL,2.6,2.1,0.5,0.4,0.1,0.0,0.0,0.0,5.2
5,"Garrett, Myles",CLE,IND,DL,2.1,0.6,0.9,0.1,0.0,0.3,0.2,0.0,4.8
6,"Jordan, Cameron",NOS,LAC,DL,2.5,1.1,0.7,0.2,0.0,0.0,0.0,0.0,4.7
7,"Campbell, Calais",BAL,CIN,DL,2.3,1.9,0.3,0.7,0.0,0.1,0.1,0.0,4.7
8,"Clark, Frank",KCC,LVR,DL,2.2,0.8,0.8,0.2,0.0,0.1,0.1,0.0,4.6
9,"Dunlap, Carlos",SEA,MIN,DL,2.5,1.3,0.3,0.5,0.0,0.1,0.0,0.0,4.4
10,"Tuitt, Stephon",PIT,PHI,DL,2.2,1.5,0.6,0.2,0.0,0.0,0.0,0.0,4.3
11,"Hubbard, Sam",CIN,@BAL,DL,2.4,1.5,0.4,0.1,0.0,0.0,0.0,0.0,4.1
12,"Watt, J.J.",HOU,JAC,DL,2.0,1.2,0.5,0.3,0.0,0.1,0.1,0.0,4.1
13,"Burns, Brian",CAR,@ATL,DL,2.1,0.7,0.6,0.1,0.0,0.2,0.1,0.0,4.0
14,"Crosby, Maxx",LVR,@KCC,DL,1.9,0.6,0.6,0.2,0.0,0.1,0.0,0.0,3.9
15,"Sweat, Montez",WAS,LAR,DL,2.4,1.1,0.4,0.1,0.0,0.0,0.0,0.0,3.9
16,"Odenigbo, Ifeadi",MIN,@SEA,DL,2.1,0.6,0.7,0.0,0.0,0.1,0.1,0.0,3.9
17,"Hicks, Akiem",CHI,TBB,DL,2.3,1.1,0.5,0.1,0.0,0.0,0.0,0.0,3.9
18,"Pierre-Paul, Jason",TBB,@CHI,DL,1.9,0.6,0.7,0.1,0.0,0.1,0.1,0.0,3.9
19,"Hendrickson, Trey",NOS,LAC,DL,2.1,0.6,0.6,0.0,0.0,0.0,0.0,0.0,3.8
20,"Barnett, Derek",PHI,@PIT,DL,2.0,0.7,0.7,0.0,0.0,0.2,0.0,0.0,3.8
21,"Ogbah, Emmanuel",MIA,@SFO,DL,1.9,1.4,0.5,0.2,0.0,0.0,0.0,0.0,3.8
22,"Williams, Leonard",NYG,@DAL,DL,2.3,1.6,0.3,0.1,0.0,0.1,0.0,0.0,3.8
