Rank,Player,Team,Opp,Position,Att,Comp,Pass Yds,Pass TDs,0-9 PassTDs,10-19 PassTDs,20-29 PassTDs,30-39 PassTDs,40-49 PassTDs,50+ PassTDs,Int,Sacked,Rush,Rush Yds,Rush TDs,Fum Lost,Scoring Opps,Pts
11,"Goff, Jared",LAR,NYJ,QB,43.3,28.2,319.0,1.6,0.8,0.5,0.2,0.1,0.1,0.1,0.8,1.1,2.3,4.0,0.2,0.3,3.7,22.3
12,"Brady, Tom",TBB,@ATL,QB,37.9,24.1,266.0,2.1,1.4,0.3,0.2,0.3,0.0,0.0,0.9,1.3,1.5,3.0,0.2,0.1,5.0,22.2
13,"Brees, Drew",NOS,KCC,QB,33.6,22.7,251.0,1.9,0.9,0.5,0.3,0.0,0.1,0.1,0.4,1.4,2.5,6.0,0.4,0.2,4.0,22.1
14,"Stafford, Matthew",DET,@TEN,QB,38.6,24.5,290.0,1.8,0.7,0.5,0.3,0.1,0.1,0.1,0.6,2.4,1.8,7.0,0.0,0.1,3.9,21.8
15,"Wentz, Carson",PHI,@ARI,QB,38.6,23.2,240.0,1.6,0.9,0.3,0.1,0.1,0.1,0.1,0.9,3.3,4.0,19.0,0.3,0.3,3.9,21.1
16,"Roethlisberger, Ben",PIT,@CIN,QB,38.4,25.6,256.0,2.1,0.7,0.6,0.4,0.3,0.0,0.1,0.6,1.0,1.6,2.0,0.0,0.0,3.9,21.1
17,"Cousins, Kirk",MIN,CHI,QB,29.8,20.1,246.0,1.9,0.9,0.5,0.1,0.1,0.1,0.2,0.7,2.0,1.6,5.0,0.0,0.3,3.4,20.0
18,"Rivers, Philip",IND,HOU,QB,37.7,24.7,284.0,1.6,0.6,0.6,0.2,0.1,0.1,0.0,0.8,1.2,1.1,1.0,0.0,0.0,3.8,19.9
19,"Minshew II, Gardner",JAC,@BAL,QB,34.9,21.5,233.0,1.5,0.6,0.5,0.2,0.0,0.1,0.1,0.7,2.6,3.4,17.0,0.1,0.4,3.3,18.8
20,"Dalton, Andy",DAL,SFO,QB,37.8,23.7,248.0,1.4,0.6,0.1,0.2,0.0,0.2,0.1,1.1,2.3,3.1,14.0,0.1,0.3,4.0,18.5
21,"Jones, Daniel",NYG,CLE,QB,34.7,21.8,229.0,1.1,0.4,0.2,0.2,0.1,0.0,0.1,0.8,2.7,5.1,30.0,0.1,0.5,3.2,18.2
22,"Newton, Cam",NEP,@MIA,QB,27.2,17.6,193.0,0.6,0.2,0.1,0.1,0.0,0.1,0.0,0.8,1.8,7.7,30.0,0.7,0.1,2.8,18.1
23,"Bridgewater, Teddy",CAR,@GBP,QB,29.5,19.9,221.0,1.1,0.5,0.2,0.2,0.0,0.1,0.2,0.9,1.7,3.3,15.0,0.2,0.1,2.8,17.4
24,"Tagovailoa, Tua",MIA,NEP,QB,27.6,17.6,193.0,1.5,1.0,0.3,0.1,0.1,0.0,0.0,0.5,2.7,3.5,13.0,0.1,0.1,3.2,17.2
25,"Carr, Derek",LVR,LAC,QB,30.7,20.8,234.0,1.5,0.9,0.2,0.1,0.0,0.1,0.1,0.4,1.8,2.3,9.0,0.1,0.5,3.7,17.2
26,"Foles, Nick",CHI,@MIN,QB,39.0,25.0,233.0,1.4,0.8,0.3,0.2,0.1,0.0,0.0,0.9,2.4,2.0,4.0,0.1,0.1,3.8,17.2
27,"Allen, Kyle",WAS,SEA,QB,35.7,23.4,239.0,1.1,0.5,0.2,0.2,0.0,0.0,0.2,0.6,2.1,2.0,6.0,0.2,0.2,3.5,17.0
28,"Smith, Alex",WAS,SEA,QB,36.0,24.1,250.0,1.0,0.5,0.2,0.1,0.0,0.0,0.2,0.7,2.1,1.9,4.0,0.1,0.2,3.0,16.7
29,"Mayfield, Baker",CLE,@NYG,QB,28.4,17.4,211.0,1.4,0.9,0.2,0.1,0.1,0.1,0.1,0.9,1.8,2.8,8.0,0.1,0.1,3.3,16.3
30,"Lock, Drew",DEN,BUF,QB,33.8,19.3,220.0,1.0,0.7,0.0,0.1,0.0,0.1,0.0,1.3,1.6,2.9,10.0,0.2,0.1,2.2,15.4
31,"Mullens, Nick",SFO,@DAL,QB,28.3,19.1,228.0,1.1,0.5,0.3,0.0,0.0,0.2,0.1,0.9,1.8,1.1,2.0,0.0,0.3,3.3,14.4
32,"Darnold, Sam",NYJ,@LAR,QB,29.5,17.7,190.0,0.9,0.3,0.2,0.2,0.1,0.1,0.1,1.0,2.9,2.6,13.0,0.1,0.1,2.0,14.0
33,"Allen, Brandon",CIN,PIT,QB,29.4,17.9,184.0,0.9,0.7,0.1,0.0,0.0,0.0,0.0,0.8,3.3,3.0,10.0,0.1,0.5,2.5,12.9
34,"Fitzpatrick, Ryan",MIA,NEP,QB,12.0,8.0,86.0,0.4,0.2,0.1,0.1,0.0,0.0,0.0,0.4,0.6,1.4,7.0,0.1,0.0,1.2,6.8
35,"Haskins, Dwayne",WAS,SEA,QB,13.0,8.2,85.0,0.5,0.2,0.2,0.0,0.0,0.0,0.0,0.1,1.3,0.7,2.0,0.0,0.1,0.7,6.3
36,"Driskel, Jeff",DEN,BUF,QB,11.4,6.3,76.0,0.5,0.2,0.2,0.2,0.0,0.0,0.0,0.3,1.7,0.9,4.0,0.0,0.0,0.2,6.3
37,"Hill, Taysom",NOS,KCC,QB,3.0,1.9,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.4,4.6,25.0,0.4,0.1,1.4,5.6
38,"Trubisky, Mitchell",CHI,@MIN,QB,10.3,6.1,63.0,0.4,0.3,0.1,0.1,0.0,0.0,0.0,0.3,0.8,1.3,8.0,0.0,0.0,0.8,5.5
39,"Brissett, Jacoby",IND,HOU,QB,4.0,2.2,24.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.4,1.3,3.0,0.4,0.0,0.7,4.2
40,"Glennon, Mike",JAC,@BAL,QB,5.8,3.4,42.0,0.3,0.1,0.1,0.0,0.0,0.1,0.0,0.1,0.5,0.3,1.0,0.0,0.3,0.5,2.6
41,"Beathard, C.J.",SFO,@DAL,QB,8.1,5.4,50.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.3,1.1,0.7,0.0,0.0,0.1,0.8,2.4
42,"Henne, Chad",KCC,@NOS,QB,1.1,0.7,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,1.7,-0.8,0.2,0.0,0.2,1.5
43,"Barkley, Matt",BUF,@DEN,QB,5.4,2.9,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.4,0.2,-0.4,0.0,0.1,0.2,1.3
44,"Daniel, Chase",DET,@TEN,QB,2.0,1.2,14.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,1.0,0.0,0.0,0.2,1.3
45,"Stidham, Jarrett",NEP,@MIA,QB,3.9,1.8,20.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.6,0.2,0.9,1.0,0.0,0.0,0.0,1.2
46,"Gilbert, Garrett",DAL,SFO,QB,3.0,1.8,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.5,1.0,0.0,0.1,0.1,1.1
47,"Griffin III, Robert",BAL,JAC,QB,2.6,1.5,15.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.2,0.2,1.7,4.0,0.0,0.0,0.3,1.1
48,"Winston, Jameis",NOS,KCC,QB,1.5,1.0,13.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,1.4,1.0,0.0,0.0,0.2,0.9
49,"Keenum, Case",CLE,@NYG,QB,3.2,1.7,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,-0.1,0.0,0.0,0.1,0.9
50,"Schaub, Matt",ATL,TBB,QB,1.0,0.7,9.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.9,-1.2,0.0,0.0,0.1,0.9
51,"Rudolph, Mason",PIT,@CIN,QB,1.6,1.1,10.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.0,0.0,0.0,0.1,0.8
52,"Walker, Phillip",CAR,@GBP,QB,3.5,1.8,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.4,0.2,-0.1,0.0,0.0,0.2,0.8
53,"Peterman, Nathan",LVR,LAC,QB,1.9,1.1,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.5,3.0,0.0,0.0,0.0,0.8
54,"McCoy, Colt",NYG,CLE,QB,3.1,1.9,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,2.0,0.0,0.0,0.0,0.7
55,"Hurts, Jalen",PHI,@ARI,QB,0.4,0.3,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.6
56,"Blough, David",DET,@TEN,QB,2.0,1.1,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.0,0.0,0.0,0.0,0.2,0.6
57,"Finley, Ryan",CIN,PIT,QB,3.0,1.1,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,1.2,0.5,3.0,0.0,0.1,0.1,0.6
58,"Taylor, Tyrod",LAC,@LVR,QB,1.0,0.7,6.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.1,0.6
59,"Flacco, Joe",NYJ,@LAR,QB,1.8,1.2,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.1,0.0,0.0,0.0,0.1,0.5
60,"Luton, Jake",JAC,@BAL,QB,1.1,0.6,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.3
61,"Streveler, Chris",ARI,PHI,QB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.0,0.0,0.0,0.0,0.1
62,"Rypien, Brett",DEN,BUF,QB,0.1,0.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.1
63,"Woodside, Logan",TEN,DET,QB,0.7,0.4,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.6,-0.8,0.0,0.0,0.0,0.1
64,"Dobbs, Joshua",PIT,@CIN,QB,1.2,0.7,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.8,0.0,0.0,0.1,0.1
65,"Wolford, John",LAR,NYJ,QB,0.2,0.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,-0.4,0.0,0.0,0.0,0.0
66,"Bray, Tyler",CHI,@MIN,QB,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,"Gabbert, Blaine",TBB,@ATL,QB,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.1,0.0,0.0,0.0,0.0
68,"Boyle, Tim",GBP,CAR,QB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.1,-0.8,0.0,0.0,0.0,-0.1
69,"Mannion, Sean",MIN,CHI,QB,0.3,0.2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,-0.9,0.0,0.0,0.0,-0.1

