Rank,Player,Team,Opp,Position,XP,XPA,FG,Att,10-19,20-29,30-39,40-49,50+,Miss,Pts
1,"Koo, Younghoe",ATL,CHI,K,1.8,2.0,2.1,2.4,0.0,0.5,0.6,0.9,0.1,0.3,8.6
2,"Butker, Harrison",KCC,@BAL,K,3.0,3.3,1.6,1.8,0.1,0.4,0.4,0.3,0.4,0.2,8.6
3,"Gould, Robbie",SFO,@NYG,K,2.5,2.6,1.9,2.0,0.0,0.6,0.6,0.5,0.2,0.2,8.5
4,"Badgley, Mike",LAC,CAR,K,2.4,2.4,2.0,2.2,0.0,0.8,0.3,0.8,0.1,0.3,8.3
5,"Lutz, Wil",NOS,GBP,K,3.0,3.1,1.7,1.9,0.1,0.5,0.4,0.5,0.1,0.2,8.2
6,"Slye, Joey",CAR,@LAC,K,1.9,2.2,1.7,1.9,0.0,0.4,0.4,0.6,0.4,0.2,8.0
7,"Tucker, Justin",BAL,KCC,K,2.5,2.6,1.7,1.8,0.0,0.5,0.5,0.5,0.1,0.1,7.8
8,"Hopkins, Dustin",WAS,@CLE,K,1.7,1.8,1.8,2.0,0.0,0.5,0.5,0.6,0.2,0.2,7.6
9,"Fairbairn, Ka'imi",HOU,@PIT,K,2.5,2.7,1.6,1.9,0.0,0.3,0.6,0.6,0.2,0.3,7.4
10,"Boswell, Chris",PIT,HOU,K,2.3,2.5,1.6,1.7,0.0,0.5,0.4,0.5,0.0,0.1,7.2
11,"Crosby, Mason",GBP,@NOS,K,2.8,2.8,1.4,1.5,0.0,0.1,0.6,0.5,0.1,0.1,7.2
12,"Ficken, Sam",NYJ,@IND,K,1.8,2.0,1.8,2.1,0.0,0.3,0.6,0.6,0.2,0.3,7.1
13,"Gonzalez, Zane",ARI,DET,K,2.3,2.4,1.7,2.0,0.0,0.5,0.6,0.3,0.2,0.3,7.1
14,"McManus, Brandon",DEN,TBB,K,2.0,2.0,1.6,1.9,0.0,0.4,0.4,0.6,0.1,0.3,6.8
15,"Bullock, Randy",CIN,@PHI,K,1.8,1.9,1.6,1.9,0.0,0.5,0.4,0.6,0.2,0.3,6.8
16,"Elliott, Jake",PHI,CIN,K,2.0,2.2,1.6,1.9,0.0,0.4,0.7,0.4,0.1,0.2,6.7
17,"Blankenship, Rodrigo",IND,NYJ,K,2.1,2.3,1.7,2.1,0.0,0.6,0.7,0.3,0.2,0.4,6.6
18,"Carlson, Daniel",LVR,@NEP,K,2.2,2.3,1.5,1.8,0.0,0.5,0.3,0.4,0.2,0.3,6.6
19,"Sanders, Jason",MIA,@JAC,K,2.0,2.1,1.4,1.6,0.0,0.4,0.3,0.5,0.2,0.2,6.5
20,"Prater, Matt",DET,@ARI,K,2.1,2.1,1.5,1.9,0.0,0.5,0.4,0.4,0.2,0.3,6.5
21,"Folk, Nick",NEP,LVR,K,2.4,2.5,1.6,2.0,0.1,0.7,0.4,0.3,0.1,0.5,6.2
22,"Myers, Jason",SEA,DAL,K,2.7,2.9,1.2,1.5,0.0,0.2,0.5,0.4,0.1,0.3,5.9
23,"Zuerlein, Greg",DAL,@SEA,K,2.5,2.5,1.4,2.0,0.0,0.3,0.6,0.4,0.2,0.6,5.9
24,"Parkey, Cody",CLE,WAS,K,2.5,2.8,1.0,1.3,0.0,0.2,0.3,0.4,0.1,0.2,5.5
25,"Sloman, Sam",FA,Bye,K,2.6,2.8,1.4,2.0,0.0,0.2,0.8,0.1,0.1,0.6,5.4
26,"Santos, Cairo",CHI,@ATL,K,2.1,2.1,1.4,1.8,0.0,0.4,0.7,0.2,0.0,0.4,5.3
27,"Bailey, Dan",MIN,TEN,K,1.7,1.8,1.3,1.5,0.0,0.5,0.5,0.2,0.1,0.2,5.3
28,"Succop, Ryan",TBB,@DEN,K,2.6,2.8,1.2,1.7,0.0,0.3,0.4,0.2,0.2,0.5,5.2
29,"Gostkowski, Stephen",TEN,@MIN,K,2.8,3.5,1.0,1.6,0.0,0.3,0.2,0.3,0.3,0.6,4.7
30,"Bass, Tyler",BUF,LAR,K,2.1,2.1,1.3,1.8,0.2,0.3,0.4,0.3,0.1,0.6,4.6
31,"Gano, Graham",NYG,SFO,K,1.3,1.4,0.8,1.1,0.0,0.2,0.5,0.0,0.0,0.3,2.8

