Rank,Player,Team,Opp,Position,Tack,Asst,Scks,PassDef,Int,FumFrc,Fum,DefTD,Pts
1,"Donald, Aaron",LAR,NYJ,DL,2.0,1.2,0.9,0.1,0.0,0.3,0.1,0.0,4.8
2,"Richardson, Sheldon",CLE,@NYG,DL,2.8,1.8,0.3,0.3,0.0,0.1,0.0,0.0,4.7
3,"Jones, Chris",KCC,@NOS,DL,2.2,1.3,0.7,0.2,0.0,0.1,0.0,0.0,4.6
4,"Simmons, Jeffery",TEN,DET,DL,2.1,1.5,0.3,0.5,0.0,0.1,0.1,0.0,4.2
5,"Allen, Jonathan",WAS,SEA,DL,2.6,1.3,0.2,0.0,0.0,0.0,0.0,0.0,3.8
6,"Buckner, DeForest",IND,HOU,DL,2.2,1.3,0.3,0.1,0.0,0.1,0.1,0.0,3.7
7,"Ogunjobi, Larry",CLE,@NYG,DL,2.3,1.6,0.2,0.0,0.0,0.1,0.0,0.0,3.6
8,"Cox, Fletcher",PHI,@ARI,DL,2.0,0.8,0.4,0.1,0.0,0.2,0.0,0.0,3.6
9,"Joseph, Sebastian",LAR,NYJ,DL,2.6,1.2,0.1,0.1,0.0,0.1,0.0,0.0,3.5
10,"Kinlaw, Javon",SFO,@DAL,DL,1.4,1.5,0.3,0.4,0.1,0.0,0.0,0.0,3.4
11,"Jarrett, Grady",ATL,TBB,DL,1.8,1.8,0.3,0.0,0.0,0.0,0.0,0.0,3.4
12,"Oliver, Ed",BUF,@DEN,DL,1.8,0.8,0.4,0.1,0.0,0.2,0.0,0.0,3.3
13,"Ridgeway, Hassan",PHI,@ARI,DL,2.0,0.8,0.4,0.0,0.0,0.0,0.0,0.0,3.3
14,"Clark, Kenny",GBP,CAR,DL,2.1,1.1,0.3,0.1,0.0,0.1,0.0,0.0,3.3
15,"Wilkins, Christian",MIA,NEP,DL,1.7,1.5,0.1,0.3,0.1,0.0,0.0,0.0,3.2
16,"Jones, DaQuan",TEN,DET,DL,2.2,1.1,0.2,0.1,0.0,0.0,0.0,0.0,3.2
17,"Suh, Ndamukong",TBB,@ATL,DL,1.9,1.0,0.3,0.2,0.0,0.1,0.1,0.0,3.2
18,"Onyemata, David",NOS,KCC,DL,1.5,1.0,0.4,0.2,0.1,0.0,0.0,0.0,3.1
19,"Reed, Jarran",SEA,@WAS,DL,1.4,1.3,0.3,0.2,0.0,0.1,0.0,0.0,3.0
20,"Guy, Lawrence",NEP,@MIA,DL,2.1,1.2,0.1,0.0,0.0,0.0,0.0,0.0,3.0
21,"Payne, Da'Ron",WAS,SEA,DL,1.4,1.3,0.3,0.1,0.0,0.2,0.0,0.0,2.9
22,"Tomlinson, Dalvin",NYG,CLE,DL,1.5,1.5,0.1,0.3,0.0,0.0,0.0,0.0,2.9
23,"Autry, Denico",IND,HOU,DL,1.6,1.0,0.3,0.1,0.0,0.0,0.0,0.0,2.9
24,"Purcell, Mike",DEN,BUF,DL,1.8,1.2,0.1,0.1,0.0,0.0,0.0,0.0,2.8
25,"Short, Kawann",CAR,@GBP,DL,1.5,0.8,0.4,0.0,0.0,0.0,0.0,0.0,2.8
26,"Godchaux, Davon",MIA,NEP,DL,1.8,1.6,0.1,0.0,0.0,0.0,0.0,0.0,2.7
27,"Ioannidis, Matt",WAS,SEA,DL,1.4,0.7,0.4,0.0,0.0,0.0,0.0,0.0,2.7
28,"Joseph, Linval",LAC,@LVR,DL,1.8,1.4,0.1,0.0,0.0,0.1,0.0,0.0,2.7
29,"Vea, Vita",TBB,@ATL,DL,1.5,1.1,0.2,0.1,0.0,0.0,0.0,0.0,2.6
30,"Butler, Adam",NEP,@MIA,DL,1.6,0.9,0.2,0.2,0.0,0.0,0.0,0.0,2.6
31,"Costin, Doug",JAC,@BAL,DL,1.3,1.9,0.1,0.1,0.0,0.0,0.0,0.0,2.5
32,"Lawrence, Dexter",NYG,CLE,DL,1.6,1.0,0.2,0.0,0.0,0.0,0.0,0.0,2.5
33,"Fatukasi, Foley",NYJ,@LAR,DL,1.3,1.3,0.2,0.2,0.0,0.0,0.0,0.0,2.4
34,"Nichols, Bilal",CHI,@MIN,DL,1.3,1.3,0.2,0.1,0.0,0.0,0.0,0.0,2.4
35,"Nnadi, Derrick",KCC,@NOS,DL,1.4,1.9,0.0,0.0,0.0,0.0,0.0,0.0,2.4
36,"Jones, D.J.",SFO,@DAL,DL,1.5,0.5,0.2,0.1,0.0,0.1,0.1,0.0,2.4
37,"Hargrave, Javon",PHI,@ARI,DL,1.2,1.6,0.2,0.1,0.0,0.0,0.0,0.0,2.4
38,"McLendon, Steve",TBB,@ATL,DL,1.6,1.3,0.0,0.0,0.0,0.0,0.0,0.0,2.4
39,"Peters, Corey",ARI,PHI,DL,1.4,1.2,0.2,0.1,0.0,0.0,0.0,0.0,2.4
40,"Hurst, Maurice",LVR,LAC,DL,1.5,0.8,0.1,0.2,0.0,0.0,0.0,0.0,2.3
41,"Stewart, Grover",IND,HOU,DL,1.8,0.9,0.1,0.0,0.0,0.0,0.0,0.0,2.3
42,"Johnson, Jaleel",MIN,CHI,DL,1.3,1.2,0.2,0.0,0.0,0.0,0.0,0.0,2.3
43,"Williams, DeShawn",DEN,BUF,DL,1.3,1.3,0.0,0.2,0.1,0.0,0.0,0.0,2.3
44,"Shelton, Danny",DET,@TEN,DL,1.2,2.0,0.0,0.1,0.0,0.0,0.0,0.0,2.3
45,"Williams, Brandon",BAL,JAC,DL,1.6,1.1,0.0,0.0,0.0,0.0,0.0,0.0,2.2
46,"Jones, Abry",JAC,@BAL,DL,1.5,0.9,0.1,0.0,0.0,0.0,0.0,0.0,2.2
47,"Hamilton, Davon",JAC,@BAL,DL,1.3,1.5,0.1,0.0,0.0,0.0,0.0,0.0,2.1
48,"Gallimore, Neville",DAL,SFO,DL,1.4,1.1,0.1,0.0,0.0,0.0,0.0,0.0,2.1
49,"Kerr, Zach",CAR,@GBP,DL,0.9,1.3,0.2,0.1,0.0,0.1,0.0,0.0,2.1
50,"Ford, Poona",SEA,@WAS,DL,1.4,0.7,0.1,0.1,0.0,0.1,0.0,0.0,2.0
51,"Rankins, Sheldon",NOS,KCC,DL,1.0,0.6,0.2,0.1,0.1,0.0,0.0,0.0,2.0
52,"Hankins, Johnathan",LVR,LAC,DL,1.5,0.9,0.0,0.0,0.0,0.0,0.0,0.0,2.0
53,"Tillery, Jerry",LAC,@LVR,DL,1.1,0.6,0.2,0.1,0.0,0.0,0.0,0.0,1.9
54,"Coley, Trevon",ARI,PHI,DL,1.3,0.6,0.1,0.0,0.0,0.0,0.0,0.0,1.9
55,"Brown, Derrick",CAR,@GBP,DL,1.1,1.1,0.1,0.1,0.0,0.0,0.0,0.0,1.8
56,"Settle, Tim",WAS,SEA,DL,0.9,0.4,0.3,0.0,0.0,0.0,0.0,0.0,1.8
57,"Reader, D.J.",CIN,PIT,DL,1.0,1.2,0.0,0.2,0.0,0.0,0.0,0.0,1.8
58,"Stephen, Shamar",MIN,CHI,DL,1.1,0.7,0.1,0.1,0.0,0.0,0.0,0.0,1.8
59,"Hall, P.J.",HOU,@IND,DL,1.1,0.8,0.1,0.1,0.0,0.0,0.0,0.0,1.7
60,"Covington, Christian",CIN,PIT,DL,1.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,1.7
61,"Tuttle, Shy",NOS,KCC,DL,0.9,0.5,0.1,0.2,0.1,0.0,0.0,0.0,1.6
