Rank,Player,Team,Opp,Position,XP,XPA,FG,Att,10-19,20-29,30-39,40-49,50+,Miss,Pts
1,"Lutz, Wil",NOS,CAR,K,3.2,3.2,1.8,2.0,0.0,0.4,0.6,0.6,0.1,0.2,8.8
2,"Koo, Younghoe",ATL,DET,K,1.7,1.9,2.1,2.4,0.0,0.5,0.6,0.8,0.2,0.3,8.4
3,"Gould, Robbie",SFO,@NEP,K,2.6,2.7,1.7,1.9,0.0,0.5,0.6,0.4,0.2,0.2,8.1
4,"Butker, Harrison",KCC,@DEN,K,2.9,3.3,1.6,1.8,0.1,0.4,0.7,0.3,0.2,0.2,7.9
5,"Bullock, Randy",CIN,CLE,K,1.7,1.8,1.9,2.1,0.0,0.4,0.5,0.7,0.2,0.3,7.6
6,"McManus, Brandon",DEN,KCC,K,1.7,1.7,1.7,2.1,0.0,0.4,0.3,0.6,0.4,0.3,7.5
7,"Lambo, Josh",JAC,@LAC,K,1.5,1.6,1.8,2.0,0.0,0.5,0.6,0.4,0.3,0.2,7.4
8,"Gano, Graham",NYG,@PHI,K,1.2,1.3,1.9,2.0,0.0,0.5,0.7,0.2,0.4,0.1,7.4
9,"Parkey, Cody",CLE,@CIN,K,2.8,2.9,1.4,1.5,0.0,0.2,0.6,0.6,0.1,0.1,7.2
10,"Carlson, Daniel",LVR,TBB,K,2.2,2.4,1.6,1.9,0.0,0.6,0.4,0.4,0.2,0.3,7.1
11,"Gonzalez, Zane",ARI,SEA,K,2.6,2.7,1.5,1.7,0.0,0.5,0.4,0.3,0.2,0.2,7.1
12,"Fairbairn, Ka'imi",HOU,GBP,K,2.4,2.6,1.6,1.8,0.0,0.4,0.6,0.4,0.2,0.2,7.1
13,"Succop, Ryan",TBB,@LVR,K,3.1,3.3,1.4,1.7,0.0,0.3,0.6,0.4,0.2,0.4,6.9
14,"Boswell, Chris",PIT,@TEN,K,2.4,2.5,1.4,1.5,0.0,0.5,0.4,0.5,0.0,0.1,6.8
15,"Crosby, Mason",GBP,@HOU,K,2.5,2.6,1.3,1.4,0.0,0.1,0.6,0.5,0.1,0.1,6.7
16,"Badgley, Mike",LAC,JAC,K,2.4,2.5,1.5,1.9,0.0,0.5,0.2,0.6,0.1,0.4,6.6
17,"Zuerlein, Greg",DAL,@WAS,K,2.4,2.6,1.5,1.9,0.0,0.3,0.6,0.5,0.1,0.4,6.5
18,"Folk, Nick",NEP,SFO,K,2.0,2.2,1.6,2.0,0.0,0.6,0.6,0.4,0.1,0.3,6.5
19,"Prater, Matt",DET,@ATL,K,2.2,2.2,1.5,1.9,0.0,0.4,0.5,0.4,0.2,0.4,6.4
20,"Sloman, Sam",FA,Bye,K,2.6,2.9,1.4,1.7,0.0,0.3,0.8,0.2,0.1,0.4,6.0
21,"Hopkins, Dustin",WAS,DAL,K,1.6,1.7,1.5,1.8,0.0,0.3,0.4,0.6,0.1,0.3,5.9
22,"Elliott, Jake",PHI,NYG,K,1.9,2.0,1.3,1.7,0.0,0.3,0.6,0.4,0.1,0.3,5.6
23,"Myers, Jason",SEA,@ARI,K,2.8,2.9,0.9,1.2,0.0,0.2,0.3,0.3,0.1,0.2,5.5
24,"Santos, Cairo",CHI,@LAR,K,1.8,1.8,1.4,1.7,0.0,0.3,0.7,0.2,0.1,0.4,5.3
25,"Bass, Tyler",BUF,@NYJ,K,2.5,2.7,1.1,1.6,0.1,0.2,0.4,0.4,0.0,0.4,5.1
26,"Gostkowski, Stephen",TEN,PIT,K,2.5,2.8,0.9,1.8,0.0,0.1,0.3,0.1,0.4,0.9,3.6
27,"Fry, Elliott",ATL,DET,K,0.1,0.1,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.3

