Rank,Player,Team,Opp,Position,Att,Comp,Pass Yds,Pass TDs,0-9 PassTDs,10-19 PassTDs,20-29 PassTDs,30-39 PassTDs,40-49 PassTDs,50+ PassTDs,Int,Sacked,Rush,Rush Yds,Rush TDs,Fum Lost,Scoring Opps,Pts
24,"Mayfield, Baker",CLE,@PIT,QB,25.0,16.9,207.0,1.3,0.7,0.2,0.1,0.1,0.1,0.1,1.4,2.5,1.9,8.0,0.1,0.1,2.5,15.1
25,"Lock, Drew",DEN,@NEP,QB,28.0,18.0,200.0,0.9,0.6,0.1,0.1,0.0,0.1,0.0,0.9,2.0,2.3,6.0,0.0,0.3,1.8,12.7
26,"Allen, Kyle",WAS,@NYG,QB,24.2,15.0,158.0,0.7,0.3,0.2,0.1,0.0,0.0,0.1,1.0,3.5,2.0,7.0,0.3,0.4,2.2,11.2
27,"Garoppolo, Jimmy",SFO,LAR,QB,20.2,13.5,163.0,1.0,0.5,0.2,0.1,0.1,0.0,0.1,1.1,2.9,1.9,2.0,0.0,0.3,2.4,11.0
28,"Beathard, C.J.",SFO,LAR,QB,18.0,12.2,154.0,0.6,0.3,0.2,0.1,0.0,0.0,0.0,0.1,0.7,2.0,5.0,0.0,0.1,1.0,10.3
29,"Trubisky, Mitchell",CHI,@CAR,QB,10.9,6.6,67.0,0.5,0.3,0.1,0.1,0.0,0.0,0.0,0.5,1.1,1.4,9.0,0.0,0.0,0.9,5.9
30,"Rudolph, Mason",PIT,CLE,QB,11.4,7.1,71.0,0.4,0.1,0.0,0.2,0.0,0.0,0.0,0.3,0.6,1.2,2.0,0.0,0.0,1.0,5.1
31,"Brissett, Jacoby",IND,CIN,QB,6.6,3.9,43.0,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.5,1.1,3.0,0.1,0.1,0.7,3.4
32,"Barkley, Matt",BUF,KCC,QB,9.1,4.9,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.4,0.4,-0.8,0.0,0.2,0.4,2.3
33,"Glennon, Mike",JAC,DET,QB,3.7,2.3,29.0,0.2,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.5,0.2,0.0,0.0,0.3,0.2,1.6
34,"Mullens, Nick",SFO,LAR,QB,2.5,1.7,21.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.2,-0.1,0.0,0.0,0.4,1.3
35,"Gabbert, Blaine",TBB,GBP,QB,1.9,1.3,15.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.2,1.1,-0.4,0.0,0.0,0.2,1.2
36,"Griffin III, Robert",BAL,@PHI,QB,2.5,1.4,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.4,1.9,5.0,0.0,0.0,0.2,1.1
37,"Schaub, Matt",ATL,@MIN,QB,0.9,0.6,8.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.5,-0.5,0.0,0.0,0.1,0.9
38,"Stidham, Jarrett",NEP,DEN,QB,2.7,1.1,12.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.4,0.1,0.8,0.1,0.0,0.0,0.0,0.8
39,"Hurts, Jalen",PHI,BAL,QB,0.3,0.2,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,5.0,0.0,0.0,0.0,0.6
40,"Finley, Ryan",CIN,@IND,QB,1.5,0.8,10.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,1.0,0.0,0.1,0.1,0.6
41,"Woodside, Logan",TEN,HOU,QB,2.4,1.2,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.5,0.8,1.0,0.0,0.0,0.0,0.4
42,"Keenum, Case",CLE,@PIT,QB,1.3,0.8,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.3,-0.2,0.0,0.0,0.1,0.4
43,"Henne, Chad",KCC,@BUF,QB,0.7,0.5,4.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.5,-0.3,0.0,0.0,0.1,0.4
44,"Tagovailoa, Tua",MIA,NYJ,QB,1.8,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.3,0.1,0.0,0.0,0.0,0.0,0.3
45,"DiNucci, Ben",DAL,ARI,QB,1.0,0.6,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.1,0.0,0.2
46,"Streveler, Chris",ARI,@DAL,QB,0.6,0.3,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.3,1.0,0.0,0.0,0.0,0.1
47,"Wolford, John",LAR,@SFO,QB,0.2,0.2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,-0.6,0.0,0.0,0.0,0.0
48,"Mannion, Sean",MIN,ATL,QB,0.5,0.3,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.3,0.0,0.0,0.0,0.0
49,"McCarron, AJ",HOU,@TEN,QB,0.4,0.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.2,-0.1,0.0,0.0,0.0,0.0
50,"McCoy, Colt",NYG,WAS,QB,0.4,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,0.0,0.0,0.0
51,"Daniel, Chase",DET,@JAC,QB,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,"Boyle, Tim",GBP,@TBB,QB,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,-1.5,0.0,0.0,0.0,-0.1

