Rank,Player,Team,Opp,Position,Tack,Asst,Scks,PassDef,Int,FumFrc,Fum,DefTD,Pts
1,"Lawrence, Demarcus",DAL,@BAL,DL,2.6,2.1,0.6,0.3,0.0,0.2,0.1,0.0,5.4
2,"Jordan, Cameron",NOS,@ATL,DL,2.6,1.2,0.9,0.1,0.0,0.0,0.0,0.0,5.1
3,"Ogbah, Emmanuel",MIA,CIN,DL,2.0,1.4,0.7,0.5,0.0,0.3,0.0,0.0,4.9
4,"Vernon, Olivier",CLE,@TEN,DL,2.3,0.9,0.9,0.2,0.0,0.2,0.1,0.0,4.9
5,"Smith, Aldon",DAL,@BAL,DL,2.8,1.4,0.5,0.2,0.0,0.1,0.0,0.0,4.8
6,"Dunlap, Carlos",SEA,NYG,DL,2.2,1.4,0.7,0.3,0.0,0.1,0.0,0.0,4.7
7,"Lawson, Carl",CIN,@MIA,DL,2.3,1.6,0.6,0.0,0.0,0.1,0.1,0.0,4.5
8,"Watt, J.J.",HOU,IND,DL,2.1,1.0,0.4,0.7,0.1,0.2,0.1,0.0,4.5
9,"Sweat, Montez",WAS,@PIT,DL,2.1,1.2,0.6,0.2,0.1,0.2,0.0,0.0,4.4
10,"Okwara, Romeo",DET,@CHI,DL,2.4,0.8,0.7,0.0,0.0,0.2,0.0,0.0,4.4
11,"Graham, Brandon",PHI,@GBP,DL,2.3,0.8,0.7,0.0,0.0,0.2,0.1,0.0,4.4
12,"Williams, Quinnen",NYJ,LVR,DL,2.1,1.8,0.4,0.2,0.0,0.2,0.0,0.0,4.3
13,"Hendrickson, Trey",NOS,@ATL,DL,2.1,0.3,0.9,0.1,0.0,0.0,0.0,0.0,4.2
14,"Means, Steven",ATL,NOS,DL,2.5,1.7,0.3,0.1,0.0,0.1,0.0,0.0,4.2
15,"Bosa, Joey",LAC,NEP,DL,2.2,0.9,0.7,0.1,0.0,0.1,0.1,0.0,4.1
16,"Heyward, Cameron",PIT,WAS,DL,2.3,1.8,0.3,0.2,0.0,0.0,0.0,0.0,4.1
17,"Ngakoue, Yannick",BAL,DAL,DL,2.4,0.4,0.5,0.2,0.0,0.3,0.0,0.0,4.0
18,"Simon, John",NEP,@LAC,DL,2.4,1.3,0.3,0.3,0.0,0.0,0.0,0.0,4.0
19,"Jones, Dre'Mont",DEN,@KCC,DL,2.1,0.7,0.6,0.3,0.0,0.0,0.0,0.0,3.9
20,"Hubbard, Sam",CIN,@MIA,DL,2.3,1.6,0.3,0.1,0.0,0.0,0.0,0.0,3.9
