Rank,Player,Team,Opp,Position,Tack,Asst,Scks,PassDef,Int,FumFrc,Fum,DefTD,Pts
1,"Smith, Jaylon",DAL,@WAS,LB,6.4,4.9,0.1,0.6,0.1,0.1,0.0,0.0,9.7
2,"Schobert, Joe",JAC,@LAC,LB,5.9,3.3,0.1,0.3,0.2,0.0,0.0,0.0,8.3
3,"Thompson, Shaq",CAR,@NOS,LB,5.6,3.9,0.1,0.4,0.0,0.1,0.1,0.0,8.3
4,"Warner, Fred",SFO,@NEP,LB,5.9,2.6,0.1,0.4,0.2,0.1,0.0,0.0,8.1
5,"Wagner, Bobby",SEA,@ARI,LB,5.3,4.1,0.1,0.4,0.0,0.1,0.0,0.0,8.0
6,"Martinez, Blake",NYG,@PHI,LB,5.6,3.5,0.3,0.1,0.0,0.0,0.0,0.0,7.7
7,"Edmunds, Tremaine",BUF,@NYJ,LB,5.2,3.3,0.1,0.5,0.1,0.0,0.0,0.0,7.6
8,"Davis, Demario",NOS,CAR,LB,5.3,2.5,0.4,0.6,0.0,0.0,0.0,0.0,7.6
9,"Cunningham, Zach",HOU,GBP,LB,5.5,2.8,0.2,0.2,0.0,0.0,0.0,0.0,7.3
10,"Kiser, Micah",LAR,CHI,LB,4.9,2.4,0.4,0.4,0.0,0.1,0.0,0.0,7.1
11,"Brown, Jayon",TEN,PIT,LB,4.7,3.0,0.0,0.5,0.0,0.1,0.0,0.0,7.0
12,"Vander Esch, Leighton",DAL,@WAS,LB,4.6,3.5,0.1,0.3,0.0,0.1,0.0,0.0,6.8
13,"Smith, Roquan",CHI,@LAR,LB,5.0,2.1,0.1,0.5,0.1,0.0,0.0,0.0,6.8
14,"Murray, Kenneth",LAC,JAC,LB,4.5,3.6,0.0,0.3,0.0,0.0,0.0,0.0,6.7
15,"Summers, Ty",GBP,@HOU,LB,5.0,2.2,0.3,0.1,0.0,0.0,0.0,0.0,6.5
16,"Johnson, A.J.",DEN,KCC,LB,4.4,3.1,0.2,0.1,0.0,0.0,0.0,0.0,6.3
17,"Gerry, Nate",PHI,NYG,LB,4.5,2.7,0.1,0.3,0.0,0.0,0.0,0.0,6.2
18,"Jones, Deion",ATL,DET,LB,3.9,2.8,0.1,0.5,0.1,0.0,0.0,0.0,6.2
19,"Hicks, Jordan",ARI,SEA,LB,4.6,2.4,0.0,0.2,0.1,0.1,0.0,0.0,6.2
20,"Wright, K.J.",SEA,@ARI,LB,3.6,2.8,0.1,0.7,0.2,0.1,0.1,0.0,6.2
21,"Goodson, B.J.",CLE,@CIN,LB,4.2,2.5,0.1,0.3,0.1,0.0,0.0,0.0,6.1
22,"Bentley, Ja'Whaun",NEP,SFO,LB,4.1,2.3,0.3,0.4,0.0,0.1,0.0,0.0,6.0
23,"White, Kyzir",LAC,JAC,LB,4.6,2.1,0.0,0.2,0.0,0.0,0.0,0.0,5.9
24,"Evans, Rashaan",TEN,PIT,LB,4.6,2.3,0.1,0.0,0.0,0.0,0.0,0.0,5.9
25,"White, Devin",TBB,@LVR,LB,4.0,2.2,0.1,0.2,0.0,0.1,0.1,0.0,5.8
26,"Littleton, Cory",LVR,TBB,LB,4.3,2.3,0.1,0.2,0.0,0.0,0.0,0.0,5.8
27,"Greenlaw, Dre",SFO,@NEP,LB,4.1,1.6,0.1,0.3,0.1,0.1,0.0,0.0,5.6
28,"Milano, Matt",BUF,@NYJ,LB,3.9,1.7,0.1,0.5,0.1,0.1,0.0,0.0,5.6
29,"Hewitt, Neville",NYJ,BUF,LB,3.8,2.6,0.1,0.3,0.0,0.0,0.0,0.0,5.6
30,"Oluokun, Foyesade",ATL,DET,LB,3.7,2.2,0.0,0.1,0.1,0.3,0.0,0.0,5.4
31,"Williamson, Avery",PIT,@TEN,LB,3.7,1.8,0.1,0.4,0.1,0.1,0.0,0.0,5.3
32,"Watt, T.J.",PIT,@TEN,LB,3.0,0.7,0.8,0.4,0.2,0.2,0.1,0.0,5.2
33,"Collins, Jamie",DET,@ATL,LB,3.1,1.9,0.2,0.5,0.1,0.1,0.1,0.0,5.2
34,"David, Lavonte",TBB,@LVR,LB,3.8,1.5,0.1,0.3,0.1,0.1,0.1,0.0,5.2
35,"Hitchens, Anthony",KCC,@DEN,LB,3.6,2.7,0.1,0.1,0.0,0.0,0.0,0.0,5.1
36,"Whitehead, Tahir",CAR,@NOS,LB,3.6,2.8,0.0,0.1,0.0,0.0,0.0,0.0,5.1
37,"Bynes, Josh",CIN,CLE,LB,3.0,3.4,0.1,0.1,0.0,0.0,0.0,0.0,5.1
38,"Trevathan, Danny",CHI,@LAR,LB,4.1,1.4,0.1,0.2,0.0,0.0,0.0,0.0,5.0
39,"Mercilus, Whitney",HOU,GBP,LB,2.9,2.3,0.4,0.1,0.0,0.1,0.0,0.0,4.8
40,"Jewell, Josey",DEN,KCC,LB,3.3,2.1,0.2,0.1,0.0,0.0,0.0,0.0,4.6
41,"Landry, Harold",TEN,PIT,LB,3.1,1.2,0.4,0.2,0.1,0.0,0.0,0.0,4.6
42,"Pratt, Germaine",CIN,CLE,LB,3.3,2.1,0.0,0.1,0.0,0.0,0.0,0.0,4.5
43,"Allen, Dakota",JAC,@LAC,LB,3.4,1.8,0.1,0.0,0.0,0.0,0.0,0.0,4.4
44,"Wilson, Damien",KCC,@DEN,LB,3.3,1.7,0.0,0.1,0.0,0.1,0.0,0.0,4.4
45,"Morrow, Nicholas",LVR,TBB,LB,3.4,1.0,0.0,0.2,0.1,0.0,0.0,0.0,4.3
46,"Takitaki, Sione",CLE,@CIN,LB,3.0,1.9,0.0,0.1,0.0,0.1,0.0,0.0,4.2
47,"Baun, Zack",NOS,CAR,LB,2.8,2.0,0.2,0.1,0.0,0.0,0.0,0.0,4.1
48,"Campbell, De'Vondre",ARI,SEA,LB,2.8,1.7,0.1,0.1,0.0,0.0,0.0,0.0,4.1
49,"Perryman, Denzel",LAC,JAC,LB,2.6,1.9,0.1,0.2,0.0,0.1,0.0,0.0,4.1
50,"Dupree, Bud",PIT,@TEN,LB,2.3,1.1,0.8,0.1,0.0,0.3,0.1,0.0,4.1
51,"Davis, Jarrad",DET,@ATL,LB,2.7,1.4,0.1,0.1,0.0,0.2,0.1,0.0,4.0
52,"Kwiatkoski, Nick",LVR,TBB,LB,3.1,1.3,0.0,0.2,0.0,0.0,0.0,0.0,4.0
53,"Wilson, Mack",CLE,@CIN,LB,2.6,1.3,0.0,0.4,0.1,0.0,0.0,0.0,3.9
54,"Barrett, Shaq",TBB,@LVR,LB,2.3,0.7,0.6,0.1,0.0,0.1,0.0,0.0,3.5
55,"Williams, Vince",PIT,@TEN,LB,2.5,1.3,0.3,0.1,0.0,0.0,0.0,0.0,3.5
56,"Klein, A.J.",BUF,@NYJ,LB,2.6,1.1,0.1,0.1,0.0,0.2,0.0,0.0,3.5
57,"Fackrell, Kyler",NYG,@PHI,LB,2.0,0.9,0.4,0.1,0.1,0.1,0.0,0.0,3.2
58,"Downs, Devante",NYG,@PHI,LB,1.8,1.3,0.3,0.2,0.1,0.0,0.0,0.0,3.1
59,"Jones, Christian",DET,@ATL,LB,2.2,1.2,0.1,0.2,0.0,0.0,0.0,0.0,3.1
60,"Riley, Duke",PHI,NYG,LB,1.9,1.9,0.1,0.1,0.0,0.0,0.0,0.0,3.0
61,"Walker, Mykal",ATL,DET,LB,1.9,1.6,0.0,0.1,0.0,0.1,0.0,0.0,2.9
62,"Reeder, Troy",LAR,CHI,LB,1.9,1.0,0.3,0.1,0.0,0.0,0.0,0.0,2.9
63,"Mack, Khalil",CHI,@LAR,LB,1.7,0.7,0.5,0.2,0.0,0.1,0.1,0.0,2.9
64,"Chubb, Bradley",DEN,KCC,LB,1.9,0.7,0.4,0.1,0.0,0.1,0.0,0.0,2.8
65,"Scarlett, Brennan",HOU,GBP,LB,1.9,1.0,0.2,0.0,0.0,0.1,0.0,0.0,2.8
66,"Smith, Za'Darius",GBP,@HOU,LB,1.7,0.7,0.6,0.0,0.0,0.1,0.1,0.0,2.8
67,"Highsmith, Alex",PIT,@TEN,LB,1.5,1.1,0.4,0.1,0.0,0.1,0.0,0.0,2.7
68,"Golden, Markus",ARI,SEA,LB,1.5,1.4,0.3,0.1,0.0,0.0,0.0,0.0,2.7
69,"Beasley, Vic",FA,Bye,LB,1.6,1.3,0.3,0.1,0.0,0.0,0.0,0.0,2.7
70,"Tavai, Jahlani",DET,@ATL,LB,1.8,1.1,0.1,0.1,0.0,0.0,0.0,0.0,2.6
71,"Simmons, Isaiah",ARI,SEA,LB,1.8,0.7,0.1,0.1,0.0,0.1,0.0,0.0,2.5
72,"Anzalone, Alex",NOS,CAR,LB,1.9,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5
73,"Vigil, Nick",LAC,JAC,LB,1.7,1.2,0.0,0.1,0.0,0.0,0.0,0.0,2.5
74,"Niemann, Ben",KCC,@DEN,LB,1.8,1.1,0.1,0.0,0.0,0.0,0.0,0.0,2.4
75,"Copeland, Brandon",NEP,SFO,LB,1.3,1.3,0.1,0.1,0.0,0.1,0.0,0.0,2.3
76,"Kennard, Devon",ARI,SEA,LB,1.8,0.6,0.1,0.0,0.0,0.0,0.0,0.0,2.3
77,"Floyd, Leonard",LAR,CHI,LB,1.4,1.0,0.2,0.1,0.0,0.0,0.0,0.0,2.2
78,"Gay, Willie",KCC,@DEN,LB,1.6,0.8,0.1,0.0,0.0,0.0,0.0,0.0,2.1
79,"Reed, Malik",DEN,KCC,LB,1.2,0.9,0.3,0.1,0.0,0.0,0.0,0.0,2.1
80,"Smith, Preston",GBP,@HOU,LB,1.3,0.7,0.3,0.1,0.0,0.0,0.0,0.0,2.1
81,"Brooks, Jordyn",SEA,@ARI,LB,0.8,1.1,0.1,0.3,0.1,0.1,0.1,0.0,2.0
82,"Singleton, Alex",PHI,NYG,LB,1.2,1.1,0.0,0.1,0.1,0.0,0.0,0.0,2.0
83,"Barton, Cody",SEA,@ARI,LB,1.1,1.3,0.0,0.2,0.0,0.0,0.0,0.0,2.0
84,"Nwosu, Uchenna",LAC,JAC,LB,1.3,0.6,0.2,0.2,0.0,0.0,0.0,0.0,2.0
85,"Wilson, Logan",CIN,CLE,LB,1.1,0.3,0.0,0.2,0.2,0.0,0.0,0.0,1.9
