Rank,Player,Team,Opp,Position,PUNTS,PUNT_YDS,PUNT_RETURN_YD,PUNT_INSIDE20,Pts
1,"Way, Tress",WAS,BAL,P,5.0,241.0,18.0,2.3,17.6
2,"Dickson, Michael",SEA,@MIA,P,4.7,226.0,16.0,2.2,16.5
3,"Fox, Jack",DET,NOS,P,4.5,219.0,6.0,2.1,16.0
4,"Huber, Kevin",CIN,JAC,P,4.8,218.0,11.0,1.9,15.7
5,"Mann, Braden",NYJ,DEN,P,5.2,232.0,23.0,1.1,14.9
6,"O'Donnell, Pat",CHI,IND,P,4.6,206.0,15.0,1.8,14.6
7,"Lee, Andy",ARI,@CAR,P,4.5,213.0,21.0,1.5,14.5
8,"Haack, Matt",MIA,SEA,P,4.6,206.0,17.0,1.6,14.4
9,"Cooke, Logan",JAC,@CIN,P,4.4,205.0,9.0,1.6,14.3
10,"Johnston, Cam",PHI,@SFO,P,4.1,196.0,14.0,1.8,14.2
11,"Bailey, Jake",NEP,@KCC,P,4.0,181.0,9.0,1.8,13.4
12,"Martin, Sam",DEN,@NYJ,P,4.4,200.0,16.0,1.5,13.3
13,"Bojorquez, Corey",BUF,@LVR,P,4.2,181.0,9.0,1.8,13.2
14,"Dixon, Riley",NYG,@LAR,P,4.0,185.0,7.0,1.7,13.1
15,"Anger, Bryan",HOU,MIN,P,3.8,175.0,8.0,1.8,13.0
16,"Cole, A.J.",LVR,BUF,P,3.8,168.0,17.0,1.5,12.1
17,"Morstead, Thomas",NOS,@DET,P,3.6,161.0,6.0,1.6,12.1
18,"Gillan, Jamie",CLE,@DAL,P,3.6,168.0,13.0,1.4,11.8
19,"Colquitt, Britton",MIN,@HOU,P,3.8,173.0,13.0,1.3,11.8
20,"Pinion, Bradley",TBB,LAC,P,3.9,169.0,14.0,1.3,11.7
21,"Hekker, Johnny",LAR,NYG,P,3.4,160.0,9.0,1.4,11.3
22,"Sanchez, Rigoberto",IND,@CHI,P,3.3,148.0,6.0,1.5,11.2
23,"Charlton, Joseph",CAR,ARI,P,3.4,162.0,21.0,1.0,10.7
24,"Long, Ty",LAC,@TBB,P,3.3,152.0,16.0,1.2,10.7
25,"Hofrichter, Sterling",ATL,@GBP,P,3.6,150.0,8.0,1.2,10.4
26,"Wishnowsky, Mitch",SFO,PHI,P,3.1,139.0,6.0,1.5,10.1
27,"Scott, J.K.",GBP,ATL,P,3.2,140.0,10.0,1.1,9.9
28,"Koch, Sam",BAL,@WAS,P,2.8,128.0,12.0,1.3,9.4
29,"Jones, Chris",DAL,CLE,P,3.2,135.0,8.0,1.0,9.2
30,"Townsend, Tommy",KCC,NEP,P,2.7,125.0,9.0,1.0,8.8

