Rank,Player,Team,Opp,Position,XP,XPA,FG,Att,10-19,20-29,30-39,40-49,50+,Miss,Pts
1,"Tucker, Justin",BAL,CIN,K,3.3,3.4,2.1,2.1,0.0,0.7,0.6,0.7,0.1,0.1,10.2
2,"Lutz, Wil",NOS,LAC,K,3.5,3.5,1.8,2.0,0.1,0.5,0.6,0.6,0.1,0.2,9.2
3,"Koo, Younghoe",ATL,CAR,K,2.0,2.3,2.2,2.6,0.0,0.6,0.7,0.8,0.1,0.3,8.8
4,"Butker, Harrison",KCC,LVR,K,3.2,3.6,1.7,1.9,0.1,0.5,0.5,0.3,0.3,0.2,8.6
5,"Blankenship, Rodrigo",IND,@CLE,K,2.3,2.5,2.1,2.5,0.0,0.6,0.8,0.6,0.1,0.4,8.3
6,"Gould, Robbie",SFO,MIA,K,2.5,2.6,1.8,2.0,0.0,0.6,0.6,0.4,0.2,0.2,8.0
7,"Fairbairn, Ka'imi",HOU,JAC,K,2.6,2.8,1.6,1.9,0.0,0.5,0.5,0.5,0.2,0.2,7.7
8,"Myers, Jason",SEA,MIN,K,3.5,3.7,1.3,1.5,0.0,0.3,0.5,0.4,0.2,0.2,7.6
9,"Sanders, Jason",MIA,@SFO,K,1.9,1.9,1.7,1.9,0.0,0.5,0.3,0.6,0.2,0.2,7.2
10,"Gonzalez, Zane",ARI,@NYJ,K,2.4,2.6,1.5,1.8,0.0,0.5,0.5,0.3,0.3,0.3,7.1
11,"Parkey, Cody",CLE,IND,K,3.0,3.2,1.3,1.5,0.0,0.1,0.5,0.6,0.1,0.2,7.1
12,"Boswell, Chris",PIT,PHI,K,2.2,2.3,1.6,1.7,0.0,0.6,0.5,0.5,0.0,0.1,7.1
13,"Badgley, Mike",LAC,@NOS,K,2.2,2.2,1.6,1.9,0.0,0.6,0.2,0.7,0.1,0.4,6.8
14,"Elliott, Jake",PHI,@PIT,K,1.9,2.0,1.6,1.7,0.0,0.4,0.6,0.4,0.2,0.2,6.8
15,"Ficken, Sam",NYJ,ARI,K,1.5,1.6,1.7,2.0,0.0,0.3,0.7,0.4,0.3,0.3,6.7
16,"Sloman, Sam",FA,Bye,K,2.9,3.1,1.6,2.0,0.0,0.2,1.1,0.1,0.1,0.5,6.6
17,"Slye, Joey",CAR,@ATL,K,1.7,2.0,1.6,1.9,0.0,0.6,0.4,0.4,0.2,0.3,6.6
18,"Bullock, Randy",CIN,@BAL,K,1.5,1.6,1.6,1.9,0.0,0.4,0.5,0.6,0.1,0.3,6.3
19,"Carlson, Daniel",LVR,@KCC,K,1.9,2.0,1.5,1.8,0.0,0.6,0.3,0.3,0.3,0.3,6.2
20,"Gostkowski, Stephen",TEN,BUF,K,2.2,2.6,1.6,2.3,0.0,0.2,0.5,0.2,0.6,0.7,6.2
21,"Bailey, Dan",MIN,@SEA,K,2.3,2.4,1.4,1.7,0.0,0.4,0.6,0.3,0.1,0.3,6.1
22,"Zuerlein, Greg",DAL,NYG,K,2.3,2.5,1.3,1.8,0.0,0.2,0.5,0.5,0.2,0.5,5.8
23,"Gano, Graham",NYG,@DAL,K,0.9,1.0,1.5,1.7,0.0,0.4,0.7,0.3,0.1,0.2,5.5
24,"Hopkins, Dustin",WAS,LAR,K,1.5,1.6,1.3,1.7,0.0,0.3,0.3,0.5,0.1,0.3,5.3
25,"Succop, Ryan",TBB,@CHI,K,3.1,3.3,1.1,1.6,0.0,0.2,0.5,0.3,0.1,0.5,5.3
26,"Hauschka, Steven",JAC,@HOU,K,1.2,1.3,1.3,1.6,0.0,0.4,0.5,0.4,0.2,0.3,5.0
27,"Santos, Cairo",CHI,TBB,K,1.9,1.9,1.3,1.7,0.0,0.5,0.6,0.2,0.0,0.4,4.7
28,"Bass, Tyler",BUF,@TEN,K,2.4,2.6,1.0,1.4,0.1,0.2,0.4,0.2,0.0,0.4,4.4
29,"Fry, Elliott",ATL,CAR,K,0.1,0.2,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.3
30,"McManus, Brandon",DEN,Bye,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1

