Rank,Player,Team,Position,Tgt,RZTgt,Rec,Rec Yds,Rec TDs,0-9 RecTDs,10-19 RecTDs,20-29 RecTDs,30-39 RecTDs,40-49 RecTDs,50+ RecTDs,>= 50yds,>= 100yds,>= 150yds,>= 200yds,Rush Yds,Rush TDs,Punt Ret Yds,Kick Ret Yds,Fum Lost,Scoring Opps,Pts
155,"Hill, KJ",LAC,WR,14.3,0.8,3.8,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,9.0,0.0,8.0,7.0,0.0,0.8,7.6
156,"Zylstra, Brandon",CAR,WR,7.0,0.0,3.1,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.1,0.0,0.0,0.0,0.0,9.0,33.0,0.0,0.3,6.9
157,"Olszewski, Gunner",NEP,WR,8.9,0.5,2.6,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,3.0,0.0,77.0,2.0,0.0,0.7,6.1
158,"Swain, Freddie",SEA,WR,18.0,2.3,2.6,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.6,5.6
159,"Kirkwood, Keith",CAR,WR,5.7,0.4,2.8,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,12.0,94.0,0.0,0.2,5.0
160,"Spencer, Diontae",DEN,WR,7.9,0.0,4.4,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,2.0,0.0,178.0,462.0,1.0,0.0,4.3
161,"Hollister, Cody",TEN,WR,6.6,0.3,2.3,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,10.0,103.0,0.0,0.3,3.7
162,"McCloud, Ray-Ray",PIT,WR,8.4,0.3,1.7,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,2.0,0.0,43.0,155.0,0.0,1.1,3.6
163,"Powell, Brandon",ATL,WR,5.5,0.0,2.2,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,106.0,0.0,0.0,3.3
164,"Taylor, Malik",GBP,WR,12.1,2.3,2.4,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,-6.3,104.0,0.7,2.3,2.3
165,"Slater, Matt",NEP,WR,5.0,0.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,25.0,2.0,0.0,0.0,2.2
166,"Dulin, Ashton",IND,WR,4.5,0.3,1.4,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4,0.0,7.0,124.0,0.0,0.0,2.1
167,"Davis, Gabriel",BUF,WR,9.0,0.5,0.8,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,114.0,407.0,0.0,1.0,2.0
168,"Smith, Jeff",NYJ,WR,4.9,0.0,2.5,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,63.0,16.0,1.3,0.0,1.6
169,"Bryant, Ventell",FA,WR,0.9,0.1,0.2,3.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,0.1,1.3
170,"White, DeAndrew",BAL,WR,4.7,0.3,0.5,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,122.0,0.0,0.3,1.3
171,"Guyton, Jalen",LAC,WR,4.4,0.0,0.4,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9,0.0,0.0,0.0,0.0,0.0,0.7
172,"Board, C.J.",NYG,WR,1.8,0.9,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,83.0,0.0,0.5,0.3
173,"Chisena, Dan",MIN,WR,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,20.0,0.0,0.0,0.1
174,"Duvernay, Devin",BAL,WR,5.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.0,101.0,0.0,0.0,0.1
175,"Jackson, Trishton",LAR,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,176.0,0.0,0.0,0.0
176,"Webster, Nsimba",LAR,WR,4.8,1.2,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,123.0,0.0,0.5,0.0
177,"Mickens, Jaydon",TBB,WR,4.7,1.8,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
178,"Thomas, Mike",CIN,WR,0.9,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
179,"Wright, Isaiah",WAS,WR,4.6,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.2,0.0,0.0,177.0,0.0,0.9,-0.2

