Rank,Player,Team,Opp,Position,XP,XPA,FG,Att,10-19,20-29,30-39,40-49,50+,Miss,Pts
1,"Koo, Younghoe",ATL,@KCC,K,1.9,2.1,2.4,2.6,0.0,0.6,0.8,0.5,0.4,0.2,9.8
2,"Tucker, Justin",BAL,NYG,K,2.9,2.9,1.9,2.0,0.0,0.6,0.5,0.6,0.2,0.1,9.1
3,"Bass, Tyler",BUF,@NEP,K,2.8,2.9,2.0,2.4,0.1,0.4,0.4,0.8,0.3,0.4,8.9
4,"Sanders, Jason",MIA,@LVR,K,2.4,2.4,1.8,2.1,0.0,0.4,0.3,0.5,0.6,0.2,8.8
5,"Gould, Robbie",SFO,@ARI,K,2.9,3.0,1.8,2.1,0.0,0.5,0.6,0.7,0.1,0.2,8.7
6,"Lutz, Wil",NOS,MIN,K,3.2,3.2,1.8,2.1,0.0,0.5,0.6,0.6,0.1,0.3,8.6
7,"Butker, Harrison",KCC,ATL,K,3.2,3.6,1.6,1.8,0.1,0.4,0.6,0.3,0.2,0.2,8.2
8,"Parkey, Cody",CLE,@NYJ,K,2.7,2.9,1.7,1.9,0.0,0.4,0.4,0.9,0.0,0.2,8.2
9,"Zuerlein, Greg",DAL,PHI,K,1.9,2.1,2.0,2.3,0.1,0.3,0.7,0.7,0.2,0.3,8.2
10,"Folk, Nick",NEP,BUF,K,2.0,2.2,1.9,2.1,0.0,0.6,0.5,0.6,0.2,0.2,8.1
11,"McManus, Brandon",DEN,@LAC,K,1.6,1.7,1.8,1.9,0.0,0.4,0.3,0.7,0.4,0.2,7.9
12,"Boswell, Chris",PIT,IND,K,2.5,2.7,1.7,1.8,0.0,0.3,0.5,0.7,0.1,0.1,7.9
13,"Gonzalez, Zane",ARI,SFO,K,2.8,2.9,1.7,2.0,0.0,0.5,0.4,0.6,0.2,0.3,7.8
14,"Myers, Jason",SEA,LAR,K,2.8,3.1,1.5,1.6,0.0,0.2,0.5,0.6,0.2,0.2,7.7
15,"Badgley, Mike",LAC,DEN,K,2.7,2.9,1.7,2.0,0.0,0.6,0.3,0.6,0.2,0.3,7.6
16,"Succop, Ryan",TBB,@DET,K,2.9,3.0,1.5,1.7,0.0,0.5,0.5,0.5,0.1,0.2,7.5
17,"Gano, Graham",NYG,@BAL,K,1.5,1.5,1.8,1.8,0.0,0.3,0.7,0.6,0.2,0.1,7.4
18,"Blankenship, Rodrigo",IND,@PIT,K,2.3,2.5,1.7,2.0,0.0,0.4,0.7,0.6,0.1,0.3,7.3
19,"Fairbairn, Ka'imi",HOU,CIN,K,2.6,2.9,1.6,1.8,0.0,0.4,0.6,0.4,0.2,0.2,7.3
20,"Slye, Joey",CAR,@WAS,K,2.2,2.4,1.8,2.3,0.0,0.6,0.4,0.6,0.2,0.5,7.2
21,"Hopkins, Dustin",WAS,CAR,K,2.0,2.1,1.7,2.1,0.0,0.3,0.6,0.7,0.1,0.4,7.1
22,"Crosby, Mason",GBP,TEN,K,3.1,3.2,1.1,1.2,0.1,0.1,0.5,0.4,0.1,0.0,6.9
23,"Pineiro, Eddy",CHI,@JAC,K,1.8,1.9,1.6,1.7,0.0,0.6,0.5,0.3,0.1,0.1,6.7
24,"Lambo, Josh",JAC,CHI,K,1.2,1.4,1.6,1.8,0.0,0.4,0.5,0.3,0.3,0.2,6.7
25,"Santos, Cairo",CHI,@JAC,K,1.8,1.8,1.6,1.7,0.0,0.6,0.5,0.4,0.2,0.2,6.7
26,"Bailey, Dan",MIN,@NOS,K,2.6,2.7,1.3,1.4,0.0,0.4,0.4,0.3,0.2,0.1,6.7
27,"Bullock, Randy",CIN,@HOU,K,1.7,1.8,1.6,1.9,0.0,0.4,0.6,0.5,0.2,0.3,6.6
28,"Carlson, Daniel",LVR,MIA,K,2.1,2.1,1.5,1.8,0.0,0.6,0.4,0.3,0.2,0.3,6.4
29,"McLaughlin, Chase",JAC,CHI,K,1.4,1.5,1.5,1.8,0.0,0.4,0.4,0.3,0.4,0.3,6.1
30,"Gay, Matt",LAR,@SEA,K,2.5,2.7,1.4,1.8,0.0,0.3,0.3,0.6,0.1,0.4,6.1
31,"Prater, Matt",DET,TBB,K,2.2,2.2,1.5,2.0,0.0,0.4,0.3,0.4,0.3,0.5,6.1
32,"Gostkowski, Stephen",TEN,@GBP,K,3.0,3.1,1.1,1.7,0.0,0.2,0.1,0.5,0.4,0.6,5.8
33,"Forbath, Kai",LAR,@SEA,K,2.2,2.5,1.4,1.8,0.0,0.5,0.4,0.5,0.1,0.5,5.7
34,"Ficken, Sam",NYJ,CLE,K,1.4,1.7,1.3,1.6,0.0,0.3,0.5,0.3,0.2,0.3,4.9
35,"Elliott, Jake",PHI,@DAL,K,1.5,1.7,1.1,1.4,0.0,0.2,0.4,0.4,0.1,0.3,4.5
36,"Castillo, Sergio",NYJ,CLE,K,0.3,0.3,0.7,0.9,0.0,0.0,0.3,0.2,0.3,0.2,2.6

