Rank,Player,Team,Opp,Position,Tack,Asst,Scks,PassDef,Int,FumFrc,Fum,DefTD,Punt Ret Yds,Kick Ret Yds,Pts
1,"Wilson, Donovan",DAL,@CIN,DB,5.7,2.5,0.4,0.3,0.1,0.5,0.3,0.0,0.0,0.0,8.4
2,"Maye, Marcus",NYJ,@SEA,DB,5.6,2.4,0.2,0.7,0.2,0.1,0.1,0.0,0.0,0.0,8.3
3,"Baker, Budda",ARI,@NYG,DB,6.3,1.9,0.1,0.4,0.1,0.1,0.0,0.0,0.0,0.0,8.2
4,"Poyer, Jordan",BUF,PIT,DB,5.9,2.2,0.2,0.4,0.2,0.1,0.1,0.0,0.0,0.0,8.2
5,"Curl, Kamren",WAS,@SFO,DB,5.0,2.3,0.3,0.6,0.3,0.0,0.0,0.0,0.0,0.0,7.8
6,"Chinn, Jeremy",CAR,DEN,DB,5.3,2.8,0.1,0.7,0.1,0.0,0.0,0.0,0.0,0.0,7.8
7,"Jenkins, Rayshawn",LAC,ATL,DB,5.4,2.2,0.1,0.6,0.2,0.0,0.0,0.0,0.0,0.0,7.6
8,"Simmons, Justin",DEN,@CAR,DB,5.1,1.4,0.0,0.8,0.4,0.0,0.0,0.0,0.0,0.0,7.4
9,"Bates, Jessie",CIN,DAL,DB,4.6,2.1,0.0,1.0,0.3,0.0,0.0,0.0,0.0,0.0,7.3
10,"Bush, Deon",CHI,HOU,DB,5.1,1.2,0.0,0.7,0.2,0.2,0.1,0.0,0.0,0.0,7.2
11,"Collins, Landon",WAS,@SFO,DB,4.7,2.6,0.2,0.4,0.1,0.1,0.1,0.0,0.0,0.0,7.0
12,"Jenkins, Malcolm",NOS,@PHI,DB,4.3,1.6,0.2,1.0,0.2,0.1,0.0,0.0,0.0,0.0,6.9
13,"Abram, Johnathan",LVR,IND,DB,5.3,1.2,0.0,0.7,0.1,0.0,0.0,0.0,0.0,0.0,6.8
14,"Johnson, John",LAR,NEP,DB,4.4,2.6,0.0,0.6,0.2,0.0,0.0,0.0,0.0,0.0,6.6
15,"Adams, Jamal",SEA,NYJ,DB,4.4,1.4,0.5,0.5,0.1,0.1,0.0,0.0,0.0,0.0,6.6
16,"Neal, Keanu",ATL,@LAC,DB,5.2,1.5,0.1,0.3,0.1,0.0,0.0,0.0,0.0,0.0,6.6
17,"Edmunds, Terrell",PIT,@BUF,DB,4.4,1.5,0.1,0.8,0.2,0.1,0.0,0.0,0.0,0.0,6.5
18,"Peppers, Jabrill",NYG,ARI,DB,4.6,1.6,0.1,0.6,0.1,0.1,0.1,0.0,11.0,1.0,6.5
19,"Rowe, Eric",MIA,KCC,DB,4.6,1.7,0.0,0.8,0.1,0.1,0.1,0.0,0.0,0.0,6.5
20,"Byard, Kevin",TEN,@JAC,DB,4.5,1.9,0.0,0.6,0.2,0.0,0.0,0.0,0.0,0.0,6.4
21,"Bell, Vonn",CIN,DAL,DB,4.3,2.8,0.0,0.6,0.0,0.0,0.0,0.0,0.0,1.0,6.4
22,"Fuller, Jordan",LAR,NEP,DB,3.8,1.7,0.0,0.8,0.4,0.0,0.0,0.0,0.0,0.0,6.2
23,"McDougald, Bradley",NYJ,@SEA,DB,4.5,1.7,0.1,0.5,0.0,0.1,0.1,0.0,0.0,0.0,6.2
