Rank,Player,Team,Opp,Position,XP,XPA,FG,Att,10-19,20-29,30-39,40-49,50+,Miss,Pts
1,"Koo, Younghoe",ATL,@CAR,K,2.0,2.2,2.2,2.5,0.0,0.5,0.6,0.8,0.2,0.2,9.3
2,"Butker, Harrison",KCC,NYJ,K,3.2,3.6,1.8,2.0,0.1,0.5,0.8,0.4,0.2,0.2,8.9
3,"Lutz, Wil",NOS,@CHI,K,3.0,3.0,1.8,2.0,0.0,0.4,0.6,0.6,0.1,0.2,8.6
4,"Tucker, Justin",BAL,PIT,K,2.6,2.6,1.8,2.0,0.0,0.5,0.5,0.7,0.1,0.2,8.5
5,"Gould, Robbie",SFO,@SEA,K,2.7,2.9,1.8,2.0,0.0,0.5,0.6,0.5,0.1,0.2,8.5
6,"McManus, Brandon",DEN,LAC,K,1.8,1.9,1.9,2.1,0.0,0.4,0.3,0.7,0.4,0.3,8.2
7,"Carlson, Daniel",LVR,@CLE,K,2.3,2.4,1.7,1.9,0.0,0.6,0.4,0.5,0.2,0.3,7.6
8,"Bullock, Randy",CIN,TEN,K,1.8,1.8,1.8,2.1,0.0,0.4,0.6,0.6,0.2,0.3,7.4
9,"Parkey, Cody",CLE,LVR,K,2.9,3.2,1.3,1.4,0.0,0.2,0.4,0.6,0.0,0.1,7.2
10,"Slye, Joey",CAR,ATL,K,1.8,2.0,1.8,2.2,0.0,0.7,0.5,0.5,0.2,0.4,7.0
11,"Blankenship, Rodrigo",IND,@DET,K,2.1,2.2,1.7,2.1,0.0,0.5,0.7,0.5,0.1,0.4,6.9
12,"Succop, Ryan",TBB,@NYG,K,3.3,3.4,1.3,1.6,0.0,0.3,0.5,0.3,0.1,0.3,6.7
13,"Prater, Matt",DET,IND,K,2.1,2.1,1.6,2.0,0.0,0.4,0.5,0.4,0.3,0.4,6.7
14,"Crosby, Mason",GBP,MIN,K,2.7,2.8,1.2,1.3,0.0,0.0,0.6,0.5,0.1,0.1,6.7
15,"Bass, Tyler",BUF,NEP,K,2.3,2.5,1.6,2.2,0.1,0.3,0.5,0.7,0.1,0.5,6.5
16,"Sanders, Jason",MIA,LAR,K,2.0,2.0,1.4,1.7,0.0,0.4,0.3,0.5,0.2,0.2,6.5
17,"Myers, Jason",SEA,SFO,K,3.1,3.3,1.1,1.3,0.0,0.2,0.3,0.5,0.1,0.2,6.5
18,"Boswell, Chris",PIT,@BAL,K,2.3,2.4,1.3,1.4,0.0,0.4,0.5,0.4,0.0,0.1,6.3
19,"Zuerlein, Greg",DAL,@PHI,K,2.1,2.3,1.5,1.9,0.0,0.3,0.5,0.6,0.1,0.4,6.2
20,"Folk, Nick",NEP,@BUF,K,1.7,1.9,1.6,1.9,0.0,0.5,0.5,0.5,0.1,0.3,6.2
21,"Badgley, Mike",LAC,@DEN,K,2.3,2.5,1.5,2.0,0.0,0.4,0.4,0.6,0.1,0.5,6.1
22,"Elliott, Jake",PHI,DAL,K,1.9,2.0,1.4,1.8,0.0,0.3,0.6,0.4,0.1,0.4,5.7
23,"Santos, Cairo",CHI,NOS,K,1.7,1.7,1.4,1.6,0.0,0.2,0.7,0.3,0.1,0.3,5.5
24,"Bailey, Dan",MIN,@GBP,K,2.0,2.1,1.2,1.5,0.0,0.3,0.5,0.3,0.1,0.3,5.4
25,"Gostkowski, Stephen",TEN,@CIN,K,3.0,3.3,1.1,1.9,0.0,0.2,0.3,0.2,0.5,0.8,5.2
26,"Gano, Graham",NYG,TBB,K,1.1,1.1,1.3,1.4,0.0,0.4,0.4,0.2,0.3,0.2,5.1
27,"Forbath, Kai",LAR,@MIA,K,2.1,2.3,1.3,1.8,0.0,0.4,0.4,0.3,0.1,0.5,4.9
28,"Castillo, Sergio",NYJ,@KCC,K,1.2,1.3,1.2,1.5,0.0,0.4,0.4,0.3,0.2,0.3,4.7
29,"Fry, Elliott",ATL,@CAR,K,0.1,0.2,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.3

