Rank,Player,Team,Opp,Position,Tack,Asst,Scks,PassDef,Int,FumFrc,Fum,DefTD,Punt Ret Yds,Kick Ret Yds,Pts
1,"Ryan, Logan",NYG,@CIN,DB,5.3,1.5,0.1,1.0,0.2,0.3,0.0,0.0,0.0,0.0,7.7
2,"Humphrey, Marlon",BAL,@PIT,DB,4.7,0.8,0.2,0.6,0.1,0.3,0.1,0.0,0.0,0.0,6.5
3,"Kirkpatrick, Dre",ARI,@NEP,DB,4.8,1.3,0.0,0.5,0.2,0.0,0.0,0.0,0.0,0.0,6.3
4,"Butler, Malcolm",TEN,@IND,DB,4.6,1.1,0.0,0.9,0.1,0.0,0.0,0.0,0.0,0.0,6.2
5,"Bradberry, James",NYG,@CIN,DB,3.8,1.0,0.0,1.4,0.1,0.1,0.1,0.0,1.0,0.0,6.1
6,"Mullen, Trayvon",LVR,@ATL,DB,4.3,0.7,0.0,0.8,0.1,0.0,0.0,0.0,0.0,0.0,5.7
7,"Moore, Kenny",IND,TEN,DB,4.2,0.9,0.1,0.6,0.2,0.0,0.0,0.0,0.0,0.0,5.7
8,"Hill, Troy",LAR,SFO,DB,4.1,1.3,0.0,0.6,0.1,0.0,0.0,0.0,0.0,0.0,5.7
9,"Flowers, Tre",SEA,@PHI,DB,4.2,1.2,0.1,0.4,0.1,0.1,0.0,0.0,0.0,0.0,5.6
10,"Johnson, Taron",BUF,LAC,DB,4.5,1.2,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,5.5
11,"Davis, Carlton",TBB,KCC,DB,3.1,1.1,0.0,1.3,0.3,0.0,0.0,0.0,0.0,0.0,5.5
12,"Gladney, Jeff",MIN,CAR,DB,4.3,1.1,0.0,0.2,0.0,0.1,0.0,0.0,1.0,0.0,5.2
13,"Moseley, Emmanuel",SFO,@LAR,DB,3.6,0.7,0.0,0.9,0.2,0.0,0.0,0.0,0.0,0.0,5.2
14,"White, Tre'Davious",BUF,LAC,DB,3.5,1.0,0.1,0.6,0.2,0.1,0.1,0.0,0.0,0.0,5.2
15,"Peters, Marcus",BAL,@PIT,DB,3.1,0.6,0.1,0.8,0.3,0.2,0.2,0.0,0.0,0.0,5.2
16,"Trufant, Desmond",DET,HOU,DB,3.4,1.0,0.1,0.7,0.2,0.0,0.0,0.0,0.0,0.0,5.2
17,"Maddox, Avonte",PHI,SEA,DB,4.3,0.7,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,5.1
18,"Davis, Michael",LAC,@BUF,DB,3.5,0.8,0.0,0.9,0.1,0.0,0.0,0.0,0.0,0.0,5.1
