Rank,Player,Team,Opp,Position,Tack,Asst,Scks,PassDef,Int,FumFrc,Fum,DefTD,Pts
1,"Hunter, Danielle",MIN,@NOS,DL,2.9,1.5,0.9,0.1,0.0,0.2,0.0,0.0,5.9
2,"Garrett, Myles",CLE,@NYJ,DL,2.6,1.1,1.1,0.1,0.0,0.3,0.1,0.0,5.7
3,"Pierre-Paul, Jason",TBB,@DET,DL,2.7,1.2,0.7,0.3,0.1,0.2,0.1,0.0,5.5
4,"Graham, Brandon",PHI,@DAL,DL,2.9,1.0,0.9,0.0,0.0,0.3,0.1,0.0,5.5
5,"Lawrence, Demarcus",DAL,PHI,DL,2.6,2.0,0.6,0.3,0.0,0.2,0.1,0.0,5.3
6,"Harris, Shelby",DEN,@LAC,DL,2.4,1.1,0.8,0.5,0.0,0.2,0.0,0.0,5.2
7,"Casey, Jurrell",DEN,@LAC,DL,2.6,1.5,0.7,0.4,0.0,0.1,0.0,0.0,5.2
8,"Bosa, Nick",SFO,@ARI,DL,2.4,1.5,0.8,0.2,0.0,0.1,0.1,0.0,5.1
9,"Ogbah, Emmanuel",MIA,@LVR,DL,2.1,1.4,0.7,0.5,0.0,0.3,0.0,0.0,5.1
10,"Burns, Brian",CAR,@WAS,DL,2.3,1.8,0.7,0.2,0.0,0.2,0.0,0.0,5.0
11,"Campbell, Calais",BAL,NYG,DL,2.6,1.5,0.5,0.5,0.0,0.1,0.0,0.0,5.0
12,"Sweat, Montez",WAS,CAR,DL,2.4,1.3,0.6,0.2,0.1,0.2,0.0,0.0,4.9
13,"Tuitt, Stephon",PIT,IND,DL,2.7,1.2,0.6,0.2,0.0,0.1,0.0,0.0,4.9
14,"Smith, Aldon",DAL,PHI,DL,2.8,1.4,0.5,0.2,0.0,0.1,0.0,0.0,4.7
15,"Watt, J.J.",HOU,CIN,DL,2.2,1.1,0.4,0.7,0.1,0.2,0.1,0.0,4.6
16,"Jones, Dre'Mont",DEN,@LAC,DL,2.7,1.4,0.3,0.2,0.1,0.1,0.0,0.0,4.5
17,"Barnett, Derek",PHI,@DAL,DL,2.8,1.0,0.6,0.0,0.0,0.1,0.0,0.0,4.5
18,"Lawson, Carl",CIN,@HOU,DL,2.1,1.5,0.6,0.0,0.0,0.1,0.1,0.0,4.2
19,"Bosa, Joey",LAC,DEN,DL,2.2,0.9,0.7,0.1,0.0,0.1,0.1,0.0,4.2
20,"Jordan, Cameron",NOS,MIN,DL,2.2,1.0,0.7,0.1,0.0,0.0,0.0,0.0,4.2
