Rank,Player,Team,Opp,Position,Tgt,RZTgt,Rec,Rec Yds,Rec TDs,0-9 RecTDs,10-19 RecTDs,20-29 RecTDs,30-39 RecTDs,40-49 RecTDs,50+ RecTDs,Rush Yds,Rush TDs,Punt Ret Yds,Kick Ret Yds,Fum Lost,Scoring Opps,Pts
1,"Brown, Antonio",TBB,@ATL,WR,12.7,0.5,7.9,151.0,0.2,0.1,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,0.5,24.2
2,"Adams, Davante",GBP,CAR,WR,11.5,1.9,7.6,97.0,0.9,0.5,0.1,0.1,0.1,0.1,0.0,-0.1,0.0,0.0,0.0,0.1,1.5,22.6
3,"Hill, Tyreek",KCC,@NOS,WR,9.0,1.0,5.9,87.0,1.0,0.3,0.1,0.2,0.1,0.2,0.1,4.0,0.1,-0.1,0.0,0.0,1.4,21.2
4,"Jones, Julio",ATL,TBB,WR,10.3,1.5,7.0,102.0,0.5,0.2,0.1,0.2,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,20.3
5,"Ridley, Calvin",ATL,TBB,WR,10.2,1.5,6.2,86.0,0.7,0.4,0.1,0.2,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.1,19.6
6,"Godwin, Chris",TBB,@ATL,WR,9.3,0.9,6.8,89.0,0.5,0.1,0.2,0.1,0.1,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.1,19.1
7,"Evans, Mike",TBB,@ATL,WR,9.5,1.7,5.3,80.0,1.0,0.7,0.1,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,1.7,19.0
8,"Allen, Keenan",LAC,@LVR,WR,11.3,1.2,7.5,80.0,0.6,0.2,0.3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.1,18.9
9,"Jeffery, Alshon",PHI,@ARI,WR,10.5,1.5,6.5,77.0,0.7,0.4,0.1,0.1,0.0,0.1,0.0,-0.1,0.1,1.0,0.0,0.0,1.3,18.5
10,"Robinson, Allen",CHI,@MIN,WR,10.9,1.3,7.1,83.0,0.5,0.3,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,18.4
11,"Woods, Robert",LAR,NYJ,WR,9.5,0.7,6.5,75.0,0.4,0.1,0.2,0.1,0.0,0.0,0.1,10.0,0.2,0.0,0.0,0.1,0.8,18.0
