Rank,Player,Team,Opp,Position,Rush,Rush Yds,Rush TDs,0-9 RushTDs,10-19 RushTDs,20-29 RushTDs,30-39 RushTDs,40-49 RushTDs,50+ RushTDs,Tgt,RZTgt,Rec,Rec Yds,Rec TDs,>= 50yds,>= 100yds,Punt Ret Yds,Kick Ret Yds,Fum Lost,Scoring Opps,Pts
13,"Freeman, Devonta",NYG,WAS,RB,14.0,47.0,0.4,0.3,0.1,0.0,0.0,0.0,0.0,5.0,0.9,4.0,30.0,0.2,0.1,0.1,0.0,1.0,0.1,1.3,15.2
14,"Edwards-Helaire, Clyde",KCC,@BUF,RB,14.5,66.0,0.4,0.2,0.1,0.1,0.0,0.0,0.0,3.8,0.3,2.8,27.0,0.1,0.1,0.1,0.0,0.0,0.1,0.8,15.0
15,"Montgomery, David",CHI,@CAR,RB,17.0,65.0,0.4,0.3,0.1,0.0,0.0,0.0,0.0,4.2,0.4,2.9,22.0,0.2,0.1,0.0,2.0,0.0,0.0,1.4,15.0
16,"Mixon, Joe",CIN,@IND,RB,17.1,72.0,0.4,0.3,0.0,0.1,0.1,0.0,0.0,3.4,0.4,2.7,20.0,0.1,0.1,0.0,0.0,0.0,0.1,1.5,14.9
17,"Henderson, Darrell",LAR,@SFO,RB,11.0,48.0,0.8,0.7,0.0,0.0,0.0,0.0,0.0,3.0,0.2,2.1,18.0,0.2,0.1,0.0,0.0,0.0,0.0,1.3,14.1
18,"Singletary, Devin",BUF,KCC,RB,14.0,66.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,3.9,0.3,3.1,23.0,0.1,0.1,0.1,0.0,0.0,0.0,0.8,13.6
19,"Jones, Ronald",TBB,GBP,RB,14.2,69.0,0.3,0.3,0.0,0.0,0.0,0.0,0.0,4.1,0.5,2.7,19.0,0.0,0.1,0.0,0.0,0.0,0.1,0.9,13.4
20,"Drake, Kenyan",ARI,@DAL,RB,14.5,61.0,0.5,0.4,0.0,0.0,0.0,0.0,0.0,3.1,0.2,2.5,17.0,0.0,0.1,0.0,0.0,2.0,0.0,1.3,13.3
21,"Johnson, David",HOU,@TEN,RB,12.6,52.0,0.4,0.2,0.1,0.0,0.0,0.0,0.0,3.4,0.5,2.5,24.0,0.1,0.1,0.1,0.0,0.0,0.0,1.0,12.7
22,"Harris, Damien",NEP,DEN,RB,8.3,39.0,0.5,0.4,0.0,0.0,0.0,0.0,0.0,3.4,0.6,2.6,25.0,0.1,0.1,0.1,0.0,1.0,0.1,1.2,12.2
23,"White, James",NEP,DEN,RB,3.6,20.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,6.0,0.8,4.5,40.0,0.2,0.1,0.1,0.0,1.0,0.1,0.8,11.9
24,"Edmonds, Chase",ARI,@DAL,RB,8.0,44.0,0.2,0.1,0.0,0.1,0.0,0.0,0.0,4.0,0.4,3.0,21.0,0.2,0.1,0.0,0.0,14.0,0.0,0.7,11.7
25,"Lindsay, Phillip",DEN,@NEP,RB,11.5,53.0,0.5,0.3,0.0,0.1,0.0,0.1,0.0,2.7,0.3,2.0,10.0,0.0,0.0,0.0,0.0,2.0,0.1,0.8,11.2
26,"Gibson, Antonio",WAS,@NYG,RB,10.2,39.0,0.6,0.4,0.1,0.0,0.0,0.0,0.0,2.5,0.1,2.1,19.0,0.0,0.1,0.0,0.0,0.0,0.2,0.8,11.1
27,"McKissic, J.D.",WAS,@NYG,RB,4.7,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.2,5.5,32.0,0.0,0.1,0.0,0.0,1.0,0.1,0.3,10.7
28,"Ingram, Mark",BAL,@PHI,RB,10.4,51.0,0.4,0.3,0.0,0.0,0.1,0.0,0.0,1.4,0.2,1.1,10.0,0.1,0.0,0.0,0.0,0.0,0.1,1.2,10.4
29,"Peterson, Adrian",DET,@JAC,RB,12.2,50.0,0.3,0.3,0.0,0.0,0.0,0.0,0.0,1.9,0.0,1.3,12.0,0.0,0.1,0.0,0.0,0.0,0.1,0.7,9.2
30,"McKinnon, Jerick",SFO,LAR,RB,5.5,29.0,0.4,0.2,0.2,0.0,0.0,0.0,0.0,1.8,0.4,1.3,14.0,0.2,0.1,0.0,0.0,10.0,0.0,0.6,9.0
31,"Johnson, Kerryon",DET,@JAC,RB,8.8,32.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,2.0,0.1,1.5,12.0,0.0,0.1,0.0,0.0,1.0,0.1,0.9,8.7
32,"Burkhead, Rex",NEP,DEN,RB,5.3,22.0,0.3,0.3,0.0,0.0,0.0,0.0,0.0,2.6,0.4,2.0,19.0,0.1,0.1,0.0,0.0,0.0,0.1,0.8,8.3
33,"Gore, Frank",NYJ,@MIA,RB,14.4,47.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,2.0,0.3,1.6,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,8.2
34,"Johnson, D'Ernest",CLE,@PIT,RB,8.5,42.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,1.9,0.2,1.4,11.0,0.1,0.1,0.0,0.0,5.0,0.1,0.6,8.0
35,"Johnson, Duke",HOU,@TEN,RB,5.2,25.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,3.2,0.5,2.3,19.0,0.1,0.1,0.0,0.0,0.0,0.1,0.7,7.7
36,"Williams, Jamaal",GBP,@TBB,RB,5.3,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,0.2,2.4,19.0,0.1,0.1,0.0,0.0,0.1,0.0,0.6,7.1
37,"Hines, Nyheim",IND,CIN,RB,4.4,15.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,4.0,0.5,2.8,21.0,0.0,0.1,0.0,11.0,5.0,0.0,0.5,7.0
38,"Dobbins, J.K.",BAL,@PHI,RB,4.7,25.0,0.3,0.2,0.0,0.0,0.0,0.0,0.0,1.6,0.1,1.4,10.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,6.7
39,"Hill, Brian",ATL,@MIN,RB,6.2,31.0,0.2,0.1,0.0,0.0,0.1,0.0,0.0,1.9,0.3,1.5,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,6.7
40,"Thompson, Chris",JAC,DET,RB,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,0.3,2.7,20.0,0.1,0.1,0.0,1.0,0.0,0.0,0.3,6.0
41,"McCoy, LeSean",TBB,GBP,RB,3.8,11.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,2.9,0.3,2.1,16.0,0.1,0.1,0.0,0.0,2.0,0.1,0.6,5.8
42,"Scott, Boston",PHI,BAL,RB,5.3,21.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,2.1,0.1,1.8,13.0,0.0,0.1,0.0,1.0,22.0,0.0,0.4,5.7
43,"Cannon, Trenton",CAR,CHI,RB,5.0,24.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,1.0,0.1,0.9,9.0,0.1,0.0,0.0,0.0,3.0,0.0,0.2,5.5
44,"Boone, Mike",MIN,ATL,RB,4.0,21.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,1.2,0.0,1.1,8.0,0.0,0.0,0.0,0.0,1.0,0.0,0.8,5.3
45,"Freeman, Royce",DEN,@NEP,RB,5.2,20.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,1.9,0.3,1.6,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,5.2
46,"Snell Jr., Benny",PIT,CLE,RB,8.5,32.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.8,0.1,0.7,5.0,0.0,0.0,0.0,0.0,1.0,0.1,0.7,5.1
47,"Swift, D'Andre",DET,@JAC,RB,3.5,12.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,2.1,0.1,1.7,14.0,0.0,0.1,0.0,0.0,1.0,0.0,0.1,4.9
48,"Brown, Malcolm",LAR,@SFO,RB,6.1,24.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3,4.9
49,"Pollard, Tony",DAL,ARI,RB,4.0,20.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,1.6,0.2,1.2,7.0,0.0,0.0,0.0,0.0,31.0,0.0,0.2,4.8
50,"Breida, Matt",MIA,NYJ,RB,5.7,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.1,1.2,12.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1,4.5
51,"Yeldon, T.J.",BUF,KCC,RB,5.4,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.1,1.1,10.0,0.0,0.0,0.0,0.0,0.0,0.1,0.4,4.5
52,"Akers, Cam",LAR,@SFO,RB,8.0,33.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.3,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,4.4
53,"Samuels, Jaylen",PIT,CLE,RB,3.4,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,0.3,1.7,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,4.3
54,"Lewis, Dion",NYG,WAS,RB,3.0,10.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,2.4,0.3,1.6,10.0,0.0,0.0,0.0,0.0,2.0,0.0,0.2,4.2
55,"Perine, Lamical",NYJ,@MIA,RB,5.3,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.2,1.4,9.0,0.0,0.0,0.0,0.0,4.0,0.0,0.1,4.1
56,"Edwards, Gus",BAL,@PHI,RB,6.1,32.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.1,0.2,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,3.9
57,"Wilson, Jeff",SFO,LAR,RB,3.1,10.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,1.0,0.3,0.6,10.0,0.1,0.0,0.0,0.0,0.0,0.0,0.4,3.5
58,"Gallman, Wayne",NYG,WAS,RB,2.9,13.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,1.3,0.2,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,3.4
59,"Juszczyk, Kyle",SFO,LAR,RB,0.4,2.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,1.4,0.4,1.1,12.0,0.1,0.1,0.0,0.0,0.0,0.0,0.4,3.3
60,"Bernard, Giovani",CIN,@IND,RB,1.7,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.3,1.6,12.0,0.0,0.1,0.0,0.0,1.0,0.0,0.1,3.3
61,"Moss, Zack",BUF,KCC,RB,5.1,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.6,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,3.1
62,"Vaughn, Ke'Shawn",TBB,GBP,RB,2.3,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.2,1.5,8.0,0.0,0.0,0.0,0.0,7.0,0.1,0.3,2.9
63,"Smith, Ito",ATL,@MIN,RB,2.6,10.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,1.5,0.1,1.1,6.0,0.0,0.0,0.0,2.0,3.0,0.0,0.2,2.9
64,"Williams, Darrel",KCC,@BUF,RB,2.4,8.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,1.3,0.2,0.8,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,2.8
65,"Adams, Josh",NYJ,@MIA,RB,3.7,13.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.7,0.1,0.5,2.0,0.0,0.0,0.0,0.0,7.0,0.0,0.1,2.7
66,"Wilkins, Jordan",IND,CIN,RB,3.0,13.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.7,0.1,0.5,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3,2.6
67,"Barber, Peyton",WAS,@NYG,RB,4.2,10.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.7,0.1,0.3,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4,2.6
68,"Dillon, A.J.",GBP,@TBB,RB,3.3,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,0.6,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.2,2.4
69,"Nall, Ryan",CHI,@CAR,RB,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5.0,0.0,0.1,0.0,4.0,3.0,0.1,0.6,2.3
70,"Thompson, Darwin",KCC,@BUF,RB,2.6,11.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.9,0.1,0.6,4.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,2.2
71,"Johnson, Ty",NYJ,@MIA,RB,1.8,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.1,0.7,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.1,1.9
72,"Abdullah, Ameer",MIN,ATL,RB,0.9,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.1,0.5,3.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,1.5
73,"Ogunbowale, Dare",JAC,DET,RB,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.1,0.7,6.0,0.0,0.0,0.0,1.0,9.0,0.0,0.2,1.4
74,"Clement, Corey",PHI,BAL,RB,2.1,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.5,2.0,0.0,0.0,0.0,1.0,13.0,0.1,0.1,1.3
75,"Hilliard, Dontrell",CLE,@PIT,RB,0.8,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.4,3.0,0.0,0.0,0.0,3.0,12.0,0.0,0.2,1.2
76,"Ham, C.J.",MIN,ATL,RB,0.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.1,0.4,5.0,0.0,0.0,0.0,0.0,7.0,0.0,0.1,1.2
77,"Janovich, Andy",CLE,@PIT,RB,0.9,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.3,3.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0,1.1
78,"Pierce, Artavis",CHI,@CAR,RB,1.5,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.1,0.3,3.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,1.0
79,"McFarland, Anthony",PIT,CLE,RB,2.3,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.3,1.0,0.0,0.0,0.0,0.0,1.0,0.1,0.0,1.0
80,"McNichols, Jeremy",TEN,HOU,RB,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.1,0.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0
81,"Ricard, Patrick",BAL,@PHI,RB,0.1,-0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.4,2.0,0.0,0.0,0.0,0.0,1.0,0.1,0.0,0.7
82,"Blasingame, Khari",TEN,HOU,RB,0.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.1,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.4
83,"Gillaspia, Cullen",HOU,@TEN,RB,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3
84,"Armah, Alexander",CAR,CHI,RB,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3
85,"Bowden, Lynn",MIA,NYJ,RB,0.7,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2
86,"Prosise, C.J.",HOU,@TEN,RB,0.4,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2
87,"Penny, Elijhaa",NYG,WAS,RB,0.4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
88,"Jones, Taiwan",BUF,KCC,RB,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1
89,"Dowdle, Rico",DAL,ARI,RB,0.1,-0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,"Benjamin, Eno",ARI,@DAL,RB,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,"Watt, Derek",PIT,CLE,RB,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92,"Huntley, Jason",PHI,BAL,RB,0.2,-2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,8.0,0.1,0.0,-0.1

