Rank,Player,Team,Opp,Position,Rush,Rush Yds,Rush TDs,0-9 RushTDs,10-19 RushTDs,20-29 RushTDs,30-39 RushTDs,40-49 RushTDs,50+ RushTDs,Tgt,RZTgt,Rec,Rec Yds,Rec TDs,>= 50yds,>= 100yds,Punt Ret Yds,Kick Ret Yds,Fum Lost,Scoring Opps,Pts
1,"Kamara, Alvin",NOS,@DEN,RB,12.2,55.0,0.7,0.7,0.1,0.0,0.0,0.0,0.0,8.0,1.0,6.4,54.0,0.2,0.7,0.1,1.0,7.0,0.0,1.9,22.9
2,"Cook, Dalvin",MIN,CAR,RB,19.4,96.0,1.1,0.8,0.0,0.1,0.1,0.0,0.1,4.0,0.1,3.2,29.0,0.1,0.1,0.1,0.0,0.0,0.2,2.3,22.2
3,"Henry, Derrick",TEN,@IND,RB,22.5,111.0,1.2,0.7,0.2,0.2,0.0,0.0,0.1,1.8,0.1,1.2,9.0,0.0,0.0,0.0,0.0,0.0,0.1,2.1,20.3
4,"Jacobs, Josh",LVR,@ATL,RB,18.5,82.0,1.0,0.6,0.3,0.1,0.0,0.0,0.0,3.0,0.2,2.3,20.0,0.0,0.1,0.0,0.0,0.0,0.1,1.5,18.3
5,"Jones, Aaron",GBP,CHI,RB,13.7,61.0,0.7,0.5,0.1,0.1,0.0,0.0,0.1,4.4,0.5,3.4,28.0,0.2,0.1,0.1,0.0,0.0,0.1,1.7,17.8
6,"Elliott, Ezekiel",DAL,WAS,RB,17.8,74.0,0.5,0.4,0.1,0.0,0.0,0.0,0.0,5.0,0.6,3.7,25.0,0.2,0.1,0.1,0.0,0.0,0.3,1.8,17.2
7,"Chubb, Nick",CLE,@JAC,RB,20.0,100.0,0.6,0.4,0.1,0.1,0.0,0.0,0.0,2.5,0.4,1.7,13.0,0.1,0.1,0.0,0.0,0.0,0.1,1.3,17.1
8,"Hunt, Kareem",CLE,@JAC,RB,13.0,55.0,0.4,0.3,0.1,0.1,0.0,0.0,0.0,5.0,0.6,4.0,33.0,0.3,0.1,0.0,0.0,3.0,0.0,1.2,16.9
9,"Sanders, Miles",PHI,SEA,RB,14.8,78.0,0.4,0.2,0.0,0.0,0.0,0.0,0.1,4.6,0.6,3.1,26.0,0.2,0.1,0.1,0.0,4.0,0.1,1.6,16.3
10,"Davis, Mike",CAR,@MIN,RB,12.0,44.0,0.4,0.4,0.0,0.0,0.0,0.0,0.0,6.0,0.7,5.0,35.0,0.2,0.1,0.1,0.0,0.0,0.1,1.5,16.1
11,"Edwards-Helaire, Clyde",KCC,@TBB,RB,14.0,62.0,0.7,0.3,0.3,0.1,0.0,0.0,0.0,3.9,0.6,2.8,22.0,0.1,0.1,0.0,0.0,0.0,0.0,1.0,15.9
12,"Gibson, Antonio",WAS,@DAL,RB,14.0,70.0,0.7,0.6,0.2,0.0,0.0,0.0,0.0,3.0,0.2,2.4,20.0,0.0,0.1,0.0,0.0,0.0,0.2,1.4,15.5
13,"Robinson, James",JAC,CLE,RB,16.2,70.0,0.4,0.2,0.1,0.0,0.0,0.0,0.0,4.2,0.4,3.1,23.0,0.2,0.1,0.1,0.0,0.0,0.1,1.0,15.5
14,"Carson, Chris",SEA,@PHI,RB,13.8,62.0,0.6,0.5,0.1,0.1,0.0,0.0,0.0,3.3,0.4,2.7,17.0,0.2,0.1,0.0,0.0,0.0,0.1,1.9,15.5
15,"Jones, Ronald",TBB,KCC,RB,13.0,65.0,0.6,0.4,0.1,0.0,0.0,0.0,0.1,5.0,0.2,3.5,23.0,0.0,0.1,0.0,0.0,0.0,0.2,0.9,15.4
16,"Mostert, Raheem",SFO,@LAR,RB,11.0,55.0,0.7,0.4,0.2,0.0,0.0,0.0,0.1,2.5,0.3,2.1,20.0,0.1,0.1,0.0,0.0,3.0,0.0,1.4,14.7
17,"Fournette, Leonard",TBB,KCC,RB,11.5,48.0,0.6,0.4,0.1,0.0,0.0,0.1,0.0,5.1,0.6,3.7,24.0,0.0,0.1,0.1,0.0,0.0,0.0,1.1,14.2
18,"Montgomery, David",CHI,@GBP,RB,17.0,62.0,0.5,0.4,0.1,0.0,0.0,0.0,0.0,3.8,0.4,2.7,19.0,0.1,0.1,0.0,1.0,0.0,0.1,1.4,14.1
19,"Drake, Kenyan",ARI,@NEP,RB,15.8,70.0,0.5,0.4,0.0,0.0,0.0,0.0,0.1,3.2,0.3,2.3,16.0,0.0,0.1,0.0,0.0,0.0,0.1,1.6,14.1
20,"White, James",NEP,ARI,RB,10.0,40.0,0.3,0.2,0.0,0.1,0.0,0.0,0.0,3.7,0.3,4.0,38.0,0.1,0.1,0.0,0.0,1.0,0.1,0.3,14.1
21,"Gordon, Melvin",DEN,NOS,RB,16.0,66.0,0.6,0.4,0.1,0.1,0.0,0.0,0.0,3.0,0.1,2.5,15.0,0.1,0.0,0.0,0.0,0.0,0.4,1.0,14.0
22,"Harris, Damien",NEP,ARI,RB,15.0,72.0,0.5,0.3,0.1,0.1,0.0,0.0,0.0,2.2,0.3,1.7,15.0,0.1,0.1,0.0,0.0,0.0,0.0,1.1,13.6
23,"McKissic, J.D.",WAS,@DAL,RB,8.0,34.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,7.0,0.4,5.1,37.0,0.1,0.1,0.1,0.0,0.0,0.1,0.2,13.4
24,"Hines, Nyheim",IND,TEN,RB,9.3,39.0,0.4,0.3,0.1,0.0,0.0,0.0,0.0,3.4,0.3,2.9,25.0,0.3,0.1,0.1,7.0,5.0,0.0,1.1,13.3
25,"Gallman, Wayne",NYG,@CIN,RB,12.3,43.0,0.7,0.7,0.0,0.0,0.0,0.0,0.0,3.2,0.5,2.5,18.0,0.0,0.1,0.0,0.0,1.0,0.1,1.4,13.1
26,"Johnson, Duke",HOU,@DET,RB,13.0,50.0,0.4,0.3,0.1,0.0,0.0,0.0,0.0,3.9,0.7,2.9,24.0,0.1,0.1,0.1,0.0,0.0,0.1,0.9,12.9
27,"Scott, Boston",PHI,SEA,RB,10.0,48.0,0.3,0.2,0.0,0.0,0.0,0.0,0.1,3.9,0.5,3.3,24.0,0.1,0.1,0.0,1.0,25.0,0.0,1.0,12.8
28,"Moss, Zack",BUF,LAC,RB,11.2,49.0,0.4,0.4,0.0,0.0,0.0,0.0,0.0,3.0,0.2,2.2,18.0,0.2,0.1,0.0,0.0,0.0,0.0,1.2,12.6
29,"Ekeler, Austin",LAC,@BUF,RB,10.0,40.0,0.1,0.1,0.1,0.0,0.0,0.0,0.0,4.9,0.7,3.6,33.0,0.2,0.2,0.1,0.0,0.0,0.0,0.8,12.6
30,"Henderson, Darrell",LAR,SFO,RB,12.7,56.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,2.6,0.2,1.8,14.0,0.1,0.1,0.0,0.0,0.0,0.0,1.8,12.5
31,"Bernard, Giovani",CIN,NYG,RB,10.0,35.0,0.3,0.1,0.1,0.0,0.0,0.0,0.0,4.0,0.6,3.3,26.0,0.2,0.1,0.1,0.0,3.0,0.0,1.4,12.4
32,"Hyde, Carlos",SEA,@PHI,RB,12.0,55.0,0.6,0.4,0.1,0.1,0.0,0.0,0.0,1.9,0.1,1.5,14.0,0.1,0.1,0.0,0.0,2.0,0.0,0.7,12.3
33,"Edmonds, Chase",ARI,@NEP,RB,9.0,37.0,0.3,0.1,0.1,0.1,0.0,0.0,0.0,4.0,0.6,3.0,27.0,0.2,0.1,0.1,0.0,23.0,0.0,0.7,12.2
34,"Williams, Jamaal",GBP,CHI,RB,11.0,49.0,0.3,0.3,0.0,0.0,0.0,0.0,0.0,3.2,0.3,2.6,20.0,0.2,0.1,0.0,0.0,1.0,0.0,0.7,12.2
35,"Edwards, Gus",BAL,@PIT,RB,15.0,60.0,0.5,0.4,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.5,12.0,0.0,0.0,0.0,0.0,0.0,0.2,0.9,11.5
36,"Snell Jr., Benny",PIT,BAL,RB,12.1,51.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,2.2,0.4,1.8,12.0,0.0,0.1,0.0,0.0,1.0,0.0,1.1,11.4
37,"Hill, Brian",ATL,LVR,RB,11.8,45.0,0.5,0.3,0.1,0.0,0.1,0.0,0.0,2.3,0.2,1.7,10.0,0.1,0.0,0.0,0.0,0.0,0.0,1.1,10.6
38,"Lindsay, Phillip",DEN,NOS,RB,11.0,53.0,0.3,0.1,0.1,0.0,0.0,0.0,0.1,2.4,0.2,1.8,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,10.1
39,"Singletary, Devin",BUF,LAC,RB,10.8,45.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,4.0,0.4,2.6,19.0,0.0,0.1,0.0,0.0,0.0,0.0,0.6,9.5
40,"Michel, Sony",NEP,ARI,RB,10.8,52.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,1.9,0.3,1.3,13.0,0.1,0.1,0.0,0.0,1.0,0.0,0.8,9.5
41,"Murray, Latavius",NOS,@DEN,RB,10.9,46.0,0.3,0.2,0.0,0.0,0.0,0.0,0.0,2.1,0.4,1.8,14.0,0.0,0.1,0.0,0.0,0.0,0.0,0.7,9.4
42,"McKinnon, Jerick",SFO,@LAR,RB,5.4,24.0,0.4,0.2,0.2,0.0,0.0,0.0,0.0,2.2,0.4,1.5,14.0,0.1,0.1,0.0,0.0,10.0,0.0,0.7,8.6
43,"Pollard, Tony",DAL,WAS,RB,9.0,42.0,0.4,0.2,0.1,0.0,0.0,0.1,0.0,1.6,0.4,1.1,7.0,0.0,0.0,0.0,0.0,33.0,0.0,0.3,8.4
44,"Gore, Frank",NYJ,MIA,RB,13.0,51.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,1.6,0.1,1.4,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,8.2
45,"Mattison, Alexander",MIN,CAR,RB,10.0,42.0,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.7,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,7.4
