Rank,Player,Team,Opp,Position,Tack,Asst,Scks,PassDef,Int,FumFrc,Fum,DefTD,Pts
1,"Martinez, Blake",NYG,@DAL,LB,6.4,3.9,0.4,0.1,0.1,0.0,0.0,0.0,8.9
2,"Warner, Fred",SFO,MIA,LB,5.5,2.7,0.1,0.5,0.2,0.1,0.0,0.0,8.0
3,"Smith, Jaylon",DAL,NYG,LB,5.1,4.0,0.1,0.6,0.1,0.1,0.1,0.0,8.0
4,"Thompson, Shaq",CAR,@ATL,LB,5.4,3.3,0.1,0.5,0.0,0.1,0.1,0.0,8.0
5,"Davis, Demario",NOS,LAC,LB,5.6,2.0,0.4,0.6,0.0,0.0,0.0,0.0,7.7
6,"Schobert, Joe",JAC,@HOU,LB,5.5,3.3,0.1,0.2,0.1,0.0,0.0,0.0,7.6
7,"Hicks, Jordan",ARI,@NYJ,LB,5.6,2.8,0.1,0.2,0.1,0.1,0.1,0.0,7.6
8,"Murray, Kenneth",LAC,@NOS,LB,5.0,3.8,0.0,0.2,0.0,0.0,0.0,0.0,7.3
9,"Edmunds, Tremaine",BUF,@TEN,LB,5.1,3.0,0.1,0.5,0.1,0.0,0.0,0.0,7.3
10,"Cunningham, Zach",HOU,JAC,LB,5.6,2.4,0.1,0.2,0.0,0.0,0.0,0.0,7.3
11,"David, Lavonte",TBB,@CHI,LB,5.2,2.0,0.1,0.4,0.1,0.2,0.1,0.0,7.3
12,"Jones, Deion",ATL,CAR,LB,4.8,3.4,0.1,0.3,0.1,0.0,0.0,0.0,7.2
13,"Baker, Jerome",MIA,@SFO,LB,4.7,3.2,0.1,0.3,0.1,0.2,0.0,0.0,7.1
14,"Wright, K.J.",SEA,MIN,LB,4.4,3.3,0.1,0.7,0.1,0.1,0.0,0.0,7.1
15,"Smith, Roquan",CHI,TBB,LB,5.2,2.2,0.2,0.3,0.1,0.0,0.0,0.0,7.0
16,"Wagner, Bobby",SEA,MIN,LB,4.6,3.3,0.1,0.5,0.0,0.1,0.0,0.0,6.9
17,"Okereke, Bobby",IND,@CLE,LB,4.9,2.2,0.1,0.4,0.1,0.1,0.0,0.0,6.7
18,"Bush, Devin",PIT,PHI,LB,4.8,2.0,0.2,0.4,0.1,0.1,0.1,0.0,6.7
19,"Queen, Patrick",BAL,CIN,LB,4.9,1.7,0.4,0.1,0.0,0.3,0.0,0.0,6.6
20,"Kendricks, Eric",MIN,@SEA,LB,4.5,2.5,0.1,0.5,0.1,0.1,0.0,0.0,6.5
21,"Hewitt, Neville",NYJ,ARI,LB,4.4,2.9,0.1,0.3,0.1,0.0,0.0,0.0,6.4
22,"Gerry, Nate",PHI,@PIT,LB,4.4,2.8,0.1,0.3,0.1,0.0,0.0,0.0,6.3
23,"White, Devin",TBB,@CHI,LB,4.1,2.5,0.1,0.3,0.1,0.1,0.1,0.0,6.0
24,"Campbell, De'Vondre",ARI,@NYJ,LB,4.2,2.5,0.1,0.4,0.0,0.0,0.0,0.0,6.0
25,"Brown, Jayon",TEN,BUF,LB,4.1,2.2,0.0,0.5,0.0,0.0,0.0,0.0,5.9
26,"White, Kyzir",LAC,@NOS,LB,4.5,2.0,0.0,0.1,0.0,0.0,0.0,0.0,5.8
27,"Littleton, Cory",LVR,@KCC,LB,4.3,2.2,0.1,0.3,0.0,0.0,0.0,0.0,5.8
28,"Wilson, Eric",MIN,@SEA,LB,3.8,2.2,0.1,0.2,0.1,0.2,0.1,0.0,5.7
29,"Bynes, Josh",CIN,@BAL,LB,3.6,3.5,0.2,0.2,0.1,0.0,0.0,0.0,5.7
30,"Davis, Thomas",WAS,LAR,LB,4.2,2.1,0.3,0.0,0.0,0.2,0.0,0.0,5.7
31,"Hitchens, Anthony",KCC,LVR,LB,3.7,3.0,0.1,0.1,0.0,0.1,0.0,0.0,5.4
32,"Gifford, Luke",DAL,NYG,LB,3.4,3.1,0.1,0.1,0.0,0.1,0.0,0.0,5.3
33,"Williamson, Avery",PIT,PHI,LB,3.3,2.7,0.1,0.4,0.0,0.1,0.0,0.0,5.2
34,"Van Noy, Kyle",MIA,@SFO,LB,3.6,1.1,0.3,0.2,0.0,0.3,0.2,0.0,5.2
35,"Whitehead, Tahir",CAR,@ATL,LB,3.7,2.7,0.0,0.1,0.0,0.0,0.0,0.0,5.2
36,"Alexander, Kwon",NOS,LAC,LB,3.7,1.8,0.0,0.3,0.1,0.1,0.0,0.0,5.1
37,"Williams, Vince",PIT,PHI,LB,3.5,1.4,0.6,0.1,0.0,0.1,0.0,0.0,5.1
38,"Trevathan, Danny",CHI,TBB,LB,4.1,1.3,0.1,0.2,0.0,0.0,0.0,0.0,5.1
39,"Vigil, Nick",LAC,@NOS,LB,3.6,2.0,0.0,0.1,0.0,0.0,0.0,0.0,4.9
40,"Pratt, Germaine",CIN,@BAL,LB,3.3,2.6,0.0,0.2,0.0,0.0,0.0,0.0,4.8
41,"Watt, T.J.",PIT,PHI,LB,2.3,1.0,0.7,0.3,0.2,0.3,0.1,0.0,4.6
42,"Walker, Mykal",ATL,CAR,LB,3.1,2.3,0.0,0.1,0.0,0.1,0.0,0.0,4.5
43,"Evans, Rashaan",TEN,BUF,LB,3.5,1.9,0.1,0.0,0.0,0.0,0.0,0.0,4.5
44,"Morrow, Nicholas",LVR,@KCC,LB,3.5,1.2,0.0,0.2,0.1,0.0,0.0,0.0,4.5
45,"Goodson, B.J.",CLE,IND,LB,3.2,1.3,0.0,0.3,0.1,0.0,0.0,0.0,4.5
46,"Wilson, Damien",KCC,LVR,LB,3.3,1.9,0.0,0.1,0.0,0.1,0.0,0.0,4.5
47,"Klein, A.J.",BUF,@TEN,LB,3.2,1.8,0.1,0.3,0.0,0.0,0.0,0.0,4.5
48,"Greenlaw, Dre",SFO,MIA,LB,3.0,1.3,0.0,0.2,0.1,0.1,0.0,0.0,4.2
49,"Oluokun, Foyesade",ATL,CAR,LB,2.9,2.1,0.0,0.0,0.0,0.2,0.0,0.0,4.2
50,"Walker, Anthony",IND,@CLE,LB,3.3,1.4,0.1,0.1,0.0,0.0,0.0,0.0,4.2
51,"Perryman, Denzel",LAC,@NOS,LB,2.7,2.0,0.0,0.2,0.0,0.2,0.0,0.0,4.2
52,"Dupree, Bud",PIT,PHI,LB,2.5,1.2,0.7,0.1,0.0,0.2,0.1,0.0,4.2
53,"Baun, Zack",NOS,LAC,LB,2.9,1.8,0.2,0.1,0.0,0.1,0.0,0.0,4.1
54,"Downs, Devante",NYG,@DAL,LB,2.6,1.9,0.4,0.1,0.0,0.0,0.0,0.0,4.1
55,"Barrett, Shaq",TBB,@CHI,LB,2.7,0.8,0.8,0.1,0.0,0.1,0.0,0.0,4.1
56,"Landry, Harold",TEN,BUF,LB,2.4,1.3,0.3,0.2,0.1,0.0,0.0,0.0,3.9
57,"Roberts, Elandon",MIA,@SFO,LB,2.4,1.9,0.1,0.1,0.0,0.1,0.0,0.0,3.7
58,"Golden, Markus",ARI,@NYJ,LB,2.1,2.0,0.4,0.1,0.0,0.0,0.0,0.0,3.7
59,"Jones, Chandler",ARI,@NYJ,LB,2.0,0.9,0.7,0.2,0.0,0.2,0.1,0.0,3.7
60,"Takitaki, Sione",CLE,IND,LB,2.5,1.8,0.0,0.1,0.0,0.0,0.0,0.0,3.6
61,"Fort, L.J.",BAL,CIN,LB,2.6,1.0,0.2,0.1,0.0,0.1,0.1,0.0,3.6
62,"Simmons, Isaiah",ARI,@NYJ,LB,2.6,1.0,0.2,0.1,0.0,0.1,0.0,0.0,3.5
63,"Jenkins, Jordan",NYJ,ARI,LB,1.9,1.5,0.3,0.2,0.0,0.1,0.0,0.0,3.3
64,"Carter, Lorenzo",NYG,@DAL,LB,1.8,1.2,0.3,0.4,0.0,0.1,0.0,0.0,3.2
65,"Riley, Duke",PHI,@PIT,LB,2.1,2.0,0.1,0.1,0.0,0.0,0.0,0.0,3.2
66,"Kwiatkoski, Nick",LVR,@KCC,LB,2.5,1.1,0.0,0.1,0.0,0.0,0.0,0.0,3.2
