Rank,Player,Team,Opp,Position,Rush,Rush Yds,Rush TDs,0-9 RushTDs,10-19 RushTDs,20-29 RushTDs,30-39 RushTDs,40-49 RushTDs,50+ RushTDs,Tgt,RZTgt,Rec,Rec Yds,Rec TDs,>= 50yds,>= 100yds,Punt Ret Yds,Kick Ret Yds,Fum Lost,Scoring Opps,Pts
1,"Cook, Dalvin",MIN,DET,RB,20.5,100.0,1.2,1.0,0.1,0.1,0.1,0.0,0.0,4.8,0.2,3.7,31.0,0.1,0.1,0.1,0.0,0.0,0.1,2.5,24.7
2,"Henry, Derrick",TEN,CHI,RB,22.0,110.0,1.0,0.8,0.1,0.0,0.0,0.0,0.1,1.8,0.1,1.3,11.0,0.0,0.0,0.0,0.0,0.0,0.1,2.3,19.6
3,"Conner, James",PIT,@DAL,RB,17.0,76.0,0.6,0.5,0.1,0.0,0.0,0.0,0.0,4.5,0.6,3.8,28.0,0.1,0.1,0.0,0.0,0.0,0.1,1.5,18.3
4,"McCaffrey, Christian",CAR,@KCC,RB,12.0,53.0,0.6,0.5,0.0,0.0,0.0,0.0,0.1,5.0,1.0,4.0,36.0,0.3,0.2,0.1,0.0,0.0,0.1,2.4,18.1
5,"Robinson, James",JAC,HOU,RB,16.0,65.0,0.5,0.3,0.2,0.0,0.0,0.0,0.0,5.0,0.6,4.0,30.0,0.2,0.1,0.1,0.0,0.0,0.1,1.2,17.3
6,"Jones, Aaron",GBP,@SFO,RB,15.0,75.0,0.6,0.4,0.1,0.0,0.0,0.0,0.1,3.2,0.5,2.4,20.0,0.2,0.1,0.0,0.0,0.0,0.1,1.4,16.6
7,"Davis, Mike",CAR,@KCC,RB,12.0,50.0,0.4,0.4,0.0,0.0,0.0,0.0,0.0,5.0,0.7,5.0,33.0,0.1,0.1,0.0,0.0,1.0,0.1,0.9,16.5
8,"Gurley, Todd",ATL,DEN,RB,17.0,66.0,0.9,0.6,0.3,0.0,0.1,0.0,0.0,3.0,0.2,2.0,18.0,0.1,0.0,0.0,0.0,0.0,0.1,1.9,16.4
9,"Kamara, Alvin",NOS,@TBB,RB,8.9,43.0,0.4,0.3,0.0,0.0,0.0,0.0,0.0,6.0,0.7,4.9,41.0,0.1,0.2,0.1,1.0,7.0,0.0,1.2,16.3
10,"Jacobs, Josh",LVR,@LAC,RB,20.0,86.0,0.4,0.4,0.1,0.0,0.0,0.0,0.0,4.0,0.2,3.0,20.0,0.0,0.1,0.0,0.0,0.0,0.2,1.2,15.9
