Rank,Player,Team,Opp,Position,Tack,Asst,Scks,PassDef,Int,FumFrc,Fum,DefTD,Pts
1,"Smith, Roquan",CHI,@CAR,LB,6.6,2.6,0.2,0.5,0.1,0.0,0.0,0.0,8.9
2,"Smith, Jaylon",DAL,ARI,LB,5.6,4.5,0.1,0.6,0.1,0.1,0.1,0.0,8.8
3,"Martinez, Blake",NYG,WAS,LB,6.1,3.8,0.3,0.1,0.1,0.0,0.0,0.0,8.6
4,"Warner, Fred",SFO,LAR,LB,6.0,2.8,0.1,0.5,0.2,0.1,0.0,0.0,8.4
5,"Cunningham, Zach",HOU,@TEN,LB,6.5,2.9,0.2,0.2,0.0,0.0,0.0,0.0,8.4
6,"Vander Esch, Leighton",DAL,ARI,LB,5.7,3.7,0.1,0.6,0.0,0.0,0.0,0.0,8.3
7,"Kendricks, Eric",MIN,ATL,LB,5.9,3.1,0.1,0.6,0.1,0.1,0.0,0.0,8.3
8,"Hicks, Jordan",ARI,@DAL,LB,6.0,2.8,0.1,0.3,0.1,0.1,0.1,0.0,8.0
9,"Queen, Patrick",BAL,@PHI,LB,5.4,2.0,0.6,0.1,0.0,0.4,0.3,0.0,7.8
10,"Summers, Ty",GBP,@TBB,LB,6.0,2.4,0.3,0.1,0.0,0.0,0.0,0.0,7.7
11,"Baker, Jerome",MIA,NYJ,LB,5.1,3.2,0.2,0.3,0.1,0.1,0.0,0.0,7.5
12,"Kiser, Micah",LAR,@SFO,LB,4.8,2.0,0.4,0.5,0.1,0.2,0.1,0.0,7.1
13,"Schobert, Joe",JAC,DET,LB,5.0,3.0,0.1,0.2,0.1,0.0,0.0,0.0,6.9
14,"Johnson, A.J.",DEN,@NEP,LB,4.8,3.3,0.2,0.1,0.0,0.0,0.0,0.0,6.9
15,"Jones, Deion",ATL,@MIN,LB,4.6,3.2,0.1,0.3,0.1,0.0,0.0,0.0,6.8
16,"Thompson, Shaq",CAR,CHI,LB,4.4,3.3,0.1,0.3,0.0,0.1,0.1,0.0,6.7
17,"Gerry, Nate",PHI,BAL,LB,4.6,3.0,0.1,0.3,0.1,0.0,0.0,0.0,6.6
18,"Hewitt, Neville",NYJ,@MIA,LB,4.2,3.0,0.1,0.4,0.1,0.0,0.0,0.0,6.4
19,"Trevathan, Danny",CHI,@CAR,LB,5.1,1.5,0.1,0.3,0.0,0.0,0.0,0.0,6.4
20,"Brown, Jayon",TEN,HOU,LB,4.1,2.3,0.0,0.5,0.1,0.1,0.0,0.0,6.0
21,"Bush, Devin",PIT,CLE,LB,4.2,1.8,0.2,0.3,0.1,0.1,0.1,0.0,5.9
22,"Wilson, Eric",MIN,ATL,LB,3.8,2.2,0.1,0.2,0.2,0.2,0.1,0.0,5.9
23,"Goodson, B.J.",CLE,@PIT,LB,3.9,2.2,0.0,0.3,0.2,0.0,0.0,0.0,5.8
24,"Collins, Jamie",DET,@JAC,LB,3.4,2.0,0.3,0.5,0.2,0.1,0.1,0.0,5.8
25,"Greenlaw, Dre",SFO,LAR,LB,4.1,1.7,0.1,0.3,0.1,0.1,0.0,0.0,5.7
26,"Mercilus, Whitney",HOU,@TEN,LB,3.5,2.3,0.5,0.1,0.1,0.1,0.0,0.0,5.5
27,"White, Devin",TBB,GBP,LB,3.6,2.3,0.1,0.3,0.1,0.1,0.1,0.0,5.4
28,"Campbell, De'Vondre",ARI,@DAL,LB,3.6,2.2,0.2,0.2,0.1,0.1,0.0,0.0,5.3
