Rank,Player,Team,Opp,Position,Tgt,RZTgt,Rec,Rec Yds,Rec TDs,0-9 RecTDs,10-19 RecTDs,20-29 RecTDs,30-39 RecTDs,40-49 RecTDs,50+ RecTDs,Rush Yds,Rush TDs,Punt Ret Yds,Kick Ret Yds,Fum Lost,Scoring Opps,Pts
1,"Hill, Tyreek",KCC,LVR,WR,8.0,0.6,5.0,77.0,0.7,0.3,0.1,0.1,0.0,0.1,0.1,6.0,0.1,0.0,1.0,0.0,0.8,17.9
2,"Hopkins, DeAndre",ARI,@NYJ,WR,9.6,0.7,7.7,82.0,0.3,0.2,0.0,0.0,0.1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6,17.8
3,"Allen, Keenan",LAC,@NOS,WR,10.6,1.1,7.1,80.0,0.4,0.1,0.2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,1.0,17.5
4,"Cooper, Amari",DAL,NYG,WR,8.6,0.6,6.6,82.0,0.4,0.1,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.1,0.7,17.2
5,"Diggs, Stefon",BUF,@TEN,WR,7.5,0.6,5.7,89.0,0.4,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.7,17.1
6,"Robinson, Allen",CHI,TBB,WR,8.6,0.9,6.5,79.0,0.4,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,16.7
7,"Evans, Mike",TBB,@CHI,WR,7.7,0.7,5.8,75.0,0.5,0.3,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.7,16.5
8,"Lockett, Tyler",SEA,MIN,WR,7.4,1.2,5.3,71.0,0.6,0.4,0.1,0.0,0.0,0.1,0.0,0.1,0.0,3.0,16.0,0.0,1.0,16.3
9,"Metcalf, DK",SEA,MIN,WR,6.0,0.8,4.8,81.0,0.6,0.1,0.1,0.1,0.1,0.1,0.1,1.0,0.0,0.0,2.0,0.2,0.9,16.2
10,"Thielen, Adam",MIN,@SEA,WR,5.9,0.6,4.4,80.0,0.5,0.1,0.2,0.1,0.1,0.0,0.0,2.0,0.0,0.0,0.0,0.1,0.7,16.0
11,"Beckham, Odell",CLE,IND,WR,8.0,0.7,5.5,70.0,0.4,0.1,0.0,0.0,0.1,0.1,0.0,1.0,0.1,0.0,0.1,0.0,0.8,15.5
12,"Parker, DeVante",MIA,@SFO,WR,7.7,0.6,5.5,72.0,0.4,0.1,0.2,0.1,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.5,15.3
13,"Kupp, Cooper",LAR,@WAS,WR,7.0,1.0,5.3,65.0,0.5,0.2,0.2,0.0,0.0,0.0,0.1,2.0,0.0,2.0,0.0,0.1,0.8,15.1
14,"Chark, D.J.",JAC,@HOU,WR,7.0,0.7,5.0,65.0,0.5,0.3,0.1,0.1,0.1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.7,14.8
15,"Woods, Robert",LAR,@WAS,WR,7.7,0.5,5.2,63.0,0.2,0.1,0.0,0.1,0.0,0.0,0.0,10.0,0.1,0.0,0.0,0.0,0.6,14.5
16,"Slayton, Darius",NYG,@DAL,WR,7.5,0.7,4.6,65.0,0.5,0.2,0.0,0.1,0.1,0.0,0.1,1.0,0.0,2.0,5.0,0.1,0.8,14.2
17,"Boyd, Tyler",CIN,@BAL,WR,8.2,0.5,5.5,67.0,0.3,0.2,0.1,0.0,0.0,0.0,0.0,1.0,0.0,-0.0,0.0,0.1,0.6,14.1
18,"Jefferson, Justin",MIN,@SEA,WR,6.3,0.5,4.6,74.0,0.3,0.1,0.0,0.0,0.0,0.0,0.1,2.0,0.0,0.0,0.0,0.0,0.6,14.0
19,"Fuller, Will",HOU,JAC,WR,7.0,0.6,5.2,68.0,0.3,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.7,14.0
20,"Lamb, CeeDee",DAL,NYG,WR,6.0,0.4,4.1,65.0,0.5,0.1,0.1,0.1,0.0,0.2,0.0,1.0,0.0,8.0,0.0,0.0,0.7,13.8
21,"Anderson, Robby",CAR,@ATL,WR,7.2,0.5,5.2,68.0,0.3,0.1,0.0,0.0,0.0,0.0,0.1,2.0,0.0,0.0,1.0,0.1,0.6,13.7
22,"Brown, Marquise",BAL,CIN,WR,6.5,0.4,5.2,70.0,0.2,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,13.3
23,"Moore, D.J.",CAR,@ATL,WR,7.4,0.5,4.9,72.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,0.1,0.5,12.9
24,"Landry, Jarvis",CLE,IND,WR,7.6,1.0,4.8,64.0,0.2,0.1,0.0,0.0,0.0,0.0,0.1,1.0,0.0,2.0,1.0,0.0,0.9,12.8
25,"Tate, Golden",NYG,@DAL,WR,8.3,0.7,5.1,57.0,0.3,0.0,0.0,0.1,0.0,0.0,0.2,1.0,0.0,9.0,0.0,0.0,0.5,12.6
26,"Smith-Schuster, JuJu",PIT,PHI,WR,6.3,0.5,4.1,52.0,0.5,0.1,0.1,0.1,0.0,0.0,0.1,0.0,0.0,2.0,0.0,0.0,0.6,12.4
27,"Hilton, T.Y.",IND,@CLE,WR,7.1,0.8,4.4,62.0,0.3,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,12.4
28,"Sanders, Emmanuel",NOS,LAC,WR,7.0,0.6,5.0,51.0,0.4,0.2,0.1,0.0,0.0,0.0,0.0,-0.1,0.0,0.0,0.0,0.0,0.5,12.4
29,"Aiyuk, Brandon",SFO,MIA,WR,5.5,1.0,4.0,50.0,0.2,0.1,0.0,0.0,0.0,0.0,0.0,4.0,0.3,3.0,0.0,0.0,1.2,12.3
30,"McLaurin, Terry",WAS,LAR,WR,5.8,0.6,4.2,63.0,0.3,0.1,0.1,0.1,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.5,12.2
