Rank,Player,Team,Opp,Position,Rush,Rush Yds,Rush TDs,0-9 RushTDs,10-19 RushTDs,20-29 RushTDs,30-39 RushTDs,40-49 RushTDs,50+ RushTDs,Tgt,RZTgt,Rec,Rec Yds,Rec TDs,>= 50yds,>= 100yds,Punt Ret Yds,Kick Ret Yds,Fum Lost,Scoring Opps,Pts
1,"Kamara, Alvin",NOS,CAR,RB,13.2,62.0,0.7,0.6,0.1,0.0,0.0,0.0,0.0,8.2,1.0,6.0,48.0,0.3,0.7,0.1,2.0,12.0,0.0,2.0,22.7
2,"Elliott, Ezekiel",DAL,@WAS,RB,17.5,78.0,0.7,0.5,0.1,0.0,0.0,0.0,0.0,6.0,0.6,4.5,31.0,0.1,0.1,0.1,0.0,0.0,0.4,1.8,19.8
3,"Henry, Derrick",TEN,PIT,RB,18.9,97.0,1.0,0.7,0.1,0.0,0.0,0.0,0.2,3.0,0.1,2.0,20.0,0.0,0.1,0.0,0.0,0.0,0.1,2.1,19.5
4,"Jacobs, Josh",LVR,TBB,RB,19.0,80.0,0.7,0.5,0.2,0.0,0.0,0.0,0.0,3.1,0.3,2.7,21.0,0.1,0.1,0.0,0.0,0.0,0.2,1.1,17.5
5,"Carson, Chris",SEA,@ARI,RB,15.7,72.0,0.6,0.5,0.0,0.1,0.0,0.0,0.0,3.6,0.2,3.0,21.0,0.3,0.1,0.0,0.0,0.0,0.1,1.7,17.4
6,"Conner, James",PIT,@TEN,RB,14.5,67.0,0.7,0.5,0.1,0.0,0.0,0.0,0.0,3.7,0.5,3.1,22.0,0.1,0.1,0.0,0.0,1.0,0.1,1.4,16.5
7,"Gurley, Todd",ATL,DET,RB,17.1,68.0,0.8,0.6,0.1,0.0,0.1,0.0,0.0,3.4,0.3,2.3,15.0,0.1,0.1,0.0,0.0,0.0,0.1,1.9,16.2
8,"Robinson, James",JAC,@LAC,RB,14.0,60.0,0.5,0.3,0.2,0.0,0.0,0.0,0.0,4.3,0.4,3.6,31.0,0.1,0.1,0.1,0.0,0.0,0.1,0.7,16.1
9,"Hunt, Kareem",CLE,@CIN,RB,15.0,70.0,0.4,0.3,0.1,0.0,0.0,0.0,0.0,4.4,0.4,3.1,22.0,0.2,0.1,0.0,0.0,0.0,0.1,1.0,15.8
10,"Jones, Ronald",TBB,@LVR,RB,16.1,77.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,4.2,0.4,2.8,20.0,0.0,0.1,0.0,0.0,0.0,0.1,1.1,15.6
11,"Singletary, Devin",BUF,@NYJ,RB,16.0,65.0,0.4,0.3,0.1,0.0,0.0,0.0,0.0,4.0,0.3,3.1,23.0,0.1,0.1,0.1,0.0,0.0,0.0,0.8,14.6
12,"Davis, Mike",CAR,@NOS,RB,9.4,39.0,0.4,0.4,0.0,0.0,0.0,0.0,0.0,4.8,0.7,4.1,30.0,0.2,0.1,0.1,0.0,0.0,0.2,1.4,14.4
13,"Montgomery, David",CHI,@LAR,RB,17.0,62.0,0.4,0.3,0.1,0.0,0.0,0.0,0.0,3.4,0.4,3.0,22.0,0.1,0.1,0.0,1.0,0.0,0.0,1.4,14.2
14,"Drake, Kenyan",ARI,SEA,RB,14.2,67.0,0.6,0.4,0.0,0.0,0.0,0.0,0.1,2.9,0.3,2.1,15.0,0.0,0.1,0.0,0.0,0.0,0.0,1.3,14.1
15,"Gordon, Melvin",DEN,KCC,RB,15.0,65.0,0.5,0.4,0.0,0.0,0.0,0.1,0.0,3.0,0.2,2.6,17.0,0.1,0.1,0.0,0.0,0.0,0.2,1.1,14.0
16,"Edwards-Helaire, Clyde",KCC,@DEN,RB,13.2,62.0,0.3,0.2,0.0,0.1,0.0,0.0,0.0,3.8,0.3,2.9,25.0,0.1,0.1,0.1,0.0,0.0,0.0,0.9,13.8
17,"Johnson, David",HOU,GBP,RB,14.5,57.0,0.5,0.3,0.1,0.0,0.0,0.0,0.0,3.4,0.4,2.4,25.0,0.1,0.1,0.1,0.0,0.0,0.0,1.5,13.8
18,"Gibson, Antonio",WAS,DAL,RB,12.1,46.0,0.6,0.5,0.1,0.0,0.0,0.0,0.0,3.5,0.2,2.9,24.0,0.0,0.1,0.1,0.0,0.0,0.1,0.9,13.4
19,"Freeman, Devonta",NYG,@PHI,RB,14.0,47.0,0.3,0.2,0.1,0.0,0.0,0.0,0.0,4.3,0.8,3.3,25.0,0.1,0.1,0.1,0.0,1.0,0.1,1.0,13.0
20,"Swift, D'Andre",DET,@ATL,RB,13.0,55.0,0.3,0.3,0.0,0.0,0.0,0.0,0.0,3.0,0.4,2.6,21.0,0.1,0.1,0.0,0.0,1.0,0.0,0.5,12.8
