Rank,Player,Team,Opp,Position,Tack,Asst,Scks,PassDef,Int,FumFrc,Fum,DefTD,Punt Ret Yds,Kick Ret Yds,Pts
1,"Baker, Budda",ARI,LAR,DB,7.2,2.2,0.2,0.5,0.2,0.1,0.1,0.0,0.0,0.0,9.4
2,"Poyer, Jordan",BUF,@SFO,DB,5.9,2.2,0.2,0.4,0.2,0.1,0.1,0.0,0.0,0.0,8.2
3,"Curl, Kamren",WAS,@PIT,DB,5.0,2.3,0.3,0.6,0.3,0.1,0.0,0.0,0.0,0.0,7.7
4,"Rowe, Eric",MIA,CIN,DB,5.3,1.9,0.0,0.9,0.1,0.1,0.1,0.0,0.0,0.0,7.6
5,"Simmons, Justin",DEN,@KCC,DB,5.1,1.4,0.0,0.8,0.4,0.0,0.0,0.0,0.0,0.0,7.4
6,"Maye, Marcus",NYJ,LVR,DB,4.9,2.1,0.2,0.6,0.2,0.1,0.1,0.0,0.0,0.0,7.3
7,"Wilson, Donovan",DAL,@BAL,DB,4.8,2.1,0.3,0.2,0.0,0.4,0.2,0.0,0.0,0.0,7.1
8,"Jenkins, Rayshawn",LAC,NEP,DB,5.1,2.1,0.1,0.5,0.2,0.0,0.0,0.0,0.0,0.0,7.1
9,"Jenkins, Malcolm",NOS,@ATL,DB,4.4,1.6,0.2,1.0,0.2,0.1,0.0,0.0,0.0,0.0,7.0
10,"Bush, Deon",CHI,DET,DB,4.9,1.2,0.0,0.7,0.2,0.2,0.1,0.0,0.0,0.0,6.9
11,"Peppers, Jabrill",NYG,@SEA,DB,4.7,1.6,0.1,0.6,0.1,0.1,0.1,0.0,12.0,1.0,6.7
12,"Adams, Jamal",SEA,NYG,DB,4.4,1.5,0.5,0.5,0.1,0.1,0.0,0.0,0.0,0.0,6.7
13,"Johnson, John",LAR,@ARI,DB,4.3,2.6,0.0,0.6,0.2,0.0,0.0,0.0,0.0,0.0,6.6
14,"Sorensen, Daniel",KCC,DEN,DB,4.9,1.8,0.0,0.3,0.2,0.1,0.0,0.0,0.0,0.0,6.6
15,"Edmunds, Terrell",PIT,WAS,DB,4.4,1.5,0.1,0.8,0.2,0.1,0.0,0.0,0.0,0.0,6.5
16,"Walker, Tracy",DET,@CHI,DB,4.8,1.8,0.1,0.5,0.0,0.0,0.0,0.0,0.0,0.0,6.4
17,"Bates, Jessie",CIN,@MIA,DB,3.9,1.8,0.0,0.9,0.2,0.0,0.0,0.0,0.0,0.0,6.3
18,"Neal, Keanu",ATL,NOS,DB,5.0,1.4,0.1,0.3,0.1,0.0,0.0,0.0,0.0,0.0,6.3
19,"Willis, Khari",IND,@HOU,DB,4.9,1.4,0.1,0.3,0.1,0.0,0.0,0.0,0.0,0.0,6.2
20,"Mathieu, Tyrann",KCC,DEN,DB,4.4,1.1,0.1,0.7,0.2,0.0,0.0,0.0,0.0,0.0,6.2
21,"Fuller, Jordan",LAR,@ARI,DB,3.7,1.6,0.0,0.8,0.4,0.0,0.0,0.0,0.0,0.0,6.1
22,"Abram, Johnathan",LVR,@NYJ,DB,4.7,1.1,0.0,0.6,0.1,0.0,0.0,0.0,0.0,0.0,6.1
23,"Reid, Justin",HOU,IND,DB,4.5,1.7,0.1,0.3,0.1,0.0,0.0,0.0,0.0,0.0,5.9
24,"Gardner-Johnson, Chauncey",NOS,@ATL,DB,4.4,1.1,0.1,0.7,0.0,0.0,0.0,0.0,0.0,0.0,5.8
25,"Ward, Jimmie",SFO,BUF,DB,3.9,1.4,0.1,0.7,0.1,0.1,0.0,0.0,0.0,0.0,5.8
26,"McLeod, Rodney",PHI,@GBP,DB,4.0,1.5,0.1,0.6,0.1,0.1,0.1,0.0,0.0,0.0,5.8
27,"Harris, Anthony",MIN,JAC,DB,3.7,2.2,0.0,0.6,0.2,0.0,0.0,0.0,0.0,0.0,5.7
28,"Phillips, Adrian",NEP,@LAC,DB,4.0,2.3,0.0,0.3,0.1,0.0,0.0,0.0,0.0,0.0,5.7
29,"Fitzpatrick, Minkah",PIT,WAS,DB,3.2,1.5,0.1,0.6,0.4,0.1,0.1,0.0,0.0,0.0,5.6
30,"Clark, Chuck",BAL,DAL,DB,3.8,1.9,0.2,0.3,0.0,0.2,0.2,0.0,0.0,0.0,5.6
31,"Mills, Jalen",PHI,@GBP,DB,4.2,1.1,0.1,0.4,0.1,0.1,0.0,0.0,0.0,0.0,5.6
32,"Smith, Harrison",MIN,JAC,DB,3.7,1.5,0.0,0.6,0.2,0.1,0.0,0.0,0.0,0.0,5.6
33,"Thornhill, Juan",KCC,DEN,DB,3.6,1.4,0.0,0.7,0.2,0.0,0.0,0.0,0.0,0.0,5.5
34,"Wilson, Jarrod",JAC,@MIN,DB,3.8,1.3,0.0,0.5,0.2,0.1,0.0,0.0,0.0,0.0,5.5
35,"Bell, Vonn",CIN,@MIA,DB,3.7,2.4,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,5.5
36,"Davis, Ashtyn",NYJ,LVR,DB,3.8,1.2,0.1,0.6,0.1,0.0,0.0,0.0,0.0,0.0,5.4
37,"Williams, Marcus",NOS,@ATL,DB,3.5,1.7,0.0,0.6,0.2,0.0,0.0,0.0,0.0,0.0,5.4
