Rank,Player,Team,Opp,Position,Tack,Asst,Scks,PassDef,Int,FumFrc,Fum,DefTD,Punt Ret Yds,Kick Ret Yds,Pts
1,"Ryan, Logan",NYG,ARI,DB,4.6,1.3,0.1,0.9,0.2,0.2,0.0,0.0,0.0,0.0,6.8
2,"Diggs, Trevon",DAL,@CIN,DB,4.6,0.8,0.1,1.0,0.2,0.1,0.0,0.0,0.0,0.0,6.6
3,"Butler, Malcolm",TEN,@JAC,DB,4.4,1.0,0.0,0.8,0.1,0.0,0.0,0.0,0.0,0.0,5.9
4,"Kirkpatrick, Dre",ARI,@NYG,DB,4.5,1.2,0.0,0.5,0.1,0.0,0.0,0.0,0.0,0.0,5.8
5,"Johnson, Taron",BUF,PIT,DB,4.6,1.3,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,5.7
6,"Jackson, Adoree",TEN,@JAC,DB,3.8,1.2,0.0,1.0,0.1,0.0,0.0,0.0,0.0,0.0,5.6
7,"Gladney, Jeff",MIN,@TBB,DB,4.5,1.1,0.0,0.3,0.0,0.1,0.0,0.0,1.0,0.0,5.5
8,"Mullen, Trayvon",LVR,IND,DB,4.1,0.7,0.0,0.8,0.1,0.0,0.0,0.0,0.0,0.0,5.5
9,"Davis, Michael",LAC,ATL,DB,3.8,0.9,0.0,1.0,0.1,0.0,0.0,0.0,0.0,0.0,5.5
10,"Moore, Kenny",IND,@LVR,DB,4.2,0.9,0.1,0.5,0.2,0.0,0.0,0.0,0.0,0.0,5.5
11,"White, Tre'Davious",BUF,PIT,DB,3.6,1.0,0.1,0.7,0.2,0.1,0.1,0.0,0.0,0.0,5.4
12,"Hill, Troy",LAR,NEP,DB,3.9,1.2,0.0,0.6,0.1,0.0,0.0,0.0,0.0,0.0,5.4
13,"Roby, Bradley",HOU,@CHI,DB,4.0,0.5,0.0,0.8,0.1,0.0,0.0,0.0,0.0,0.0,5.4
14,"Davis, Carlton",TBB,MIN,DB,3.0,1.1,0.0,1.2,0.3,0.0,0.0,0.0,0.0,0.0,5.3
15,"Bradberry, James",NYG,ARI,DB,3.3,0.8,0.0,1.2,0.1,0.1,0.1,0.0,1.0,0.0,5.3
16,"Jones, Jonathan",NEP,@LAR,DB,4.3,0.7,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,5.2
17,"Howard, Xavien",MIA,KCC,DB,2.7,0.8,0.0,1.1,0.5,0.0,0.0,0.0,0.0,0.0,5.2
18,"Ward, Denzel",CLE,BAL,DB,3.3,0.6,0.0,1.0,0.2,0.1,0.0,0.0,0.0,0.0,5.1
19,"Humphrey, Marlon",BAL,@CLE,DB,3.7,0.6,0.1,0.5,0.1,0.2,0.1,0.0,0.0,0.0,5.1
20,"Trufant, Desmond",DET,GBP,DB,3.3,1.0,0.1,0.7,0.2,0.0,0.0,0.0,0.0,0.0,5.1
21,"Haden, Joe",PIT,@BUF,DB,3.5,0.6,0.0,0.9,0.2,0.0,0.0,0.0,0.0,0.0,5.1
22,"Douglas, Rasul",CAR,DEN,DB,3.5,1.1,0.0,0.8,0.1,0.0,0.0,0.0,0.0,0.0,5.0
23,"Jones, Sidney",JAC,TEN,DB,3.4,1.0,0.0,0.8,0.1,0.0,0.0,0.0,0.0,0.0,5.0
24,"Fuller, Kendall",WAS,@SFO,DB,3.2,1.1,0.1,0.6,0.2,0.1,0.0,0.0,0.0,0.0,5.0
25,"Henderson, CJ",JAC,TEN,DB,3.7,1.1,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,4.9
26,"Okudah, Jeff",DET,GBP,DB,4.0,0.9,0.0,0.3,0.1,0.0,0.0,0.0,0.0,0.0,4.9
27,"Ford, Mike",DET,GBP,DB,4.0,0.7,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,4.9
28,"Flowers, Tre",SEA,NYJ,DB,3.7,1.1,0.1,0.4,0.1,0.1,0.0,0.0,0.0,0.0,4.9
29,"Maddox, Avonte",PHI,NOS,DB,4.1,0.7,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,4.9
30,"Norman, Josh",BUF,PIT,DB,3.8,0.9,0.0,0.5,0.0,0.1,0.1,0.0,0.0,0.0,4.9
31,"Moseley, Emmanuel",SFO,WAS,DB,3.4,0.6,0.0,0.8,0.2,0.0,0.0,0.0,0.0,0.0,4.8
32,"Hilton, Mike",PIT,@BUF,DB,3.5,0.6,0.2,0.5,0.1,0.0,0.0,0.0,0.0,0.0,4.8
33,"Lewis, Jourdan",DAL,@CIN,DB,3.6,1.5,0.1,0.3,0.0,0.0,0.0,0.0,0.0,0.0,4.8
34,"Jenkins, Janoris",NOS,@PHI,DB,3.1,1.2,0.0,0.7,0.2,0.0,0.0,0.0,0.0,0.0,4.8
35,"Peterson, Patrick",ARI,@NYG,DB,3.6,0.5,0.0,0.6,0.2,0.0,0.0,0.0,0.0,0.0,4.8
36,"Austin, Blessuan",NYJ,@SEA,DB,3.4,0.9,0.0,0.6,0.1,0.1,0.0,0.0,0.0,0.0,4.7
37,"Dean, Jamel",TBB,MIN,DB,3.1,0.9,0.0,0.8,0.1,0.0,0.0,0.0,0.0,0.0,4.7
38,"Lattimore, Marshon",NOS,@PHI,DB,3.7,0.7,0.0,0.4,0.1,0.0,0.0,0.0,0.0,0.0,4.7
39,"Terrell, A.J.",ATL,@LAC,DB,3.3,1.6,0.0,0.3,0.0,0.1,0.0,0.0,0.0,0.0,4.6
40,"Jackson, J.C.",NEP,@LAR,DB,2.5,0.4,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,4.6
41,"Herndon, Tre",JAC,TEN,DB,3.5,1.0,0.0,0.4,0.1,0.0,0.0,0.0,0.0,0.0,4.6
42,"Callahan, Bryce",DEN,@CAR,DB,3.4,0.6,0.0,0.5,0.2,0.0,0.0,0.0,1.0,0.0,4.6
43,"Joyner, Lamarcus",LVR,IND,DB,3.7,1.1,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,4.6
44,"Verrett, Jason",SFO,WAS,DB,3.0,1.2,0.0,0.6,0.2,0.0,0.0,0.0,0.0,0.0,4.5
45,"Griffin, Shaq",SEA,NYJ,DB,3.1,1.0,0.0,0.5,0.1,0.0,0.0,0.0,0.0,0.0,4.4
46,"Poole, Brian",NYJ,@SEA,DB,2.8,1.2,0.1,0.6,0.2,0.0,0.0,0.0,0.0,0.0,4.4
47,"Hargreaves, Vernon",HOU,@CHI,DB,3.4,0.7,0.0,0.4,0.1,0.0,0.0,0.0,0.0,0.0,4.4
48,"Mitchell, Terrance",CLE,BAL,DB,3.0,0.9,0.0,0.8,0.0,0.1,0.0,0.0,0.0,0.0,4.4
49,"Lawson, Nevin",LVR,IND,DB,3.2,0.7,0.0,0.6,0.0,0.1,0.1,0.0,0.0,0.0,4.4
50,"Fuller, Kyle",CHI,HOU,DB,3.3,0.6,0.0,0.6,0.1,0.0,0.0,0.0,0.0,0.0,4.4
51,"Dantzler, Cameron",MIN,@TBB,DB,3.1,1.7,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,4.3
52,"Murphy, Byron",ARI,@NYG,DB,3.3,0.5,0.1,0.5,0.1,0.0,0.0,0.0,0.0,0.0,4.3
53,"Reed, D.J.",SEA,NYJ,DB,3.2,1.0,0.0,0.3,0.1,0.1,0.1,0.0,0.0,3.0,4.3
54,"Oliver, Isaiah",ATL,@LAC,DB,3.2,1.0,0.1,0.5,0.0,0.0,0.0,0.0,0.0,0.0,4.3
55,"Hall, Bryce",NYJ,@SEA,DB,3.6,0.7,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,4.2
56,"Ya-Sin, Rock",IND,@LVR,DB,3.0,0.6,0.0,0.5,0.1,0.1,0.0,0.0,0.0,0.0,4.2
57,"Alexander, Jaire",GBP,@DET,DB,2.9,0.6,0.0,0.7,0.1,0.0,0.0,0.0,0.0,0.0,4.2
58,"Wallace, Levi",BUF,PIT,DB,3.2,0.8,0.0,0.3,0.1,0.0,0.0,0.0,0.0,0.0,4.2
59,"King, Kevin",GBP,@DET,DB,3.1,0.7,0.0,0.5,0.1,0.0,0.0,0.0,0.0,2.0,4.2
60,"Gilmore, Stephon",NEP,@LAR,DB,2.8,1.1,0.0,0.5,0.1,0.1,0.0,0.0,0.0,0.0,4.2
61,"Ward, Charvarius",KCC,@MIA,DB,2.9,0.9,0.1,0.6,0.0,0.0,0.0,0.0,0.0,0.0,4.1
62,"Ramsey, Jalen",LAR,NEP,DB,3.2,0.4,0.0,0.4,0.1,0.1,0.0,0.0,0.0,0.0,4.1
63,"Peters, Marcus",BAL,@CLE,DB,2.5,0.5,0.1,0.6,0.2,0.2,0.1,0.0,0.0,0.0,4.1
64,"Needham, Nik",MIA,KCC,DB,2.6,1.3,0.1,0.5,0.0,0.0,0.0,0.0,0.0,0.0,4.0
65,"Nelson, Steven",PIT,@BUF,DB,3.0,0.5,0.0,0.4,0.1,0.0,0.0,0.0,0.0,0.0,4.0
66,"Darby, Ronald",WAS,@SFO,DB,2.9,0.9,0.0,0.5,0.1,0.0,0.0,0.0,0.0,0.0,4.0
67,"Breeland, Bashaud",KCC,@MIA,DB,2.9,0.9,0.0,0.3,0.1,0.1,0.1,0.0,0.0,0.0,4.0
68,"Hayward, Casey",LAC,ATL,DB,2.7,0.8,0.1,0.6,0.1,0.0,0.0,0.0,1.0,2.0,4.0
69,"Bunting, Sean",TBB,MIN,DB,2.8,1.1,0.0,0.3,0.1,0.0,0.0,0.0,0.0,0.0,3.9
70,"Yiadom, Isaac",NYG,ARI,DB,2.4,1.5,0.1,0.6,0.0,0.1,0.0,0.0,2.0,0.0,3.9
71,"Dunbar, Quinton",SEA,NYJ,DB,3.0,0.5,0.0,0.4,0.1,0.0,0.0,0.0,0.0,0.0,3.9
72,"Slay, Darius",PHI,NOS,DB,3.2,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,3.9
