Rank,Player,Team,Opp,Position,Tgt,RZTgt,Rec,Rec Yds,Rec TDs,0-9 RecTDs,10-19 RecTDs,20-29 RecTDs,30-39 RecTDs,40-49 RecTDs,50+ RecTDs,Rush Yds,Rush TDs,Punt Ret Yds,Kick Ret Yds,Fum Lost,Scoring Opps,Pts
1,"Hill, Tyreek",KCC,DEN,WR,9.0,0.9,6.0,86.0,0.9,0.3,0.1,0.2,0.1,0.2,0.1,4.0,0.1,-0.1,0.0,0.0,1.2,20.6
2,"Thomas, Michael",NOS,@ATL,WR,11.3,2.0,8.4,94.0,0.4,0.2,0.1,0.1,0.0,0.0,0.0,-0.2,0.0,0.0,0.0,0.0,1.4,20.0
3,"Adams, Davante",GBP,PHI,WR,9.7,1.6,6.4,82.0,0.8,0.4,0.1,0.1,0.1,0.1,0.0,-0.0,0.0,0.0,0.0,0.1,1.3,19.0
4,"Woods, Robert",LAR,@ARI,WR,9.9,0.8,6.7,78.0,0.4,0.1,0.2,0.1,0.0,0.0,0.1,10.0,0.2,0.0,0.0,0.1,0.9,18.8
5,"Agholor, Nelson",LVR,@NYJ,WR,8.2,1.4,5.2,79.0,0.9,0.2,0.3,0.1,0.0,0.2,0.1,0.0,0.0,1.0,0.0,0.0,1.6,18.7
6,"Jefferson, Justin",MIN,JAC,WR,7.0,1.0,5.0,73.0,0.8,0.2,0.4,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,1.3,17.6
7,"Allen, Keenan",LAC,NEP,WR,10.2,1.1,6.8,73.0,0.5,0.2,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,17.2
8,"Diggs, Stefon",BUF,@SFO,WR,9.7,0.6,6.7,83.0,0.3,0.1,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,17.1
9,"Robinson, Allen",CHI,DET,WR,10.1,1.2,6.6,77.0,0.5,0.2,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,17.0
10,"Jeffery, Alshon",PHI,@GBP,WR,9.2,1.4,5.7,67.0,0.6,0.4,0.1,0.1,0.0,0.1,0.0,-0.1,0.0,1.0,0.0,0.0,1.1,16.3
