Rank,Player,Team,Opp,Position,Tack,Asst,Scks,PassDef,Int,FumFrc,Fum,DefTD,Pts
1,"Allen, Jonathan",WAS,@DAL,DL,3.1,1.4,0.3,0.0,0.0,0.0,0.0,0.0,4.5
2,"Jones, Chris",KCC,@TBB,DL,2.0,1.2,0.7,0.2,0.0,0.1,0.0,0.0,4.3
3,"Simmons, Jeffery",TEN,@IND,DL,2.0,1.4,0.2,0.4,0.0,0.1,0.1,0.0,3.8
4,"Donald, Aaron",LAR,SFO,DL,1.6,1.0,0.7,0.0,0.0,0.2,0.1,0.0,3.8
5,"Clark, Kenny",GBP,CHI,DL,2.4,1.2,0.3,0.1,0.0,0.1,0.0,0.0,3.7
6,"Jarrett, Grady",ATL,LVR,DL,2.0,2.0,0.4,0.0,0.0,0.0,0.0,0.0,3.7
7,"Oliver, Ed",BUF,LAC,DL,2.3,0.8,0.3,0.1,0.0,0.1,0.1,0.0,3.6
8,"Payne, Da'Ron",WAS,@DAL,DL,1.8,1.3,0.4,0.1,0.0,0.1,0.0,0.0,3.3
9,"Ogunjobi, Larry",CLE,@JAC,DL,2.0,0.7,0.3,0.1,0.0,0.1,0.0,0.0,3.1
10,"Tomlinson, Dalvin",NYG,@CIN,DL,1.7,1.5,0.2,0.3,0.0,0.0,0.0,0.0,3.0
11,"Reed, Jarran",SEA,@PHI,DL,1.4,1.3,0.3,0.2,0.0,0.1,0.0,0.0,3.0
12,"Richardson, Sheldon",CLE,@JAC,DL,1.8,1.4,0.2,0.1,0.0,0.1,0.0,0.0,3.0
13,"Cox, Fletcher",PHI,SEA,DL,1.7,0.8,0.4,0.1,0.0,0.2,0.0,0.0,3.0
14,"Guy, Lawrence",NEP,ARI,DL,1.8,1.1,0.1,0.0,0.0,0.0,0.0,0.0,2.7
15,"Gallimore, Neville",DAL,WAS,DL,1.7,1.3,0.1,0.0,0.0,0.1,0.0,0.0,2.6
16,"Kinlaw, Javon",SFO,@LAR,DL,1.3,1.1,0.3,0.2,0.0,0.0,0.0,0.0,2.6
17,"Lawrence, Dexter",NYG,@CIN,DL,1.6,1.1,0.2,0.0,0.0,0.0,0.0,0.0,2.6
18,"Onyemata, David",NOS,@DEN,DL,1.3,0.7,0.3,0.2,0.1,0.0,0.0,0.0,2.6
19,"Suh, Ndamukong",TBB,KCC,DL,1.5,0.9,0.2,0.2,0.0,0.1,0.1,0.0,2.6
20,"Joseph, Sebastian",LAR,SFO,DL,2.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,2.5
21,"Johnson, Jaleel",MIN,CAR,DL,1.5,1.3,0.2,0.0,0.0,0.0,0.0,0.0,2.5
22,"Joseph, Linval",LAC,@BUF,DL,1.9,1.1,0.1,0.0,0.0,0.0,0.0,0.0,2.5
23,"Shelton, Danny",DET,HOU,DL,1.3,1.6,0.1,0.1,0.0,0.0,0.0,0.0,2.4
24,"Costin, Doug",JAC,CLE,DL,1.2,1.3,0.1,0.2,0.0,0.0,0.0,0.0,2.3
25,"Williams, DeShawn",DEN,NOS,DL,1.4,1.0,0.1,0.1,0.1,0.0,0.0,0.0,2.3
26,"Nichols, Bilal",CHI,@GBP,DL,1.2,1.1,0.2,0.1,0.0,0.0,0.0,0.0,2.2
27,"Stephen, Shamar",MIN,CAR,DL,1.3,0.8,0.1,0.1,0.0,0.0,0.0,0.0,2.2
28,"Jones, DaQuan",TEN,@IND,DL,1.3,1.0,0.1,0.1,0.0,0.0,0.0,0.0,2.2
29,"Hankins, Johnathan",LVR,@ATL,DL,1.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2
30,"Ford, Poona",SEA,@PHI,DL,1.6,0.6,0.0,0.1,0.0,0.1,0.0,0.0,2.1
31,"Stewart, Grover",IND,TEN,DL,1.6,0.9,0.0,0.0,0.0,0.0,0.0,0.0,2.1
32,"Hargrave, Javon",PHI,SEA,DL,1.0,1.3,0.2,0.1,0.0,0.0,0.0,0.0,2.1
33,"Hamilton, Davon",JAC,CLE,DL,1.2,1.2,0.1,0.0,0.0,0.0,0.0,0.0,2.0
34,"Brown, Derrick",CAR,@MIN,DL,1.2,1.1,0.1,0.1,0.0,0.0,0.0,0.0,2.0
35,"Fatukasi, Foley",NYJ,MIA,DL,1.2,1.0,0.0,0.2,0.0,0.0,0.0,0.0,2.0
36,"Nnadi, Derrick",KCC,@TBB,DL,1.2,1.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0
37,"Butler, Adam",NEP,ARI,DL,1.3,0.9,0.1,0.1,0.0,0.0,0.0,0.0,2.0
38,"Settle, Tim",WAS,@DAL,DL,1.1,0.4,0.3,0.0,0.0,0.0,0.0,0.0,1.9
39,"Covington, Christian",CIN,NYG,DL,0.9,1.6,0.0,0.1,0.0,0.0,0.0,0.0,1.9
40,"McLendon, Steve",TBB,KCC,DL,1.3,1.1,0.0,0.0,0.0,0.0,0.0,0.0,1.9
41,"Woods, Antwaun",DAL,WAS,DL,0.9,1.6,0.0,0.0,0.0,0.0,0.0,0.0,1.8
42,"Jefferson, Quinton",BUF,LAC,DL,0.9,0.7,0.2,0.1,0.0,0.1,0.1,0.0,1.8
43,"Williams, Xavier",CIN,NYG,DL,1.0,0.8,0.2,0.1,0.0,0.0,0.0,0.0,1.8
44,"Tillery, Jerry",LAC,@BUF,DL,0.8,0.6,0.2,0.1,0.0,0.1,0.1,0.0,1.7
45,"Dunn, Brandon",HOU,@DET,DL,1.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7
46,"Jones, Justin",LAC,@BUF,DL,1.2,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.5
47,"Kerr, Zach",CAR,@MIN,DL,0.8,1.0,0.1,0.0,0.0,0.0,0.0,0.0,1.5
48,"Watts, Armon",MIN,CAR,DL,0.9,0.8,0.1,0.1,0.0,0.0,0.0,0.0,1.4
49,"Butler, Vernon",BUF,LAC,DL,0.7,1.0,0.0,0.0,0.0,0.1,0.0,0.0,1.4
50,"Tuttle, Shy",NOS,@DEN,DL,0.7,0.4,0.1,0.2,0.1,0.0,0.0,0.0,1.2
51,"Bryan, Taven",JAC,CLE,DL,0.7,0.7,0.0,0.0,0.0,0.0,0.0,0.0,1.2
52,"Lewis, Tyquan",IND,TEN,DL,0.8,0.3,0.1,0.0,0.0,0.0,0.0,0.0,1.2
53,"Brown, Malcolm",NOS,@DEN,DL,0.6,1.0,0.1,0.0,0.0,0.0,0.0,0.0,1.2
54,"Pennel, Mike",KCC,@TBB,DL,0.7,0.9,0.0,0.1,0.0,0.0,0.0,0.0,1.2
55,"Square, Damion",LAC,@BUF,DL,0.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2
56,"Tuioti-Mariner, Jacob",ATL,LVR,DL,0.8,0.4,0.0,0.0,0.0,0.0,0.0,0.0,1.1
57,"Nunez-Roches, Rakeem",TBB,KCC,DL,0.6,0.8,0.0,0.1,0.0,0.0,0.0,0.0,1.1
58,"Davis, Raekwon",MIA,@NYJ,DL,0.6,0.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0
59,"Coley, Trevon",ARI,@NEP,DL,0.8,0.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0
60,"Blacklock, Ross",HOU,@DET,DL,0.7,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.9
61,"Johnson, Austin",NYG,@CIN,DL,0.6,0.2,0.0,0.1,0.0,0.0,0.0,0.0,0.9
62,"Jackson, Malik",PHI,SEA,DL,0.5,0.5,0.1,0.0,0.0,0.0,0.0,0.0,0.9
63,"Atkins, Geno",CIN,NYG,DL,0.4,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.9
64,"Penisini, John",DET,HOU,DL,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.8
65,"Roy, Bravvion",CAR,@MIN,DL,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.8
66,"Gaines, Greg",LAR,SFO,DL,0.5,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.8
67,"Davison, Tyeler",ATL,LVR,DL,0.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8
68,"Mata'afa, Hercules",MIN,CAR,DL,0.5,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.7
69,"McCullers, Daniel",CHI,@GBP,DL,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.7
70,"Jenkins, John",CHI,@GBP,DL,0.4,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.7
71,"Phillips, Harrison",BUF,LAC,DL,0.5,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.6
72,"Zimmer, Justin",BUF,LAC,DL,0.3,0.4,0.1,0.0,0.0,0.1,0.0,0.0,0.6
73,"Ellis, Justin",BAL,@PIT,DL,0.3,0.4,0.0,0.1,0.0,0.0,0.0,0.0,0.6
74,"Harrison, Damon",SEA,@PHI,DL,0.5,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.6
75,"Givens, Kevin",SFO,@LAR,DL,0.4,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.5
76,"Stallworth, Taylor",IND,TEN,DL,0.3,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.5
77,"Hunt, Margus",CIN,NYG,DL,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.3
78,"Lynch, James",MIN,CAR,DL,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.2
79,"Elliott, Jordan",CLE,@JAC,DL,0.1,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.2
80,"Davidson, Marlon",ATL,LVR,DL,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.2
81,"Robinson, A'Shawn",LAR,SFO,DL,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2
82,"Lawrence, Rashard",ARI,@NEP,DL,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1
83,"Lawrence, Devaroe",WAS,@DAL,DL,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
84,"Taylor, Vincent",CLE,@JAC,DL,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
85,"Williams, Sylvester",DEN,NOS,DL,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1
86,"Daniels, Mike",CIN,NYG,DL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
87,"McKenzie, Kahlil",CIN,NYG,DL,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,"Ekuale, Daniel",JAC,CLE,DL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89,"Mack, Isaiah",NEP,ARI,DL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,"Peko, Kyle",DEN,NOS,DL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,"Irving, David",LVR,@ATL,DL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92,"McGill, T.Y.",PHI,SEA,DL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0

