Rank,Player,Team,Opp,Position,Att,Comp,Pass Yds,Pass TDs,0-9 PassTDs,10-19 PassTDs,20-29 PassTDs,30-39 PassTDs,40-49 PassTDs,50+ PassTDs,Int,Sacked,Rush,Rush Yds,Rush TDs,Fum Lost,Scoring Opps,Pts
1,"Mahomes, Patrick",KCC,NYJ,QB,34.2,22.2,274.0,2.1,0.9,0.5,0.2,0.0,0.2,0.2,0.3,1.7,4.4,21.0,0.2,0.1,3.8,25.5
2,"Wilson, Russell",SEA,SFO,QB,29.4,19.9,246.0,2.3,1.0,0.6,0.2,0.2,0.2,0.1,0.6,3.2,5.8,35.0,0.1,0.1,4.3,24.7
3,"Jackson, Lamar",BAL,PIT,QB,24.4,15.1,174.0,1.5,0.8,0.3,0.2,0.1,0.0,0.1,0.5,2.5,13.5,81.0,0.4,0.3,2.9,23.9
4,"Rodgers, Aaron",GBP,MIN,QB,37.1,23.8,273.0,2.1,1.0,0.5,0.3,0.1,0.2,0.1,0.3,2.0,2.2,10.0,0.1,0.1,3.7,23.0
5,"Tannehill, Ryan",TEN,@CIN,QB,29.4,19.7,234.0,2.1,1.1,0.4,0.2,0.0,0.1,0.2,0.4,2.1,3.1,14.0,0.2,0.2,3.2,22.0
6,"Herbert, Justin",LAC,@DEN,QB,35.6,23.7,288.0,1.4,0.5,0.4,0.2,0.1,0.0,0.2,0.8,2.0,3.3,13.0,0.2,0.2,3.4,21.7
7,"Allen, Josh",BUF,NEP,QB,29.0,18.0,209.0,1.4,0.7,0.2,0.3,0.1,0.1,0.1,0.8,2.1,8.0,43.0,0.4,0.4,2.9,21.5
8,"Wentz, Carson",PHI,DAL,QB,36.5,22.6,241.0,1.5,0.8,0.3,0.2,0.1,0.1,0.1,0.9,3.0,4.4,19.0,0.4,0.3,3.8,21.4
9,"Carr, Derek",LVR,@CLE,QB,35.0,23.6,277.0,1.7,0.9,0.3,0.2,0.0,0.1,0.2,0.3,2.1,1.9,6.0,0.1,0.4,3.6,20.5
10,"Mayfield, Baker",CLE,LVR,QB,33.1,20.8,244.0,2.1,1.2,0.4,0.2,0.1,0.1,0.1,1.1,1.6,1.9,7.0,0.1,0.0,3.8,20.4
11,"Brady, Tom",TBB,@NYG,QB,31.2,21.1,246.0,1.9,1.1,0.3,0.2,0.1,0.0,0.0,0.7,1.4,2.1,3.0,0.2,0.2,3.8,20.4
12,"Ryan, Matt",ATL,@CAR,QB,36.6,24.3,274.0,1.6,0.7,0.3,0.2,0.1,0.2,0.1,0.6,2.7,2.2,7.0,0.0,0.3,2.9,20.0
13,"Roethlisberger, Ben",PIT,@BAL,QB,34.5,23.3,251.0,1.7,0.5,0.4,0.3,0.2,0.1,0.2,0.9,1.5,2.3,3.0,0.1,0.0,3.6,19.5
14,"DiNucci, Ben",DAL,@PHI,QB,34.2,22.6,257.0,1.3,0.3,0.3,0.3,0.1,0.4,0.1,1.0,2.6,3.0,13.0,0.2,0.3,3.4,19.3
15,"Garoppolo, Jimmy",SFO,@SEA,QB,32.2,21.7,268.0,1.6,0.8,0.3,0.1,0.1,0.1,0.2,0.7,1.7,1.9,2.0,0.0,0.2,3.7,19.3
16,"Burrow, Joe",CIN,TEN,QB,36.4,23.4,249.0,1.1,0.7,0.2,0.1,0.0,0.0,0.0,0.8,3.6,4.0,16.0,0.3,0.4,3.2,19.1
17,"Bridgewater, Teddy",CAR,ATL,QB,33.9,22.9,267.0,1.1,0.6,0.2,0.0,0.0,0.0,0.4,0.6,1.6,2.6,12.0,0.1,0.1,3.1,19.1
18,"Stafford, Matthew",DET,IND,QB,32.0,21.6,262.0,1.5,0.6,0.4,0.2,0.2,0.1,0.0,0.8,3.0,2.8,11.0,0.0,0.2,3.1,19.1
19,"Brees, Drew",NOS,@CHI,QB,29.1,19.6,240.0,1.7,0.8,0.4,0.3,0.1,0.1,0.1,0.6,1.7,1.8,0.0,0.2,0.2,3.1,18.8
20,"Goff, Jared",LAR,@MIA,QB,33.3,21.3,250.0,1.4,0.6,0.4,0.2,0.0,0.1,0.1,0.9,1.3,2.9,5.0,0.2,0.2,2.9,18.6
21,"Tagovailoa, Tua",MIA,LAR,QB,26.0,17.0,211.0,1.2,0.7,0.2,0.2,0.1,0.0,0.0,0.9,2.4,3.6,18.0,0.2,0.1,3.0,18.0
22,"Newton, Cam",NEP,@BUF,QB,25.5,17.2,190.0,0.8,0.3,0.2,0.2,0.0,0.0,0.0,1.3,2.0,7.2,32.0,0.5,0.1,2.1,17.4
23,"Rivers, Philip",IND,@DET,QB,33.8,22.5,260.0,1.2,0.5,0.6,0.0,0.1,0.1,0.0,1.1,1.3,1.5,2.0,0.1,0.1,3.2,17.2
24,"Cousins, Kirk",MIN,@GBP,QB,28.2,18.9,220.0,1.6,0.7,0.3,0.1,0.1,0.2,0.1,1.1,2.4,2.0,7.0,0.0,0.2,2.7,17.1
25,"Foles, Nick",CHI,NOS,QB,37.2,23.6,225.0,1.3,0.5,0.4,0.2,0.2,0.0,0.0,1.0,1.9,2.2,5.0,0.1,0.1,3.1,16.6
26,"Jones, Daniel",NYG,TBB,QB,30.2,18.8,195.0,1.1,0.5,0.1,0.2,0.2,0.1,0.1,1.1,3.2,4.9,29.0,0.1,0.7,3.0,15.3
27,"Lock, Drew",DEN,LAC,QB,33.2,19.7,216.0,0.9,0.6,0.1,0.1,0.0,0.1,0.0,0.9,1.7,2.9,6.0,0.1,0.2,2.7,14.4
28,"Stidham, Jarrett",NEP,@BUF,QB,21.0,14.2,212.0,0.5,0.3,0.1,0.1,0.0,0.0,0.0,1.0,0.6,4.0,12.0,0.0,0.0,0.0,12.8
29,"Darnold, Sam",NYJ,@KCC,QB,25.5,15.1,157.0,0.7,0.2,0.2,0.1,0.1,0.0,0.1,1.2,3.8,2.2,11.0,0.1,0.1,1.8,11.0
30,"Trubisky, Mitchell",CHI,NOS,QB,13.0,7.9,80.0,0.6,0.4,0.1,0.1,0.0,0.0,0.0,0.4,1.1,1.3,8.0,0.0,0.0,1.1,7.0
31,"Fitzpatrick, Ryan",MIA,LAR,QB,9.8,6.5,72.0,0.5,0.2,0.1,0.1,0.0,0.0,0.0,0.3,0.9,1.3,7.0,0.1,0.0,1.1,6.5
32,"Mullens, Nick",SFO,@SEA,QB,10.7,6.9,77.0,0.3,0.2,0.0,0.0,0.0,0.0,0.0,0.7,1.4,0.7,-0.7,0.0,0.1,0.6,3.9
33,"Brissett, Jacoby",IND,@DET,QB,6.3,3.8,42.0,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.6,1.1,3.0,0.1,0.1,0.6,3.3
34,"Winston, Jameis",NOS,@CHI,QB,3.4,2.0,28.0,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.2,0.3,2.2,10.0,0.1,0.1,0.7,3.2
35,"Henne, Chad",KCC,NYJ,QB,1.0,0.7,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,1.6,-0.8,0.3,0.0,0.4,2.2
36,"Barkley, Matt",BUF,NEP,QB,9.0,4.8,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.4,0.5,-0.9,0.0,0.2,0.3,2.1
37,"Griffin III, Robert",BAL,PIT,QB,2.2,1.3,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.3,1.9,4.0,0.0,0.0,0.2,1.0
38,"Keenum, Case",CLE,LVR,QB,3.4,1.8,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,-0.1,0.0,0.0,0.1,0.9
39,"Flacco, Joe",NYJ,@KCC,QB,2.7,1.8,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.4,0.2,0.0,0.0,0.1,0.2,0.9
40,"Schaub, Matt",ATL,@CAR,QB,0.8,0.6,8.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.5,-0.5,0.0,0.0,0.1,0.9
41,"Hurts, Jalen",PHI,DAL,QB,0.2,0.1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,7.0,0.0,0.0,0.0,0.8
42,"Finley, Ryan",CIN,TEN,QB,1.6,0.8,10.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,1.0,0.0,0.1,0.1,0.7
43,"Woodside, Logan",TEN,@CIN,QB,2.6,1.3,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.5,0.8,1.0,0.0,0.0,0.0,0.4
44,"Stick, Easton",LAC,@DEN,QB,0.5,0.4,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,-0.2,0.0,0.0,0.0,0.2
45,"Walker, Phillip",CAR,ATL,QB,0.3,0.2,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2
46,"Gilbert, Garrett",DAL,@PHI,QB,0.8,0.5,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.3,-0.2,0.0,0.1,0.0,0.2
47,"Peterman, Nathan",LVR,@CLE,QB,0.2,0.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,-0.1,0.0,0.0,0.0,0.1
48,"Gabbert, Blaine",TBB,@NYG,QB,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.0,0.0,0.0,0.1
49,"Wolford, John",LAR,@MIA,QB,0.1,0.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,-0.4,0.0,0.0,0.0,0.0
50,"Hill, Taysom",NOS,@CHI,QB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,"McCoy, Colt",NYG,TBB,QB,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,"Daniel, Chase",DET,IND,QB,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,"Mannion, Sean",MIN,@GBP,QB,0.4,0.3,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,-1.6,0.0,0.0,0.0,-0.1

