Rank,Player,Team,Opp,Position,Rush,Rush Yds,Rush TDs,0-9 RushTDs,10-19 RushTDs,20-29 RushTDs,30-39 RushTDs,40-49 RushTDs,50+ RushTDs,Tgt,RZTgt,Rec,Rec Yds,Rec TDs,>= 50yds,>= 100yds,Punt Ret Yds,Kick Ret Yds,Fum Lost,Scoring Opps,Pts
1,"McCaffrey, Christian",CAR,DEN,RB,18.6,78.0,0.9,0.7,0.0,0.0,0.0,0.0,0.1,8.4,0.9,6.7,52.0,0.2,0.7,0.1,0.0,0.0,0.0,2.6,26.3
2,"Jones, Aaron",GBP,@DET,RB,17.3,78.0,0.8,0.6,0.1,0.0,0.0,0.0,0.1,5.3,0.6,4.1,33.0,0.2,0.1,0.1,0.0,0.0,0.0,2.0,21.5
3,"Henry, Derrick",TEN,@JAC,RB,23.8,120.0,1.1,0.7,0.2,0.1,0.0,0.0,0.1,2.0,0.1,1.3,10.0,0.1,0.0,0.0,0.0,0.0,0.1,2.3,21.2
4,"Kamara, Alvin",NOS,@PHI,RB,11.9,53.0,0.6,0.6,0.0,0.0,0.0,0.0,0.0,7.4,0.9,5.8,49.0,0.2,0.2,0.1,1.0,6.0,0.0,1.8,21.0
5,"Cook, Dalvin",MIN,@TBB,RB,18.5,90.0,1.0,0.7,0.0,0.1,0.0,0.0,0.1,3.7,0.1,3.1,27.0,0.0,0.1,0.1,0.0,0.0,0.3,2.0,20.3
6,"Robinson, James",JAC,TEN,RB,18.0,81.0,0.5,0.3,0.1,0.0,0.0,0.0,0.0,4.7,0.4,3.5,25.0,0.2,0.1,0.1,0.0,0.0,0.1,1.3,17.7
7,"Mixon, Joe",CIN,DAL,RB,18.6,73.0,0.4,0.3,0.1,0.0,0.0,0.0,0.0,4.2,0.6,3.2,24.0,0.2,0.1,0.1,0.0,1.0,0.0,2.1,16.6
8,"Elliott, Ezekiel",DAL,@CIN,RB,17.7,74.0,0.5,0.4,0.1,0.0,0.0,0.0,0.0,5.0,0.6,3.5,24.0,0.2,0.1,0.1,0.0,0.0,0.3,1.8,16.6
9,"Jacobs, Josh",LVR,IND,RB,19.7,82.0,0.7,0.5,0.2,0.0,0.0,0.0,0.0,3.0,0.2,2.4,16.0,0.0,0.1,0.0,0.0,0.0,0.2,1.9,16.3
10,"Gibson, Antonio",WAS,@SFO,RB,12.9,59.0,0.9,0.6,0.1,0.1,0.1,0.0,0.0,3.4,0.3,2.7,21.0,0.0,0.1,0.0,0.0,0.0,0.2,1.8,16.2
11,"Chubb, Nick",CLE,BAL,RB,18.0,95.0,0.5,0.3,0.1,0.1,0.0,0.0,0.0,2.6,0.4,1.9,14.0,0.1,0.1,0.0,0.0,0.0,0.1,1.4,16.2
12,"Thompson, Chris",JAC,TEN,RB,13.9,63.0,0.4,0.3,0.1,0.0,0.0,0.0,0.0,4.4,0.3,3.5,25.0,0.2,0.1,0.1,0.0,0.0,0.0,1.3,15.7
13,"Carson, Chris",SEA,NYJ,RB,13.4,60.0,0.6,0.5,0.1,0.1,0.0,0.0,0.0,3.3,0.3,2.6,17.0,0.2,0.1,0.0,0.0,0.0,0.1,1.9,15.3
14,"Mostert, Raheem",SFO,WAS,RB,12.2,57.0,0.8,0.5,0.2,0.0,0.0,0.0,0.1,2.7,0.3,2.2,20.0,0.1,0.1,0.0,0.0,3.0,0.1,1.4,15.2
15,"Gurley, Todd",ATL,@LAC,RB,17.2,63.0,0.9,0.7,0.1,0.0,0.1,0.0,0.0,2.8,0.4,2.0,11.0,0.1,0.0,0.0,0.0,0.0,0.0,2.0,15.1
16,"Swift, D'Andre",DET,GBP,RB,11.7,47.0,0.6,0.6,0.0,0.0,0.0,0.0,0.0,3.8,0.6,3.0,27.0,0.2,0.1,0.1,0.0,0.0,0.0,1.4,14.8
17,"Conner, James",PIT,@BUF,RB,15.1,65.0,0.5,0.4,0.1,0.0,0.0,0.0,0.0,3.6,0.5,3.0,18.0,0.1,0.1,0.0,0.0,0.0,0.0,1.2,14.8
18,"Montgomery, David",CHI,HOU,RB,16.8,66.0,0.3,0.2,0.0,0.0,0.0,0.0,0.0,4.3,0.7,3.2,23.0,0.2,0.1,0.1,0.0,0.0,0.1,1.8,14.6
19,"Drake, Kenyan",ARI,@NYG,RB,15.7,68.0,0.7,0.5,0.0,0.0,0.0,0.0,0.1,3.2,0.3,2.3,16.0,0.0,0.1,0.0,0.0,0.0,0.1,1.9,14.6
20,"Ekeler, Austin",LAC,ATL,RB,10.1,43.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,6.1,0.7,4.6,42.0,0.1,0.2,0.1,0.0,0.0,0.0,0.9,14.4
21,"Edwards-Helaire, Clyde",KCC,@MIA,RB,12.3,55.0,0.4,0.2,0.2,0.1,0.0,0.0,0.0,3.8,0.6,2.7,21.0,0.1,0.1,0.0,0.0,0.0,0.0,1.0,13.7
22,"Gallman, Wayne",NYG,ARI,RB,13.3,46.0,0.7,0.7,0.0,0.0,0.0,0.0,0.0,3.3,0.6,2.4,15.0,0.0,0.1,0.0,0.0,1.0,0.1,1.6,13.1
23,"Gaskin, Myles",MIA,KCC,RB,14.0,50.0,0.4,0.4,0.0,0.0,0.0,0.0,0.0,4.3,0.6,3.4,23.0,0.0,0.1,0.1,0.0,0.0,0.1,1.7,12.8
24,"Akers, Cam",LAR,NEP,RB,11.5,55.0,0.6,0.6,0.0,0.0,0.0,0.0,0.0,1.8,0.3,1.3,10.0,0.2,0.0,0.0,0.0,0.0,0.0,1.7,12.7
25,"Hunt, Kareem",CLE,BAL,RB,11.6,50.0,0.3,0.2,0.1,0.0,0.0,0.0,0.0,3.5,0.6,2.6,19.0,0.2,0.1,0.0,0.0,2.0,0.0,1.2,12.7
26,"Taylor, Jonathan",IND,@LVR,RB,12.7,51.0,0.4,0.4,0.0,0.0,0.0,0.0,0.0,3.2,0.2,2.8,23.0,0.0,0.1,0.1,0.0,0.0,0.1,1.3,12.4
27,"Davis, Mike",CAR,DEN,RB,10.4,41.0,0.3,0.2,0.0,0.0,0.0,0.0,0.0,4.8,0.7,3.8,24.0,0.1,0.1,0.1,0.0,1.0,0.1,1.3,12.4
28,"Sanders, Miles",PHI,NOS,RB,11.4,60.0,0.3,0.2,0.0,0.0,0.0,0.0,0.1,3.7,0.4,2.4,19.0,0.1,0.1,0.0,0.0,3.0,0.2,1.2,12.3
29,"Jones, Ronald",TBB,MIN,RB,11.5,58.0,0.3,0.2,0.0,0.0,0.0,0.0,0.1,3.5,0.2,2.4,17.0,0.1,0.1,0.0,0.0,0.0,0.2,0.9,12.0
30,"Gordon, Melvin",DEN,@CAR,RB,13.3,55.0,0.6,0.4,0.0,0.1,0.0,0.0,0.0,2.8,0.2,2.1,12.0,0.1,0.1,0.0,0.0,0.0,0.3,1.0,11.9
31,"Michel, Sony",NEP,@LAR,RB,13.4,65.0,0.3,0.3,0.0,0.0,0.0,0.0,0.0,2.2,0.3,1.5,16.0,0.1,0.1,0.0,0.0,1.0,0.0,1.1,11.8
32,"Fournette, Leonard",TBB,MIN,RB,10.0,42.0,0.4,0.3,0.0,0.0,0.0,0.1,0.0,4.7,0.6,3.4,21.0,0.0,0.1,0.0,0.0,0.0,0.0,1.1,11.8
33,"Harris, Damien",NEP,@LAR,RB,11.9,59.0,0.4,0.3,0.0,0.1,0.0,0.0,0.0,2.2,0.3,1.6,14.0,0.1,0.1,0.0,0.0,0.0,0.0,1.3,11.5
34,"Williams, Jamaal",GBP,@DET,RB,9.6,40.0,0.2,0.1,0.1,0.0,0.0,0.0,0.0,3.7,0.3,3.0,22.0,0.2,0.1,0.0,0.0,2.0,0.0,0.9,11.3
35,"Moss, Zack",BUF,PIT,RB,10.0,46.0,0.4,0.4,0.0,0.0,0.0,0.0,0.0,2.6,0.1,2.0,15.0,0.1,0.1,0.0,0.0,0.0,0.0,1.1,10.9
36,"Dobbins, J.K.",BAL,@CLE,RB,9.6,48.0,0.4,0.4,0.0,0.0,0.0,0.0,0.0,2.1,0.1,1.7,13.0,0.1,0.1,0.0,0.0,0.0,0.1,0.5,10.5
37,"Edmonds, Chase",ARI,@NYG,RB,6.2,29.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,3.4,0.6,2.8,22.0,0.2,0.1,0.0,0.0,21.0,0.0,0.6,9.8
38,"Johnson, Duke",HOU,@CHI,RB,8.9,30.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,3.3,0.7,2.4,22.0,0.1,0.1,0.0,0.0,0.0,0.1,0.7,9.6
39,"Murray, Latavius",NOS,@PHI,RB,10.1,46.0,0.3,0.2,0.0,0.0,0.1,0.0,0.0,1.8,0.3,1.5,12.0,0.0,0.1,0.0,0.0,0.0,0.0,0.8,9.5
40,"Ingram, Mark",BAL,@CLE,RB,9.9,46.0,0.4,0.3,0.0,0.0,0.1,0.0,0.0,1.3,0.1,1.1,10.0,0.1,0.0,0.0,0.0,0.0,0.1,1.2,9.5
41,"Hines, Nyheim",IND,@LVR,RB,4.6,15.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,4.6,0.5,3.2,27.0,0.2,0.1,0.1,12.0,6.0,0.0,0.8,9.0
42,"McKissic, J.D.",WAS,@SFO,RB,4.5,21.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,5.3,0.5,3.7,27.0,0.0,0.1,0.1,0.0,0.0,0.1,0.2,9.0
43,"Bernard, Giovani",CIN,DAL,RB,6.0,19.0,0.1,0.1,0.1,0.0,0.0,0.0,0.0,4.1,0.6,3.1,24.0,0.1,0.1,0.1,0.0,3.0,0.0,0.9,8.8
44,"Singletary, Devin",BUF,PIT,RB,9.9,45.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,3.5,0.3,2.4,17.0,0.0,0.1,0.0,0.0,0.0,0.1,0.5,8.7
45,"Peterson, Adrian",DET,GBP,RB,10.6,41.0,0.4,0.4,0.0,0.0,0.0,0.0,0.0,1.7,0.1,1.2,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,8.7
46,"Hyde, Carlos",SEA,NYJ,RB,9.3,36.0,0.3,0.2,0.0,0.1,0.0,0.0,0.0,1.8,0.1,1.4,12.0,0.1,0.1,0.0,0.0,1.0,0.0,0.9,8.2
47,"Henderson, Darrell",LAR,NEP,RB,9.1,38.0,0.3,0.3,0.0,0.0,0.0,0.0,0.0,1.6,0.1,1.2,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,8.1
48,"McKinnon, Jerick",SFO,WAS,RB,6.6,25.0,0.3,0.2,0.1,0.0,0.0,0.0,0.0,2.8,0.4,2.0,15.0,0.1,0.1,0.0,0.0,10.0,0.0,0.8,8.1
49,"Brown, Malcolm",LAR,NEP,RB,8.1,35.0,0.4,0.4,0.0,0.0,0.0,0.0,0.0,1.5,0.2,1.1,7.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6,7.9
