Rank,Player,Team,Opp,Position,Tgt,RZTgt,Rec,Rec Yds,Rec TDs,0-9 RecTDs,10-19 RecTDs,20-29 RecTDs,30-39 RecTDs,40-49 RecTDs,50+ RecTDs,Rush Yds,Rush TDs,Punt Ret Yds,Kick Ret Yds,Fum Lost,Scoring Opps,Pts
1,"Waller, Darren",LVR,DEN,TE,6.8,0.9,5.4,56.0,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.5,12.6
2,"Hockenson, T.J.",DET,WAS,TE,6.2,1.0,4.6,44.0,0.3,0.3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,11.1
3,"Engram, Evan",NYG,PHI,TE,7.4,1.0,4.4,47.0,0.2,0.1,0.1,0.0,0.0,0.0,0.0,2.0,0.1,0.0,0.0,0.0,0.8,11.0
4,"Gronkowski, Rob",TBB,@CAR,TE,6.0,1.0,4.0,45.0,0.4,0.2,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,10.8
5,"Fant, Noah",DEN,@LVR,TE,5.5,0.4,4.0,48.0,0.3,0.1,0.1,0.1,0.0,0.0,0.0,-0.3,0.0,0.0,0.0,0.0,0.3,10.5
6,"Graham, Jimmy",CHI,MIN,TE,5.3,0.8,4.0,40.0,0.4,0.3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,10.3
7,"Goedert, Dallas",PHI,@NYG,TE,5.9,0.6,4.1,44.0,0.2,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.4,9.9
8,"Andrews, Mark",BAL,@NEP,TE,4.8,0.7,3.1,40.0,0.5,0.2,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,9.9
9,"Higbee, Tyler",LAR,SEA,TE,5.0,0.7,3.7,42.0,0.3,0.2,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,9.8
10,"Ebron, Eric",PIT,CIN,TE,5.9,1.1,3.9,37.0,0.3,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.5,9.5
