Rank,Player,Team,Position,Rush,Rush Yds,Rush TDs,0-9 RushTDs,10-19 RushTDs,20-29 RushTDs,30-39 RushTDs,40-49 RushTDs,50+ RushTDs,>= 50yds,>= 100yds,>= 150yds,>= 200yds,Tgt,RZTgt,Rec,Rec Yds,Rec TDs,>= 50yds,>= 100yds,Punt Ret Yds,Kick Ret Yds,Fum Lost,Scoring Opps,Pts
105,"Homer, Travis",SEA,RB,15.7,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.1,0.0,0.0,10.0,0.7,7.2,46.0,0.0,0.2,0.1,0.0,148.0,0.0,0.7,17.7
106,"Ingold, Alec",LVR,RB,8.9,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,6.2,1.8,6.0,42.0,0.5,0.2,0.1,0.0,0.0,0.0,2.8,14.8
107,"Janovich, Andy",CLE,RB,1.7,3.0,1.1,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.1,4.0,33.0,0.0,0.1,0.1,0.0,17.0,0.0,1.1,14.2
108,"Perine, Lamical",NYJ,RB,18.2,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.1,0.0,0.0,7.4,1.3,5.3,15.0,0.0,0.1,0.0,0.0,110.0,0.5,0.0,12.2
109,"Whyte, Kerrith",FA,RB,24.0,107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.2,0.1,0.0,1.8,0.0,0.8,6.0,0.0,0.0,0.0,0.0,219.0,0.0,0.0,12.1
110,"Kelley, Joshua",LAC,RB,16.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.1,0.0,0.0,5.6,1.4,4.2,22.0,0.0,0.1,0.0,0.0,2.0,0.0,0.8,11.6
111,"Ozigbo, Devine",JAC,RB,11.7,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.1,0.0,0.0,6.6,0.0,4.1,31.0,0.0,0.1,0.1,42.0,27.0,0.0,0.2,11.1
112,"Sherman, Anthony",KCC,RB,9.9,32.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,4.4,0.9,3.4,27.0,0.0,0.1,0.1,0.0,0.0,0.0,1.1,10.7
113,"Kelly, John",FA,RB,19.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.1,0.0,0.0,1.8,0.0,1.5,16.0,0.0,0.1,0.0,0.0,0.0,0.0,1.2,9.4
114,"Washington, Dwayne",NOS,RB,11.6,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.1,0.1,0.0,1.8,0.0,1.5,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,9.2
115,"Johnson, Jakob",NEP,RB,10.4,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,7.3,0.4,3.4,19.0,0.0,0.1,0.0,0.0,249.0,0.0,0.4,7.8
116,"Smith, Keith",ATL,RB,5.0,19.0,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.1,0.0,0.0,0.0,3.7,0.0,2.4,19.0,0.0,0.1,0.0,35.0,57.0,0.0,0.2,7.6
117,"Cannon, Trenton",CAR,RB,12.8,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,3.8,1.2,2.4,13.0,0.0,0.1,0.0,9.0,108.0,0.0,1.2,7.3
118,"Ervin, Tyler",GBP,RB,2.3,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,6.1,0.0,3.7,21.0,0.0,0.1,0.0,169.0,239.0,0.0,0.0,7.1
119,"Johnson, D'Ernest",CLE,RB,0.3,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2,0.0,3.7,30.0,0.0,0.1,0.1,68.0,297.0,0.0,0.0,6.9
120,"Ricard, Patrick",BAL,RB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.2,0.0,4.0,26.0,0.0,0.1,0.1,0.0,1.0,0.0,0.0,6.6
121,"Nall, Ryan",CHI,RB,11.5,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,3.7,0.6,2.3,15.0,0.0,0.1,0.0,0.0,48.0,0.0,0.3,6.2
122,"Barner, Kenjon",TBB,RB,3.8,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,3.4,0.0,2.5,9.0,0.0,0.0,0.0,176.0,257.0,0.0,0.0,5.8
123,"Howell, Buddy",HOU,RB,2.8,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,0.0,1.4,28.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,5.0
124,"Blasingame, Khari",TEN,RB,1.7,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.6,2.5,19.0,0.0,0.1,0.0,0.0,0.0,0.0,0.6,4.9
125,"Moss, Zack",BUF,RB,5.1,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,5.4,0.0,2.7,9.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,4.8
126,"Bellamy, LaVante",FA,RB,4.7,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,3.9,0.0,0.8,6.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.4
127,"McFarland, Anthony",PIT,RB,10.5,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,1.7,0.6,0.7,5.0,0.0,0.0,0.0,0.0,25.0,0.0,0.6,2.7
128,"Armah, Alexander",CAR,RB,4.6,6.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.2,0.9,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,2.6
129,"Ortiz, Ricky",FA,RB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,1.9
130,"Watt, Derek",PIT,RB,3.1,4.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,0.7,0.5,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,1.9
131,"Logan, T.J.",TBB,RB,1.9,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.9,4.0,0.0,0.0,0.0,96.0,244.0,0.0,1.0,1.7
132,"Jones, Taiwan",BUF,RB,2.6,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.3,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3,1.6
133,"Bellore, Nick",SEA,RB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,1.0,0.2,0.0,0.0,0.0,0.0,0.0,0.2,1.5
134,"Penny, Elijhaa",NYG,RB,6.4,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8
135,"Nix, Roosevelt",FA,RB,0.4,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,1.3,0.4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.7
136,"Williams, Dexter",FA,RB,6.8,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.5
137,"Jones Jr., Tony",FA,RB,1.4,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.1,0.1,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.3
138,"Taylor, Patrick",GBP,RB,2.3,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.2
139,"Burton, Michael",NOS,RB,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.9,0.1
140,"Feaster, Tavien",FA,RB,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
141,"Gillaspia, Cullen",HOU,RB,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
142,"Higdon, Karan",FA,RB,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143,"Bawden, Nick",DET,RB,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0
144,"Reynolds, Craig",JAC,RB,1.4,-1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,22.0,47.0,0.0,0.0,-0.1
145,"Pierce, Artavis",CHI,RB,2.2,-2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,-0.2
146,"Brooks-James, Tony",ATL,RB,2.2,-5.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.0,0.0,0.1,0.0,0.0,0.0,0.0,50.0,0.0,1.1,-0.5
147,"Dowdle, Rico",DAL,RB,4.1,-5.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,1.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4,-0.6
148,"Perine, Samaje",CIN,RB,2.3,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,-0.9
149,"Huntley, Jason",PHI,RB,1.1,-4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,215.0,1.0,0.0,-2.5
150,"Holyfield, Elijah",PHI,RB,0.8,-3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,215.0,1.1,0.0,-2.5

