Rank,Player,Team,Opp,Position,Rush,Rush Yds,Rush TDs,0-9 RushTDs,10-19 RushTDs,20-29 RushTDs,30-39 RushTDs,40-49 RushTDs,50+ RushTDs,Tgt,RZTgt,Rec,Rec Yds,Rec TDs,>= 50yds,>= 100yds,Punt Ret Yds,Kick Ret Yds,Fum Lost,Scoring Opps,Pts
1,"Cook, Dalvin",MIN,@CHI,RB,16.5,88.0,1.0,0.8,0.0,0.1,0.1,0.0,0.1,4.5,0.2,3.3,37.0,0.2,0.1,0.1,0.0,0.0,0.1,2.1,22.9
2,"Jones, Aaron",GBP,JAC,RB,15.7,71.0,0.9,0.6,0.1,0.1,0.0,0.0,0.1,4.8,0.6,3.7,29.0,0.2,0.1,0.1,0.0,0.0,0.1,2.0,20.2
3,"Robinson, James",JAC,@GBP,RB,18.6,79.0,0.6,0.4,0.2,0.0,0.0,0.0,0.0,5.2,0.5,4.0,31.0,0.2,0.1,0.1,0.0,0.0,0.1,1.3,19.8
4,"Kamara, Alvin",NOS,SFO,RB,10.7,51.0,0.5,0.4,0.1,0.0,0.0,0.0,0.0,7.3,0.9,5.9,48.0,0.1,0.2,0.1,1.0,8.0,0.0,1.4,19.6
5,"Henry, Derrick",TEN,IND,RB,19.4,97.0,1.1,0.7,0.2,0.1,0.0,0.0,0.1,1.6,0.1,1.1,12.0,0.0,0.0,0.0,0.0,0.0,0.1,2.0,18.9
6,"Hunt, Kareem",CLE,HOU,RB,13.0,62.0,0.3,0.2,0.1,0.0,0.0,0.0,0.0,5.0,0.8,4.0,34.0,0.4,0.1,0.1,0.0,4.0,0.0,1.1,17.8
7,"Chubb, Nick",CLE,HOU,RB,17.0,82.0,0.6,0.3,0.2,0.1,0.0,0.0,0.0,3.1,0.6,2.2,16.0,0.2,0.1,0.0,0.0,0.0,0.1,1.5,16.2
8,"Jacobs, Josh",LVR,DEN,RB,19.0,80.0,0.6,0.4,0.1,0.0,0.0,0.0,0.0,2.7,0.3,2.5,20.0,0.0,0.1,0.0,0.0,0.0,0.1,1.5,15.6
9,"Davis, Mike",CAR,TBB,RB,12.0,52.0,0.3,0.3,0.0,0.0,0.0,0.0,0.0,5.0,0.8,4.0,30.0,0.2,0.1,0.1,0.0,0.0,0.1,1.4,15.4
10,"Conner, James",PIT,CIN,RB,16.0,68.0,0.6,0.4,0.2,0.0,0.0,0.0,0.0,3.3,0.4,2.7,18.0,0.1,0.1,0.0,0.0,0.0,0.1,1.2,15.3
11,"Sanders, Miles",PHI,@NYG,RB,14.0,65.0,0.5,0.2,0.1,0.1,0.0,0.0,0.1,3.2,0.5,2.3,21.0,0.1,0.1,0.0,0.0,3.0,0.1,1.2,14.8
12,"Edmonds, Chase",ARI,BUF,RB,14.0,66.0,0.4,0.2,0.1,0.1,0.0,0.0,0.0,3.2,0.5,2.6,21.0,0.1,0.1,0.0,0.0,13.0,0.0,0.6,14.7
13,"Kelley, Joshua",LAC,@MIA,RB,11.8,46.0,0.3,0.3,0.1,0.0,0.0,0.0,0.0,4.5,0.2,3.7,37.0,0.1,0.1,0.1,0.0,0.0,0.1,0.6,14.1
14,"Taylor, Jonathan",IND,@TEN,RB,16.0,65.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,2.4,0.2,2.2,22.0,0.0,0.1,0.0,1.0,0.0,0.1,1.2,13.8
15,"Fournette, Leonard",TBB,@CAR,RB,11.0,50.0,0.4,0.3,0.0,0.0,0.0,0.1,0.0,5.0,0.4,3.8,24.0,0.0,0.1,0.1,0.0,0.0,0.0,0.9,13.3
16,"Gordon, Melvin",DEN,@LVR,RB,14.0,57.0,0.5,0.4,0.0,0.0,0.0,0.1,0.0,3.8,0.2,2.8,15.0,0.1,0.1,0.0,0.0,0.0,0.3,1.0,12.9
17,"Henderson, Darrell",LAR,SEA,RB,14.0,62.0,0.5,0.4,0.1,0.0,0.0,0.0,0.0,2.1,0.2,1.5,13.0,0.1,0.1,0.0,0.0,0.0,0.0,1.4,12.8
18,"Scott, Boston",PHI,@NYG,RB,12.0,56.0,0.4,0.3,0.1,0.0,0.0,0.0,0.0,3.0,0.6,2.3,18.0,0.1,0.1,0.0,1.0,22.0,0.0,1.1,12.8
19,"Bernard, Giovani",CIN,@PIT,RB,10.0,37.0,0.3,0.2,0.1,0.0,0.0,0.0,0.0,3.5,0.5,3.1,24.0,0.3,0.1,0.1,0.0,3.0,0.0,1.2,12.7
20,"Gibson, Antonio",WAS,@DET,RB,12.0,48.0,0.6,0.4,0.2,0.0,0.0,0.0,0.0,2.9,0.1,2.4,21.0,0.0,0.1,0.0,0.0,0.0,0.2,1.1,12.5
21,"Swift, D'Andre",DET,WAS,RB,10.3,41.0,0.5,0.4,0.0,0.0,0.0,0.0,0.0,3.5,0.6,2.8,22.0,0.1,0.1,0.0,0.0,0.0,0.0,1.2,12.5
22,"Thompson, Chris",JAC,@GBP,RB,2.7,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4,0.6,5.2,38.0,0.1,0.2,0.1,1.0,0.0,0.0,0.3,12.5
