Rank,Player,Team,Opp,Position,Tack,Asst,Scks,PassDef,Int,FumFrc,Fum,DefTD,Pts
1,"Smith, Jaylon",DAL,@MIN,LB,6.2,4.5,0.1,0.5,0.0,0.0,0.0,0.0,9.2
2,"Kendricks, Eric",MIN,DAL,LB,6.5,3.2,0.1,0.6,0.1,0.1,0.0,0.0,9.2
3,"White, Devin",TBB,LAR,LB,6.4,2.9,0.5,0.3,0.0,0.1,0.1,0.0,8.9
4,"Brown, Jayon",TEN,@BAL,LB,5.8,3.3,0.1,0.8,0.1,0.2,0.1,0.0,8.8
5,"Leonard, Darius",IND,GBP,LB,5.7,3.2,0.2,0.5,0.2,0.1,0.1,0.0,8.6
6,"Johnson, A.J.",DEN,MIA,LB,6.1,3.8,0.1,0.2,0.0,0.1,0.0,0.0,8.5
7,"Wagner, Bobby",SEA,ARI,LB,5.5,3.8,0.3,0.4,0.0,0.0,0.0,0.0,8.2
8,"Kiser, Micah",LAR,@TBB,LB,5.6,3.2,0.3,0.3,0.0,0.1,0.0,0.0,8.1
9,"Cunningham, Zach",HOU,NEP,LB,5.9,3.4,0.2,0.2,0.0,0.0,0.0,0.0,8.0
10,"Hicks, Jordan",ARI,@SEA,LB,5.8,3.3,0.1,0.2,0.1,0.1,0.0,0.0,7.9
11,"Oluokun, Foyesade",ATL,@NOS,LB,5.4,2.5,0.1,0.4,0.1,0.3,0.0,0.0,7.8
12,"David, Lavonte",TBB,LAR,LB,5.4,2.3,0.2,0.4,0.1,0.1,0.1,0.0,7.5
13,"Hewitt, Neville",NYJ,@LAC,LB,5.4,3.2,0.1,0.2,0.0,0.0,0.0,0.0,7.3
14,"Wilson, Eric",MIN,DAL,LB,4.4,2.9,0.3,0.4,0.2,0.1,0.1,0.0,7.2
15,"Jones, Deion",ATL,@NOS,LB,4.7,2.8,0.2,0.5,0.1,0.0,0.0,0.0,7.2
16,"Thompson, Shaq",CAR,DET,LB,4.7,3.2,0.1,0.4,0.0,0.1,0.0,0.0,7.1
17,"Adams, Tyrell",HOU,NEP,LB,4.8,3.7,0.1,0.2,0.0,0.0,0.0,0.0,7.0
18,"Schobert, Joe",JAC,PIT,LB,4.8,3.1,0.1,0.2,0.1,0.0,0.0,0.0,7.0
19,"Singleton, Alex",PHI,@CLE,LB,4.7,3.0,0.0,0.3,0.1,0.1,0.0,0.0,6.9
20,"Vander Esch, Leighton",DAL,@MIN,LB,4.6,3.3,0.2,0.2,0.0,0.2,0.0,0.0,6.8
21,"Kirksey, Christian",GBP,@IND,LB,4.8,2.4,0.5,0.0,0.0,0.1,0.1,0.0,6.8
22,"Jack, Myles",JAC,PIT,LB,4.3,3.1,0.1,0.3,0.1,0.1,0.1,0.0,6.6
23,"Queen, Patrick",BAL,TEN,LB,4.8,1.8,0.3,0.1,0.0,0.2,0.1,0.0,6.5
24,"Collins, Jamie",DET,@CAR,LB,4.2,2.7,0.1,0.3,0.1,0.2,0.1,0.0,6.5
25,"Langi, Harvey",NYJ,@LAC,LB,4.0,3.5,0.2,0.3,0.0,0.1,0.0,0.0,6.4
26,"Williams, Vince",PIT,@JAC,LB,4.6,1.8,0.4,0.2,0.1,0.1,0.1,0.0,6.4
27,"Davis, Demario",NOS,ATL,LB,4.6,1.8,0.3,0.5,0.0,0.0,0.0,0.0,6.4
28,"Kwiatkoski, Nick",LVR,KCC,LB,4.6,1.7,0.0,0.4,0.1,0.1,0.0,0.0,6.2
29,"Baker, Jerome",MIA,@DEN,LB,4.3,2.6,0.1,0.2,0.0,0.1,0.0,0.0,6.1
30,"Bostic, Jon",WAS,CIN,LB,4.2,3.3,0.2,0.1,0.0,0.0,0.0,0.0,6.1
31,"Okereke, Bobby",IND,GBP,LB,4.6,1.5,0.0,0.4,0.1,0.0,0.0,0.0,5.9
32,"Evans, Rashaan",TEN,@BAL,LB,4.4,2.7,0.1,0.1,0.0,0.0,0.0,0.0,5.9
33,"Walker, Mykal",ATL,@NOS,LB,3.9,2.2,0.0,0.4,0.1,0.1,0.0,0.0,5.7
34,"Onwuasor, Patrick",NYJ,@LAC,LB,3.5,3.0,0.2,0.3,0.0,0.1,0.0,0.0,5.6
35,"Jewell, Josey",DEN,MIA,LB,3.9,2.3,0.1,0.0,0.0,0.0,0.0,0.0,5.3
36,"Wilson, Damien",KCC,@LVR,LB,4.2,1.8,0.0,0.1,0.0,0.1,0.0,0.0,5.3
37,"Campbell, De'Vondre",ARI,@SEA,LB,3.9,1.8,0.1,0.1,0.1,0.1,0.0,0.0,5.2
38,"Goodson, B.J.",CLE,PHI,LB,3.6,2.0,0.0,0.2,0.2,0.0,0.0,0.0,5.2
39,"Hitchens, Anthony",KCC,@LVR,LB,3.8,2.6,0.1,0.1,0.0,0.0,0.0,0.0,5.2
40,"Pratt, Germaine",CIN,@WAS,LB,3.7,2.5,0.0,0.1,0.0,0.0,0.0,0.0,5.1
41,"Landry, Harold",TEN,@BAL,LB,3.6,1.3,0.4,0.3,0.0,0.0,0.0,0.0,5.1
42,"Watt, T.J.",PIT,@JAC,LB,2.7,1.0,0.9,0.6,0.1,0.2,0.1,0.0,5.1
43,"Jenkins, Jordan",NYJ,@LAC,LB,3.1,2.7,0.3,0.3,0.0,0.1,0.0,0.0,5.1
44,"Mercilus, Whitney",HOU,NEP,LB,3.1,2.5,0.4,0.2,0.0,0.0,0.0,0.0,5.0
45,"Bynes, Josh",CIN,@WAS,LB,3.0,3.4,0.1,0.1,0.0,0.0,0.0,0.0,5.0
46,"Wright, K.J.",SEA,ARI,LB,3.2,2.0,0.1,0.5,0.1,0.0,0.0,0.0,5.0
47,"Bentley, Ja'Whaun",NEP,@HOU,LB,3.5,1.7,0.2,0.2,0.0,0.0,0.0,0.0,4.9
48,"Walker, Anthony",IND,GBP,LB,3.7,1.4,0.0,0.2,0.1,0.0,0.0,0.0,4.8
49,"Murray, Kenneth",LAC,NYJ,LB,3.2,2.4,0.0,0.3,0.0,0.0,0.0,0.0,4.7
50,"Spillane, Robert",PIT,@JAC,LB,3.3,1.1,0.5,0.2,0.1,0.0,0.0,0.0,4.7
51,"Holcomb, Cole",WAS,CIN,LB,3.3,1.7,0.1,0.1,0.1,0.1,0.0,0.0,4.6
52,"Pierre-Louis, Kevin",WAS,CIN,LB,3.1,2.0,0.1,0.3,0.0,0.0,0.0,0.0,4.6
53,"Edwards, T.J.",PHI,@CLE,LB,3.1,2.4,0.0,0.1,0.0,0.1,0.0,0.0,4.5
54,"Barrett, Shaq",TBB,LAR,LB,2.8,1.0,0.7,0.3,0.0,0.2,0.0,0.0,4.5
55,"Smith, Za'Darius",GBP,@IND,LB,2.5,1.1,0.8,0.0,0.0,0.2,0.1,0.0,4.2
56,"Chubb, Bradley",DEN,MIA,LB,2.7,1.1,0.6,0.1,0.0,0.1,0.0,0.0,4.0
57,"Simmons, Isaiah",ARI,@SEA,LB,2.6,1.2,0.1,0.4,0.1,0.0,0.0,0.0,3.9
58,"Reddick, Haason",ARI,@SEA,LB,2.5,1.3,0.4,0.2,0.0,0.0,0.0,0.0,3.8
59,"Dupree, Bud",PIT,@JAC,LB,2.2,0.8,0.7,0.1,0.0,0.2,0.0,0.0,3.6
60,"Van Noy, Kyle",MIA,@DEN,LB,2.4,1.1,0.1,0.3,0.0,0.1,0.1,0.0,3.6
61,"Morrow, Nicholas",LVR,KCC,LB,2.4,0.8,0.1,0.3,0.0,0.1,0.1,0.0,3.5
62,"Judon, Matt",BAL,TEN,LB,2.3,1.2,0.4,0.2,0.0,0.1,0.0,0.0,3.5
63,"Brooks, Jordyn",SEA,ARI,LB,1.7,2.0,0.1,0.4,0.0,0.1,0.1,0.0,3.4
64,"Davis, Jarrad",DET,@CAR,LB,2.3,1.2,0.1,0.1,0.0,0.2,0.1,0.0,3.4
65,"Floyd, Leonard",LAR,@TBB,LB,2.1,1.1,0.6,0.1,0.0,0.0,0.0,0.0,3.3
66,"Wilson, Mack",CLE,PHI,LB,2.4,1.3,0.0,0.1,0.0,0.0,0.0,0.0,3.2
67,"Roberts, Elandon",MIA,@DEN,LB,2.1,1.9,0.1,0.0,0.0,0.1,0.0,0.0,3.2
68,"Whitehead, Tahir",CAR,DET,LB,2.3,1.7,0.0,0.0,0.0,0.0,0.0,0.0,3.2
69,"Smith, Preston",GBP,@IND,LB,2.0,0.9,0.4,0.2,0.0,0.0,0.0,0.0,3.0
70,"Fort, L.J.",BAL,TEN,LB,2.2,1.0,0.2,0.1,0.0,0.1,0.1,0.0,3.0
71,"Anzalone, Alex",NOS,ATL,LB,1.9,1.7,0.1,0.0,0.0,0.0,0.0,0.0,2.9
72,"Dzubnar, Nick",TEN,@BAL,LB,2.1,0.9,0.1,0.2,0.0,0.1,0.0,0.0,2.9
73,"Jennings, Anfernee",NEP,@HOU,LB,1.8,1.3,0.1,0.1,0.0,0.0,0.0,0.0,2.8
74,"Perryman, Denzel",LAC,NYJ,LB,1.9,1.3,0.0,0.1,0.0,0.1,0.0,0.0,2.8
75,"Reed, Malik",DEN,MIA,LB,1.6,1.1,0.5,0.1,0.0,0.0,0.0,0.0,2.7
76,"Basham, Tarell",NYJ,@LAC,LB,1.6,0.7,0.3,0.3,0.1,0.1,0.1,0.0,2.7
77,"Ferguson, Jaylon",BAL,TEN,LB,1.8,1.0,0.3,0.0,0.0,0.0,0.0,0.0,2.6
78,"Davis, Thomas",WAS,CIN,LB,2.0,0.9,0.0,0.1,0.0,0.0,0.0,0.0,2.6
79,"Gay, Willie",KCC,@LVR,LB,1.7,0.9,0.1,0.2,0.0,0.0,0.0,0.0,2.5
80,"Reeder, Troy",LAR,@TBB,LB,1.6,0.9,0.3,0.1,0.0,0.1,0.0,0.0,2.5
81,"Tavai, Jahlani",DET,@CAR,LB,1.6,1.3,0.1,0.1,0.0,0.0,0.0,0.0,2.5
82,"Thomas, Joe",DAL,@MIN,LB,1.7,1.1,0.0,0.2,0.0,0.0,0.0,0.0,2.5
83,"Williamson, Avery",PIT,@JAC,LB,1.5,1.2,0.0,0.2,0.1,0.0,0.0,0.0,2.5
84,"Takitaki, Sione",CLE,PHI,LB,1.9,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4
85,"Kennard, Devon",ARI,@SEA,LB,1.9,0.4,0.3,0.0,0.0,0.0,0.0,0.0,2.4
86,"Wilson, Logan",CIN,@WAS,LB,1.3,0.6,0.2,0.2,0.2,0.0,0.0,0.0,2.3
87,"Van Ginkel, Andrew",MIA,@DEN,LB,1.3,1.6,0.1,0.1,0.0,0.0,0.0,0.0,2.3
88,"Riley, Duke",PHI,@CLE,LB,1.6,1.2,0.0,0.0,0.0,0.0,0.0,0.0,2.3
89,"Jones, Christian",DET,@CAR,LB,1.6,1.2,0.0,0.1,0.0,0.0,0.0,0.0,2.3
90,"Young, Kenny",LAR,@TBB,LB,1.6,1.1,0.0,0.1,0.0,0.0,0.0,0.0,2.2
91,"Bailey, Markus",CIN,@WAS,LB,1.5,0.9,0.1,0.1,0.0,0.0,0.0,0.0,2.1
92,"Martin, Kamal",GBP,@IND,LB,1.5,0.8,0.1,0.1,0.0,0.0,0.0,0.0,2.1
93,"Hamilton, Shaun Dion",WAS,CIN,LB,1.6,0.6,0.0,0.1,0.0,0.0,0.0,0.0,2.1
94,"Dye, Troy",MIN,DAL,LB,1.2,1.0,0.0,0.2,0.0,0.1,0.0,0.0,2.0
95,"Harrison, Malik",BAL,TEN,LB,1.3,1.0,0.1,0.0,0.0,0.0,0.0,0.0,1.9
96,"Summers, Ty",GBP,@IND,LB,1.5,0.6,0.0,0.0,0.0,0.0,0.0,0.0,1.9
97,"Ebukam, Samson",LAR,@TBB,LB,1.1,1.0,0.1,0.1,0.0,0.0,0.0,0.0,1.9
98,"Martin, Jake",HOU,NEP,LB,1.1,0.6,0.3,0.0,0.0,0.1,0.1,0.0,1.8
99,"McMillan, Raekwon",LVR,KCC,LB,1.4,0.6,0.0,0.1,0.0,0.0,0.0,0.0,1.8
100,"Niemann, Ben",KCC,@LVR,LB,1.2,0.7,0.1,0.0,0.0,0.0,0.0,0.0,1.6
101,"O'Daniel, Dorian",KCC,@LVR,LB,1.0,0.7,0.1,0.1,0.0,0.0,0.0,0.0,1.6
102,"Alexander, Kwon",NOS,ATL,LB,1.2,0.7,0.1,0.0,0.0,0.0,0.0,0.0,1.6
103,"Barton, Cody",SEA,ARI,LB,0.8,0.9,0.0,0.1,0.0,0.1,0.0,0.0,1.5
104,"Reynolds, LaRoy",ATL,@NOS,LB,0.9,0.8,0.0,0.1,0.0,0.0,0.0,0.0,1.5
105,"Burks, Oren",GBP,@IND,LB,0.8,0.5,0.0,0.0,0.0,0.3,0.0,0.0,1.4
106,"Grugier-Hill, Kamu",MIA,@DEN,LB,1.0,0.6,0.1,0.0,0.0,0.0,0.0,0.0,1.4
107,"Vigil, Nick",LAC,NYJ,LB,1.0,0.7,0.0,0.1,0.0,0.0,0.0,0.0,1.4
