Rank,Player,Team,Opp,Position,Rush,Rush Yds,Rush TDs,0-9 RushTDs,10-19 RushTDs,20-29 RushTDs,30-39 RushTDs,40-49 RushTDs,50+ RushTDs,Rec,Rec Yds,Rec TDs,>= 50yds,>= 100yds,Punt Ret Yds,Kick Ret Yds,Fum Lost,Scoring Opps,Pts
1,"Bell, Le'Veon",PIT,@CHI,RB,20.,95.8,0.6,0.5,0.,0.,0.,0.,0.,4.1,31.1,0.1,0.1,0.1,0.,0.,0.1,2.9,16.7
2,"Johnson, David",ARZ,DAL,RB,14.9,61.8,0.8,0.6,0.1,0.,0.,0.,0.,4.2,44.4,0.2,0.2,0.1,0.,3.6,0.2,2.9,16.2
3,"Gurley, Todd",LAR,@SFO,RB,20.3,76.2,0.6,0.5,0.,0.,0.,0.,0.,2.7,21.4,0.,0.1,0.,0.,0.3,0.,3.2,13.2
4,"Hunt, Kareem",KCC,@LAC,RB,14.7,64.9,0.4,0.3,0.,0.,0.,0.,0.,2.4,24.7,0.3,0.1,0.,0.,0.3,0.1,3.8,12.7
5,"McCaffrey, Christian",CAR,NOR,RB,16.5,65.3,0.6,0.5,0.1,0.,0.,0.,0.,2.7,21.4,0.1,0.,0.,0.,0.,0.1,4.4,12.6
6,"Howard, Jordan",CHI,PIT,RB,15.4,78.3,0.4,0.4,0.,0.,0.,0.,0.,1.8,18.2,0.1,0.1,0.,0.,0.,0.1,1.8,12.6
7,"Freeman, Devonta",ATL,@DET,RB,12.6,57.3,0.5,0.4,0.,0.,0.,0.,0.,3.3,29.2,0.1,0.1,0.1,0.,0.,0.1,3.8,12.4
8,"Lynch, Marshawn",OAK,@WAS,RB,12.5,56.4,0.7,0.5,0.,0.2,0.,0.,0.,2.6,22.1,0.1,0.1,0.,1.,0.,0.,2.4,12.3
9,"Gordon, Melvin",LAC,KCC,RB,17.7,66.2,0.4,0.4,0.,0.,0.,0.,0.,3.4,29.4,0.1,0.1,0.1,0.,0.,0.3,3.,11.8
10,"Anderson, C.J.",DEN,@BUF,RB,14.4,58.5,0.5,0.4,0.1,0.,0.,0.,0.,2.5,20.4,0.1,0.1,0.,0.,2.4,0.2,2.1,11.2
11,"Hyde, Carlos",SFO,LAR,RB,14.1,61.3,0.3,0.3,0.1,0.,0.,0.,0.,2.4,18.8,0.2,0.1,0.,0.,0.2,0.2,2.6,11.1
12,"Fournette, Leonard",JAC,BAL,RB,10.4,41.5,0.7,0.4,0.1,0.1,0.,0.,0.,3.1,22.8,0.,0.1,0.,0.,0.,0.1,2.3,10.9
13,"McFadden, Darren",DAL,@ARZ,RB,15.,74.2,0.4,0.3,0.,0.,0.,0.,0.1,2.1,16.2,0.,0.1,0.,0.,0.,0.2,3.4,10.9
14,"Gillislee, Mike",NEP,HOU,RB,11.8,53.3,0.7,0.6,0.,0.,0.,0.1,0.,0.9,7.6,0.1,0.,0.,0.,2.,0.,1.8,10.7
15,"Ingram, Mark",NOR,@CAR,RB,11.3,55.8,0.4,0.3,0.1,0.,0.,0.,0.,2.8,20.9,0.1,0.1,0.,0.,0.,0.1,3.,10.6
16,"Crowell, Isaiah",CLE,@IND,RB,14.3,62.7,0.4,0.3,0.1,0.,0.,0.,0.,2.5,20.,0.,0.1,0.,0.,0.,0.1,2.8,10.5
17,"Ajayi, Jay",MIA,@NYJ,RB,15.8,68.,0.4,0.2,0.1,0.1,0.,0.,0.,2.1,14.3,0.,0.1,0.,0.,0.,0.,1.4,10.4
