Rank,Player,Team,Opp,Position,XP,XPA,FG,Att,10-19,20-29,30-39,40-49,50+,Miss,Pts
1,"Tucker, Justin",BAL,@JAC,K,1.8,1.8,2.4,2.6,0.,0.4,0.7,0.8,0.5,0.2,10.3
2,"Bryant, Matt",ATL,@DET,K,3.4,3.5,1.7,1.9,0.,0.6,0.4,0.4,0.2,0.2,8.7
3,"Crosby, Mason",GBP,CIN,K,3.1,3.2,1.6,1.8,0.,0.4,0.6,0.3,0.2,0.2,8.2
4,"Bailey, Dan",DAL,@ARZ,K,2.5,2.5,1.8,2.,0.,0.5,0.6,0.4,0.3,0.2,8.1
5,"Boswell, Chris",PIT,@CHI,K,1.9,2.,1.9,2.1,0.,0.4,0.7,0.7,0.1,0.2,8.
6,"Lutz, Wil",NOR,@CAR,K,3.2,3.3,1.7,2.,0.1,0.4,0.6,0.4,0.1,0.3,7.9
7,"Gostkowski, Stephen",NEP,HOU,K,2.5,2.7,1.7,2.,0.1,0.4,0.5,0.6,0.1,0.2,7.8
8,"McManus, Brandon",DEN,@BUF,K,2.,2.,1.9,2.2,0.,0.6,0.7,0.4,0.2,0.3,7.7
9,"Vinatieri, Adam",IND,CLE,K,2.4,2.5,1.6,1.8,0.,0.3,0.4,0.5,0.3,0.2,7.6
10,"Koo, Younghoe",LAC,KCC,K,2.5,2.7,1.7,2.,0.,0.4,0.7,0.5,0.1,0.3,7.3
11,"Bullock, Randy",CIN,@GBP,K,2.2,2.5,1.8,2.2,0.,0.8,0.5,0.5,0.,0.3,7.2
12,"Walsh, Blair",SEA,@TEN,K,1.9,2.1,1.7,2.,0.,0.4,0.6,0.4,0.2,0.3,6.8
13,"Gano, Graham",CAR,NOR,K,2.2,2.4,1.6,2.,0.,0.4,0.4,0.7,0.1,0.4,6.7
14,"Prater, Matt",DET,ATL,K,1.6,1.7,1.5,1.8,0.,0.4,0.3,0.4,0.4,0.3,6.7
15,"Rosas, Aldrick",NYG,@PHI,K,2.3,2.5,1.3,1.4,0.,0.4,0.5,0.5,0.,0.1,6.6
16,"Santos, Cairo",KCC,@LAC,K,2.1,2.2,1.6,1.9,0.,0.4,0.7,0.4,0.1,0.3,6.6
17,"Myers, Jason",JAC,BAL,K,1.8,2.1,1.6,2.,0.,0.5,0.3,0.5,0.3,0.4,6.6
18,"Sturgis, Caleb",PHI,NYG,K,1.9,2.,1.6,2.,0.,0.5,0.6,0.4,0.2,0.4,6.5
19,"Hauschka, Steven",BUF,DEN,K,1.8,2.2,1.6,1.8,0.,0.5,0.6,0.4,0.1,0.2,6.4
20,"Forbath, Kai",MIN,TBB,K,1.7,2.,1.5,1.7,0.,0.4,0.5,0.4,0.1,0.2,6.3
21,"Fairbairn, Ka'imi",HOU,@NEP,K,1.5,1.7,1.7,2.,0.1,0.5,0.6,0.4,0.1,0.3,6.2
22,"Hopkins, Dustin",WAS,OAK,K,2.1,2.3,1.6,2.1,0.,0.6,0.5,0.3,0.1,0.5,5.9
23,"Gould, Robbie",SFO,LAR,K,2.,2.2,1.2,1.3,0.,0.3,0.4,0.4,0.1,0.1,5.8
24,"Janikowski, Sebastian",OAK,@WAS,K,1.9,2.1,1.3,1.7,0.,0.4,0.3,0.4,0.2,0.3,5.6
25,"Catanzaro, Chandler",NYJ,MIA,K,1.8,2.,1.4,1.8,0.,0.5,0.5,0.3,0.2,0.4,5.5
26,"Folk, Nick",TBB,@MIN,K,1.7,1.8,1.6,1.9,0.,0.6,0.7,0.2,0.1,0.4,5.5
27,"Succop, Ryan",TEN,SEA,K,1.8,1.9,1.,1.1,0.,0.2,0.3,0.4,0.1,0.1,5.2
28,"Dawson, Phil",ARZ,DAL,K,2.2,2.4,1.1,1.4,0.,0.2,0.3,0.4,0.1,0.3,5.1
29,"Parkey, Cody",MIA,@NYJ,K,2.,2.,1.2,1.5,0.,0.4,0.4,0.3,0.,0.3,4.8
30,"Gonzalez, Zane",CLE,@IND,K,1.3,1.4,1.3,1.6,0.,0.5,0.5,0.4,0.,0.3,4.8
31,"Zuerlein, Greg",LAR,@SFO,K,1.6,1.7,1.2,1.5,0.,0.2,0.6,0.2,0.1,0.3,4.7
32,"Barth, Connor",CHI,PIT,K,1.7,1.8,1.1,1.5,0.,0.4,0.4,0.2,0.1,0.4,4.2
