Rank,Player,Team,Opp,Position,GAMES_WON,GAMES_LOST,POINTS_SCORED,POINTS_DIFF,Pts
1,"Belichick, Bill",NEP,HOU,HC,1.,0.,35.,23.,28.4
2,"Tomlin, Mike",PIT,@CLE,HC,1.,0.,33.,20.,26.5
3,"Payton, Sean",NOR,TBB,HC,1.,0.,31.,14.,23.7
4,"Zimmer, Mike",MIN,SFO,HC,1.,0.,30.,13.,22.9
5,"Marrone, Doug",JAC,@NYG,HC,1.,0.,29.,14.,22.7
6,"Harbaugh, John",BAL,BUF,HC,1.,0.,28.,11.,21.3
7,"Lynn, Anthony",LAC,KCC,HC,1.,0.,27.,9.,20.2
8,"McCarthy, Mike",GBP,CHI,HC,1.,0.,26.,10.,20.
9,"Patricia, Matt",DET,NYJ,HC,1.,0.,27.,7.,19.6
10,"McVay, Sean",LAR,@OAK,HC,1.,0.,27.,5.,19.
11,"Reich, Frank",IND,CIN,HC,1.,0.,24.,7.,18.1
12,"Vrabel, Mike",TEN,@MIA,HC,1.,0.,24.,4.,17.2
13,"Rivera, Ron",CAR,DAL,HC,1.,0.,23.,1.,15.8
14,"Garrett, Jason",DAL,@CAR,HC,1.,0.,23.,1.,15.8
15,"Carroll, Pete",SEA,@DEN,HC,1.,0.,22.,2.,15.6
16,"Quinn, Dan",ATL,@PHI,HC,1.,0.,22.,1.,15.3
17,"Pederson, Doug",PHI,ATL,HC,1.,0.,22.,1.,15.3
18,"Gruden, Jay",WAS,@ARZ,HC,1.,0.,21.,1.,14.8
19,"Gruden, Jon",OAK,LAR,HC,0.,1.,23.,-4.,10.3
20,"Wilks, Steve",ARZ,WAS,HC,0.,1.,20.,-1.,9.7
21,"Campbell, Dan",MIA,TEN,HC,0.,1.,21.,-3.,9.6
22,"Joseph, Vance",DEN,SEA,HC,0.,1.,20.,-2.,9.4
23,"Bowles, Todd",NYJ,@DET,HC,0.,1.,20.,-7.,7.9
24,"Lewis, Marvin",CIN,@IND,HC,0.,1.,17.,-7.,6.4
25,"Reid, Andy",KCC,@LAC,HC,0.,1.,18.,-9.,6.3
26,"McDermott, Sean",BUF,@BAL,HC,0.,1.,17.,-11.,5.2
27,"Nagy, Matt",CHI,@GBP,HC,0.,1.,16.,-10.,5.
28,"Shurmer, Pat",NYG,JAC,HC,0.,1.,17.,-12.,4.9
29,"Shanahan, Kyle",SFO,@MIN,HC,0.,1.,17.,-13.,4.6
30,"Koetter, Dirk",TBB,@NOR,HC,0.,1.,17.,-14.,4.3
31,"Jackson, Hue",CLE,PIT,HC,0.,1.,16.,-17.,2.9
32,"O'Brien, Bill",HOU,@NEP,HC,0.,1.,12.,-23.,-0.9
