Rank,Player,Team,Opp,Position,Rush,Rush Yds,Rush TDs,0-9 RushTDs,10-19 RushTDs,20-29 RushTDs,30-39 RushTDs,40-49 RushTDs,50+ RushTDs,Rec,Rec Yds,Rec TDs,>= 50yds,>= 100yds,Punt Ret Yds,Kick Ret Yds,Fum Lost,Scoring Opps,Pts
1,"Elliott, Ezekiel",DAL,@CAR,RB,19.6,90.9,0.7,0.4,0.2,0.,0.,0.,0.1,2.4,25.,0.1,0.1,0.,0.,0.,0.,1.7,16.6
2,"Johnson, David",ARZ,WAS,RB,16.5,69.,0.7,0.6,0.,0.1,0.,0.,0.,4.2,42.8,0.1,0.2,0.1,0.1,1.1,0.2,2.1,16.
3,"Gurley, Todd",LAR,@OAK,RB,17.1,73.,0.6,0.5,0.,0.,0.,0.,0.,3.6,35.9,0.2,0.1,0.1,0.,0.,0.1,2.1,15.7
4,"Bell, Le'Veon",PIT,@CLE,RB,16.7,72.,0.5,0.4,0.1,0.,0.,0.,0.,4.5,36.4,0.2,0.1,0.1,0.,0.,0.1,1.5,14.7
5,"Kamara, Alvin",NOR,TBB,RB,10.1,51.,0.6,0.4,0.,0.1,0.,0.,0.,4.5,45.3,0.3,0.2,0.1,0.,25.2,0.1,1.9,14.6
6,"Fournette, Leonard",JAC,@NYG,RB,19.1,74.1,0.7,0.6,0.,0.,0.,0.,0.1,2.8,23.4,0.1,0.1,0.,0.,1.5,0.,1.6,14.3
7,"Hunt, Kareem",KCC,@LAC,RB,15.8,73.5,0.5,0.3,0.,0.,0.1,0.,0.1,3.,22.9,0.2,0.1,0.,0.,0.,0.1,1.7,13.2
8,"Collins, Alex",BAL,BUF,RB,15.8,67.9,0.5,0.3,0.2,0.,0.,0.,0.,2.9,19.9,0.,0.1,0.,0.,1.9,0.1,1.2,12.
9,"Freeman, Devonta",ATL,@PHI,RB,12.8,52.7,0.5,0.4,0.,0.,0.1,0.,0.,2.8,26.,0.2,0.1,0.1,0.,0.,0.1,1.7,11.9
10,"Howard, Jordan",CHI,@GBP,RB,16.7,74.4,0.5,0.3,0.1,0.,0.,0.,0.,1.4,11.1,0.,0.,0.,0.,0.,0.,1.3,11.6
11,"Cook, Dalvin",MIN,SFO,RB,12.8,56.6,0.5,0.5,0.,0.,0.,0.,0.,3.,23.6,0.1,0.1,0.,0.,1.,0.1,1.6,11.5
