Rank,Player,Team,Opp,Position,XP,XPA,FG,Att,10-19,20-29,30-39,40-49,50+,Miss,Pts
1,"Tucker, Justin",BAL,@KCC,K,2.2,2.2,2.2,2.3,0.,0.3,0.7,0.8,0.4,0.1,10.
2,"Boswell, Chris",PIT,@OAK,K,2.8,3.,2.2,2.3,0.,0.5,0.9,0.6,0.2,0.2,9.9
3,"Lutz, Wil",NOR,@TBB,K,3.3,3.4,1.9,2.1,0.,0.5,0.4,0.7,0.3,0.3,9.3
4,"Vinatieri, Adam",IND,@HOU,K,2.3,2.3,2.1,2.3,0.,0.6,0.6,0.5,0.4,0.2,9.
5,"Butker, Harrison",KCC,BAL,K,2.2,2.3,2.2,2.6,0.,0.5,1.,0.5,0.2,0.4,8.6
6,"Bryant, Matt",ATL,@GBP,K,2.4,2.4,1.8,2.,0.,0.4,0.5,0.5,0.4,0.2,8.5
7,"Zuerlein, Greg",LAR,@CHI,K,2.3,2.5,1.8,1.9,0.,0.4,0.7,0.4,0.3,0.1,8.4
8,"Gould, Robbie",SFO,DEN,K,1.8,1.9,1.9,2.1,0.,0.4,0.6,0.8,0.2,0.1,8.3
9,"Gano, Graham",CAR,@CLE,K,2.1,2.3,1.9,2.1,0.,0.5,0.6,0.7,0.1,0.2,8.3
10,"Lambo, Josh",JAC,@TEN,K,2.5,2.7,1.7,1.9,0.,0.2,0.7,0.6,0.2,0.2,8.2
11,"Myers, Jason",NYJ,@BUF,K,2.,2.1,2.,2.5,0.,0.5,0.4,0.8,0.2,0.4,8.
12,"Prater, Matt",DET,@ARZ,K,2.1,2.1,1.8,2.1,0.1,0.4,0.4,0.5,0.4,0.3,7.9
13,"Gostkowski, Stephen",NEP,@MIA,K,2.5,2.7,1.7,1.9,0.,0.6,0.4,0.5,0.1,0.2,7.5
14,"Dawson, Phil",ARZ,DET,K,1.7,2.,1.9,2.3,0.1,0.4,0.7,0.6,0.2,0.4,7.4
15,"Hauschka, Steven",BUF,NYJ,K,1.8,1.9,1.8,2.,0.,0.5,0.7,0.4,0.2,0.2,7.2
16,"Carlson, Daniel",MIN,@SEA,K,2.1,2.5,1.7,2.,0.,0.5,0.7,0.4,0.2,0.3,7.2
17,"Succop, Ryan",TEN,JAC,K,2.,2.2,1.6,1.9,0.,0.4,0.4,0.7,0.1,0.3,7.1
18,"Hopkins, Dustin",WAS,NYG,K,2.3,2.4,1.8,2.2,0.,0.8,0.5,0.4,0.1,0.4,6.9
19,"Elliott, Jake",PHI,@DAL,K,2.,2.2,1.5,1.8,0.,0.4,0.4,0.5,0.2,0.3,6.7
20,"Catanzaro, Chandler",TBB,NOR,K,1.8,1.9,1.6,1.9,0.,0.4,0.4,0.6,0.1,0.3,6.5
21,"McManus, Brandon",DEN,@SFO,K,1.7,1.7,1.5,1.9,0.,0.4,0.7,0.3,0.2,0.4,5.7
22,"Sanders, Jason",MIA,NEP,K,2.1,2.2,1.1,1.3,0.,0.4,0.4,0.3,0.,0.2,5.3
23,"Maher, Brett",DAL,PHI,K,2.,2.1,1.3,1.8,0.,0.4,0.4,0.4,0.1,0.5,5.3
24,"Rosas, Aldrick",NYG,@WAS,K,1.5,1.8,1.3,1.6,0.,0.6,0.2,0.3,0.2,0.3,5.3
25,"Nugent, Mike",OAK,PIT,K,1.7,2.,1.2,1.4,0.,0.3,0.4,0.4,0.1,0.3,5.
26,"Crosby, Mason",GBP,ATL,K,2.1,2.2,1.1,1.4,0.,0.4,0.4,0.2,0.1,0.3,4.8
27,"Bullock, Randy",CIN,@LAC,K,1.8,1.9,1.1,1.3,0.,0.4,0.4,0.2,0.,0.2,4.7
28,"Parkey, Cody",CHI,LAR,K,1.5,1.7,1.1,1.2,0.,0.3,0.3,0.4,0.1,0.2,4.6
29,"Gonzalez, Zane",CLE,CAR,K,1.5,1.6,1.,1.2,0.,0.3,0.3,0.3,0.1,0.2,4.3
30,"Fairbairn, Ka'imi",HOU,IND,K,1.3,1.5,1.1,1.5,0.,0.2,0.4,0.3,0.2,0.4,4.
31,"Janikowski, Sebastian",SEA,MIN,K,1.9,1.9,0.8,1.1,0.,0.2,0.3,0.3,0.,0.3,3.8
32,"Sturgis, Caleb",LAC,CIN,K,1.4,1.7,1.,1.4,0.,0.5,0.2,0.2,0.1,0.4,3.5
