Rank,Player,Team,Opp,Position,Att,Comp,Pass Yds,Pass TDs,0-9 PassTDs,10-19 PassTDs,20-29 PassTDs,30-39 PassTDs,40-49 PassTDs,50+ PassTDs,Int,Sacked,Rush,Rush Yds,Rush TDs,Fum Lost,Scoring Opps,Pts
36,"Cassel, Matt",TEN,CIN,QB,4.8,2.6,25.2,0.2,0.,0.1,0.,0.,0.,0.,0.4,0.7,0.4,1.,0.,0.,0.8,1.7
37,"Petty, Bryce",NYJ,@TBB,QB,5.8,2.8,34.4,0.2,0.,0.,0.,0.,0.1,0.,0.8,0.8,0.2,1.1,0.,0.,0.3,1.7
38,"Watson, Deshaun",HOU,@LAR,QB,5.6,3.,30.,0.,0.,0.,0.,0.,0.,0.,0.4,0.4,0.2,1.1,0.,0.,0.9,1.2
39,"Trubisky, Mitchell",CHI,GBP,QB,4.,2.1,23.,0.,0.,0.,0.,0.,0.,0.,0.3,0.1,0.1,-0.1,0.,0.,0.,0.9
40,"Smith, Geno",NYG,@SFO,QB,0.8,0.5,7.2,0.1,0.,0.,0.,0.,0.,0.1,0.,0.1,0.1,0.5,0.,0.,0.1,0.9
41,"Osweiler, Brock",DEN,NEP,QB,1.8,1.,10.3,0.,0.,0.,0.,0.,0.,0.,0.1,0.1,0.1,0.4,0.,0.,0.2,0.7
42,"Jones, Landry",PIT,@IND,QB,2.1,1.,13.9,0.,0.,0.,0.,0.,0.,0.,0.3,0.2,0.7,0.2,0.,0.,0.5,0.5
43,"Rush, Cooper",DAL,@ATL,QB,2.2,1.2,10.9,0.,0.,0.,0.,0.,0.,0.,0.1,0.,0.3,0.8,0.,0.,0.3,0.5
44,"Tolzien, Scott",IND,PIT,QB,2.1,1.2,10.9,0.,0.,0.,0.,0.,0.,0.,0.,0.3,0.8,-0.6,0.,0.,0.3,0.5
45,"Anderson, Derek",CAR,MIA,QB,0.9,0.6,5.9,0.,0.,0.,0.,0.,0.,0.,0.1,0.,0.4,-0.2,0.,0.,0.1,0.4
46,"McCoy, Colt",WAS,MIN,QB,0.6,0.4,5.,0.1,0.,0.,0.,0.,0.,0.1,0.,0.1,0.2,-0.2,0.,0.,0.1,0.4
47,"Davis, Austin",SEA,@ARZ,QB,0.8,0.6,7.,0.,0.,0.,0.,0.,0.,0.,0.,0.1,0.6,0.6,0.,0.,0.1,0.4
48,"Peterman, Nathan",BUF,NOR,QB,2.,0.9,8.5,0.,0.,0.,0.,0.,0.,0.,0.,0.2,0.5,1.1,0.,0.1,0.1,0.4
49,"Gabbert, Blaine",ARZ,SEA,QB,0.7,0.4,4.4,0.,0.,0.,0.,0.,0.,0.,0.,0.1,0.1,0.5,0.,0.,0.,0.3
50,"Schaub, Matt",ATL,DAL,QB,0.9,0.3,3.6,0.,0.,0.,0.,0.,0.,0.,0.,0.1,0.3,-0.2,0.,0.,0.1,0.2
51,"Hundley, Brett",GBP,@CHI,QB,1.2,0.2,1.8,0.,0.,0.,0.,0.,0.,0.,0.1,0.,0.5,1.1,0.,0.,0.,0.1
52,"Mannion, Sean",LAR,HOU,QB,2.2,1.3,7.8,0.,0.,0.,0.,0.,0.,0.,0.2,0.,0.2,-0.2,0.,0.,0.4,0.1
53,"Stanton, Drew",ARZ,SEA,QB,3.5,1.5,13.5,0.,0.,0.,0.,0.,0.,0.,0.5,0.2,0.9,-0.9,0.,0.,0.3,0.1
54,"Brissett, Jacoby",IND,PIT,QB,0.,0.,0.3,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.1,0.,0.,0.,0.
55,"Hogan, Kevin",CLE,@DET,QB,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.2,0.2,0.,0.,0.,0.
56,"Sanchez, Mark",CHI,GBP,QB,0.,0.,0.1,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.
57,"Daniel, Chase",NOR,@BUF,QB,0.2,0.1,0.3,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.2,-0.2,0.,0.,0.,0.
58,"Jones, Cardale",LAC,@JAC,QB,0.1,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.1,-0.1,0.,0.,0.,0.
59,"Garoppolo, Jimmy",NEP,@DEN,QB,0.5,0.1,0.8,0.,0.,0.,0.,0.,0.,0.,0.,0.2,0.8,-0.8,0.,0.,0.2,0.
60,"Henne, Chad",JAC,LAC,QB,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.3,-0.5,0.,0.,0.,-0.1
