Rank,Player,Team,Opp,Position,PUNTS,PUNT_YDS,PUNT_RETURN_YD,PUNT_INSIDE20,Pts
1,"Hekker, Johnny",LAR,HOU,P,6.2,297.1,13.5,2.9,22.
2,"Pinion, Bradley",SFO,NYG,P,6.3,272.5,18.7,1.9,18.7
3,"Wing, Brad",NYG,@SFO,P,5.8,260.6,21.,1.8,17.9
4,"Dixon, Riley",DEN,NEP,P,5.6,250.4,17.5,1.7,17.
5,"Lechler, Shane",HOU,@LAR,P,5.2,245.4,31.3,1.8,17.
6,"Kern, Brett",TEN,CIN,P,5.1,230.6,25.8,2.1,16.8
7,"Haack, Matt",MIA,@CAR,P,5.2,235.8,22.1,1.9,16.7
8,"Allen, Ryan",NEP,@DEN,P,4.7,211.2,15.,1.8,14.9
9,"Nortman, Brad",JAC,LAC,P,4.5,209.3,19.7,1.6,14.6
10,"Colquitt, Britton",CLE,@DET,P,4.9,216.2,21.6,1.3,14.4
11,"Palardy, Michael",CAR,MIA,P,4.6,201.,17.3,1.7,14.4
12,"Huber, Kevin",CIN,@TEN,P,4.6,212.3,18.6,1.4,14.4
13,"Anger, Bryan",TBB,NYJ,P,4.1,186.4,7.2,2.1,14.4
14,"Edwards, Lachlan",NYJ,@TBB,P,4.7,206.,21.8,1.5,14.
15,"Martin, Sam",DET,CLE,P,4.3,205.5,14.7,1.4,14.
16,"Schmidt, Colton",BUF,NOR,P,4.8,205.3,19.,1.2,13.5
17,"O'Donnell, Pat",CHI,GBP,P,4.3,188.3,14.2,1.6,13.4
18,"Quigley, Ryan",MIN,@WAS,P,4.4,183.5,13.9,1.7,13.2
19,"Ryan, Jon",SEA,@ARZ,P,4.1,179.,15.1,1.4,12.5
20,"Jones, Chris",DAL,@ATL,P,3.7,170.4,8.9,1.6,12.1
21,"Morstead, Thomas",NOR,@BUF,P,3.6,170.5,14.1,1.4,12.
22,"Berry, Jordan",PIT,@IND,P,3.9,172.6,13.9,1.4,12.
23,"Kaser, Drew",LAC,@JAC,P,3.9,183.2,21.8,1.1,12.
24,"Way, Tress",WAS,MIN,P,3.7,169.4,14.2,1.2,11.6
25,"Vogel, Justin",GBP,@CHI,P,3.8,164.7,8.7,1.1,11.3
26,"Bosher, Matt",ATL,DAL,P,3.2,146.9,13.4,1.5,11.1
27,"Wile, Matt",ARZ,SEA,P,3.9,168.8,18.5,1.,10.7
