Rank,Player,Team,Opp,Position,XP,XPA,FG,Att,10-19,20-29,30-39,40-49,50+,Miss,Pts
1,"Gostkowski, Stephen",NEP,@DEN,K,2.7,3.,1.9,2.1,0.,0.5,0.6,0.7,0.1,0.2,8.7
2,"Myers, Jason",JAC,LAC,K,2.2,2.6,2.,2.3,0.,0.6,0.4,0.6,0.4,0.3,8.6
3,"Bryant, Matt",ATL,DAL,K,3.3,3.3,1.6,1.8,0.,0.6,0.4,0.4,0.2,0.2,8.2
4,"Vinatieri, Adam",IND,PIT,K,2.6,2.7,1.7,1.9,0.,0.3,0.5,0.6,0.3,0.2,8.1
5,"Crosby, Mason",GBP,@CHI,K,3.,3.1,1.6,1.8,0.1,0.4,0.6,0.3,0.2,0.2,7.9
6,"Fairbairn, Ka'imi",HOU,@LAR,K,1.8,2.1,2.,2.3,0.1,0.6,0.7,0.5,0.1,0.3,7.8
7,"Lutz, Wil",NOR,@BUF,K,3.1,3.2,1.6,2.,0.1,0.4,0.6,0.5,0.1,0.3,7.8
8,"Walsh, Blair",SEA,@ARZ,K,2.,2.3,1.8,2.1,0.,0.5,0.7,0.4,0.2,0.3,7.5
9,"Hopkins, Dustin",WAS,MIN,K,2.4,2.6,1.8,2.3,0.,0.7,0.6,0.4,0.2,0.4,7.2
10,"Boswell, Chris",PIT,@IND,K,1.7,1.8,1.7,1.9,0.,0.3,0.7,0.6,0.1,0.2,7.1
11,"Hauschka, Steven",BUF,NOR,K,2.,2.4,1.7,2.,0.,0.6,0.7,0.4,0.1,0.2,7.1
12,"Bailey, Dan",DAL,@ATL,K,2.2,2.2,1.5,1.8,0.,0.4,0.5,0.4,0.2,0.3,6.9
13,"Succop, Ryan",TEN,CIN,K,2.3,2.4,1.3,1.4,0.1,0.2,0.4,0.5,0.2,0.1,6.8
14,"Forbath, Kai",MIN,@WAS,K,1.8,2.1,1.6,1.8,0.,0.5,0.6,0.4,0.1,0.2,6.8
15,"Rosas, Aldrick",NYG,@SFO,K,2.3,2.5,1.3,1.4,0.,0.4,0.4,0.5,0.,0.1,6.6
16,"Prater, Matt",DET,CLE,K,1.6,1.7,1.5,1.8,0.,0.3,0.3,0.4,0.4,0.3,6.5
17,"McManus, Brandon",DEN,NEP,K,1.7,1.7,1.6,2.,0.,0.5,0.6,0.3,0.2,0.4,6.2
18,"Bullock, Randy",CIN,@TEN,K,2.,2.2,1.6,2.,0.,0.7,0.5,0.4,0.,0.4,6.2
19,"Koo, Younghoe",LAC,@JAC,K,2.2,2.4,1.4,1.8,0.,0.4,0.5,0.4,0.1,0.4,5.8
20,"Folk, Nick",TBB,NYJ,K,1.7,1.8,1.6,1.9,0.,0.6,0.7,0.2,0.1,0.4,5.5
21,"Catanzaro, Chandler",NYJ,@TBB,K,1.9,2.,1.4,1.8,0.,0.4,0.5,0.3,0.2,0.4,5.5
22,"Gano, Graham",CAR,MIA,K,1.9,2.,1.3,1.8,0.,0.3,0.3,0.6,0.1,0.5,5.3
23,"Gould, Robbie",SFO,NYG,K,1.7,1.9,1.,1.1,0.,0.3,0.3,0.4,0.1,0.1,4.9
24,"Gonzalez, Zane",CLE,@DET,K,1.3,1.4,1.3,1.6,0.,0.5,0.5,0.4,0.,0.3,4.9
25,"Barth, Connor",CHI,GBP,K,1.9,2.,1.2,1.5,0.,0.5,0.4,0.2,0.1,0.3,4.8
26,"Dawson, Phil",ARZ,SEA,K,2.,2.2,1.,1.4,0.,0.2,0.3,0.4,0.1,0.4,4.5
27,"Parkey, Cody",MIA,@CAR,K,1.7,1.8,1.1,1.5,0.,0.4,0.4,0.3,0.,0.4,4.2
28,"Zuerlein, Greg",LAR,HOU,K,1.4,1.4,1.,1.4,0.,0.2,0.5,0.2,0.1,0.4,3.6
