Rank,Player,Team,Opp,Position,Tgt,RZTgt,Rec,Rec Yds,Rec TDs,0-9 RecTDs,10-19 RecTDs,20-29 RecTDs,30-39 RecTDs,40-49 RecTDs,50+ RecTDs,Rush Yds,Rush TDs,Punt Ret Yds,Kick Ret Yds,Fum Lost,Scoring Opps,Pts
1,"Gronkowski, Rob",NEP,@DEN,TE,6.4,1.6,3.9,59.8,0.5,0.2,0.1,0.1,0.,0.,0.1,0.,0.,0.,0.,0.,1.6,9.
2,"Olsen, Greg",CAR,MIA,TE,8.2,1.8,4.9,65.8,0.3,0.1,0.1,0.1,0.,0.,0.,0.,0.,0.,0.,0.,1.5,8.1
3,"Walker, Delanie",TEN,CIN,TE,6.7,1.4,4.3,50.7,0.3,0.2,0.1,0.,0.,0.,0.,0.7,0.,0.,0.,0.,1.1,7.2
4,"Henry, Hunter",LAC,@JAC,TE,4.7,1.2,2.9,34.6,0.6,0.4,0.2,0.,0.,0.,0.,0.,0.,0.,0.7,0.,0.9,7.
5,"Hooper, Austin",ATL,DAL,TE,4.5,1.1,2.8,36.2,0.5,0.2,0.2,0.1,0.,0.1,0.,0.,0.,0.,0.,0.,1.,6.7
6,"Graham, Jimmy",SEA,@ARZ,TE,6.1,1.6,3.8,52.3,0.3,0.1,0.1,0.,0.1,0.,0.,0.,0.,0.,0.,0.1,1.2,6.7
7,"Eifert, Tyler",CIN,@TEN,TE,4.2,1.2,2.7,32.8,0.5,0.3,0.2,0.1,0.,0.,0.,0.,0.,0.,0.,0.,1.2,6.3
8,"Reed, Jordan",WAS,MIN,TE,5.3,1.1,3.9,42.9,0.4,0.2,0.,0.1,0.,0.,0.,0.,0.,0.,-0.2,0.2,0.9,6.2
9,"Howard, O.J.",TBB,NYJ,TE,4.3,1.,2.8,37.2,0.4,0.1,0.2,0.1,0.,0.,0.,0.,0.,0.,0.,0.,1.,6.1
10,"Bennett, Martellus",GBP,@CHI,TE,5.1,0.8,3.4,42.7,0.3,0.2,0.1,0.,0.,0.,0.,0.4,0.,0.,0.,0.,0.6,6.1
11,"Doyle, Jack",IND,PIT,TE,5.1,0.9,3.7,37.6,0.4,0.2,0.1,0.1,0.,0.,0.,0.,0.,0.,0.,0.,0.6,5.9
12,"Gates, Antonio",LAC,@JAC,TE,5.6,1.5,3.,31.1,0.5,0.3,0.2,0.,0.,0.,0.,0.,0.,0.,0.2,0.,0.7,5.7
13,"Brate, Cameron",TBB,NYJ,TE,3.8,0.9,2.5,31.1,0.4,0.1,0.2,0.1,0.,0.,0.,0.,0.,0.,0.,0.,0.8,5.4
14,"Witten, Jason",DAL,@ATL,TE,6.3,1.5,4.4,40.,0.2,0.1,0.1,0.,0.,0.,0.,0.,0.,0.,0.,0.1,0.9,5.2
