"Rank","Player","Team","Opp","Position","GAMES_WON","GAMES_LOST","POINTS_SCORED","POINTS_DIFF","Pts"
1,"McVay, Sean","LAR","@SEA","HC",1.,0.,35.,16.,26.3
2,"Belichick, Bill","NEP","@WAS","HC",1.,0.,35.,16.,26.3
3,"Gase, Adam","NYJ","@PHI","HC",1.,0.,35.,14.,25.7
4,"Zimmer, Mike","MIN","@NYG","HC",1.,0.,31.,14.,23.7
5,"Shurmur, Pat","NYG","MIN","HC",1.,0.,28.,10.,21.
6,"Garrett, Jason","DAL","GBP","HC",1.,0.,26.,12.,20.6
7,"Pederson, Doug","PHI","NYJ","HC",1.,0.,27.,9.,20.2
8,"McDermott, Sean","BUF","@TEN","HC",1.,0.,28.,7.,20.1
9,"Rivera, Ron","CAR","JAC","HC",1.,0.,27.,3.,18.4
10,"Payton, Sean","NOS","TBB","HC",1.,0.,27.,3.,18.4
11,"Reich, Frank","IND","@KCC","HC",1.,0.,24.,7.,18.1
12,"Lynn, Anthony","LAC","DEN","HC",1.,0.,23.,6.,17.3
13,"Tomlin, Mike","PIT","BAL","HC",0.,1.,27.,-1.,13.2
14,"Reid, Andy","KCC","IND","HC",0.,1.,27.,-1.,13.2
15,"Quinn, Dan","ATL","@HOU","HC",0.,1.,24.,-3.,11.1
16,"Koetter, Dirk","ATL","@HOU","HC",0.,1.,24.,-4.,10.8
17,"Harbaugh, John","BAL","@PIT","HC",0.,1.,24.,-11.,8.7
18,"Marrone, Doug","JAC","@CAR","HC",0.,1.,18.,-6.,7.2
19,"Gruden, Jon","OAK","CHI","HC",0.,1.,18.,-7.,6.9
20,"Patricia, Matt","DET","Bye","HC",0.,1.,18.,-8.,6.6
21,"Carroll, Pete","SEA","LAR","HC",0.,1.,21.,-14.,6.3
22,"O'Brien, Bill","HOU","ATL","HC",0.,1.,17.,-11.,5.2
23,"Nagy, Matt","CHI","@OAK","HC",0.,1.,16.,-10.,5.
24,"Shanahan, Kyle","SFO","CLE","HC",0.,1.,18.,-17.,3.9
25,"Vrabel, Mike","TEN","BUF","HC",0.,1.,15.,-12.,3.9
26,"Gruden, Jay","WAS","NEP","HC",0.,1.,15.,-14.,3.3
"","","","","","","","","",""
