"Rank","Player","Team","Opp","Position","Rush","Rush Yds","Rush TDs","0-9 RushTDs","10-19 RushTDs","20-29 RushTDs","30-39 RushTDs","40-49 RushTDs","50+ RushTDs","Tgt","RZTgt","Rec","Rec Yds","Rec TDs",">= 50yds",">= 100yds","Punt Ret Yds","Kick Ret Yds","Fum Lost","Scoring Opps","Pts"
1,"Barkley, Saquon","NYG","MIN","RB",16.9,83.,0.6,0.4,0.,0.,0.,0.,0.2,7.3,0.7,5.2,38.,0.2,0.2,0.1,0.,0.,0.,2.3,17.2
2,"Gordon, Melvin","LAC","DEN","RB",16.5,71.,0.8,0.4,0.2,0.1,0.,0.,0.,4.9,0.7,3.4,32.,0.2,0.1,0.1,0.,0.,0.,2.4,16.
3,"Elliott, Ezekiel","DAL","GBP","RB",20.2,89.,0.5,0.4,0.1,0.1,0.,0.,0.,5.2,0.7,3.9,31.,0.1,0.1,0.1,0.,0.,0.1,1.9,15.7
4,"Conner, James","PIT","BAL","RB",16.,73.,0.7,0.5,0.1,0.1,0.,0.,0.,5.2,0.6,4.1,36.,0.1,0.1,0.1,0.,0.,0.1,1.9,15.6
5,"Kamara, Alvin","NOS","TBB","RB",11.6,53.,0.7,0.5,0.1,0.,0.,0.,0.,6.7,1.4,5.2,49.,0.2,0.2,0.1,3.,26.,0.,2.4,15.5
6,"Gurley, Todd","LAR","@SEA","RB",13.6,70.,0.8,0.6,0.1,0.,0.,0.,0.,4.4,0.8,2.9,27.,0.1,0.1,0.1,0.,0.,0.1,2.3,15.3
7,"Mixon, Joe","CIN","ARZ","RB",18.2,82.,0.6,0.5,0.1,0.,0.,0.,0.,4.1,0.5,3.3,26.,0.,0.1,0.1,0.,0.,0.1,1.9,14.3
8,"Chubb, Nick","CLE","@SFO","RB",15.7,76.,0.6,0.4,0.,0.,0.,0.1,0.1,3.5,0.4,2.5,21.,0.1,0.1,0.,0.,0.,0.,1.6,14.1
9,"Cook, Dalvin","MIN","@NYG","RB",14.8,70.,0.5,0.3,0.1,0.1,0.,0.,0.,5.1,0.5,3.9,32.,0.2,0.1,0.1,0.,1.,0.1,1.5,13.8
10,"Henry, Derrick","TEN","BUF","RB",15.9,76.,0.8,0.6,0.1,0.,0.,0.,0.1,1.9,0.2,1.4,12.,0.1,0.1,0.,0.,0.,0.1,1.9,13.8
11,"Fournette, Leonard","JAC","@CAR","RB",18.,66.,0.6,0.5,0.,0.,0.,0.,0.1,4.1,0.3,3.2,27.,0.1,0.1,0.1,0.,1.,0.,1.8,13.5
12,"Michel, Sony","NEP","@WAS","RB",15.3,70.,0.8,0.6,0.2,0.,0.,0.,0.,1.7,0.3,1.4,11.,0.1,0.1,0.,0.,4.,0.,2.1,13.3
13,"Jones, Aaron","GBP","@DAL","RB",13.8,68.,0.6,0.4,0.,0.1,0.1,0.,0.,4.2,0.4,2.9,22.,0.1,0.1,0.,0.,1.,0.,1.4,13.3
14,"McCaffrey, Christian","CAR","JAC","RB",10.2,47.,0.3,0.3,0.,0.,0.,0.,0.,7.4,0.9,5.7,47.,0.3,0.2,0.1,4.,1.,0.,1.9,13.3
15,"Montgomery, David","CHI","@OAK","RB",12.4,54.,0.6,0.4,0.1,0.1,0.,0.,0.,4.2,0.7,3.1,28.,0.2,0.1,0.1,10.,2.,0.1,1.5,12.9
