"Rank","Player","Team","Opp","Position","Tack","Asst","Scks","PassDef","Int","FumFrc","Fum","DefTD","Punt Ret Yds","Kick Ret Yds","Pts"
1,"Collins, Landon","WAS","NEP","DB",6.,1.9,0.,0.8,0.2,0.2,0.,0.,0.,0.,8.5
2,"Clinton-Dix, Ha Ha","CHI","@OAK","DB",5.2,0.7,0.,0.9,0.4,0.1,0.,0.,0.,0.,7.4
3,"Bethea, Antoine","NYG","MIN","DB",5.7,1.2,0.1,0.6,0.1,0.1,0.,0.,0.,0.,7.3
4,"Mathieu, Tyrann","KCC","IND","DB",5.,1.2,0.1,1.,0.2,0.,0.,0.,0.,0.,7.1
5,"Abram, Johnathan","OAK","CHI","DB",4.9,1.1,0.1,0.9,0.3,0.1,0.,0.,0.,0.,7.
6,"Jackson, Kareem","DEN","@LAC","DB",4.6,0.9,0.,0.9,0.3,0.1,0.,0.,0.,0.,6.7
7,"Phillips, Adrian","LAC","DEN","DB",4.4,1.8,0.,0.8,0.2,0.1,0.1,0.,0.,0.,6.6
8,"Thomas, Earl","BAL","@PIT","DB",3.9,0.9,0.1,1.3,0.5,0.,0.,0.,1.,0.,6.6
9,"Adams, Jamal","NYJ","@PHI","DB",4.6,1.5,0.2,0.5,0.,0.1,0.1,0.,0.,0.,6.3
10,"Reid, Justin","HOU","ATL","DB",4.1,1.2,0.1,0.7,0.2,0.1,0.1,0.,0.,0.,6.1
11,"Baker, Budda","ARZ","@CIN","DB",4.7,1.4,0.1,0.4,0.,0.1,0.1,0.,0.,0.,6.1
12,"Davis, Sean","PIT","BAL","DB",4.4,1.6,0.,0.5,0.2,0.,0.,0.,0.,0.,6.1
13,"Moore, Kenny","IND","@KCC","DB",4.2,1.1,0.1,0.7,0.2,0.1,0.,0.,0.,0.,6.
14,"King, Desmond","LAC","DEN","DB",4.1,1.6,0.1,0.6,0.1,0.1,0.,0.,11.,35.,6.
15,"Amos, Adrian","GBP","@DAL","DB",4.5,1.1,0.,0.6,0.1,0.,0.,0.,0.,0.,6.
16,"Poyer, Jordan","BUF","@TEN","DB",4.3,1.5,0.1,0.4,0.2,0.,0.,0.,0.,0.,6.
17,"Evans, Justin","TBB","@NOS","DB",4.6,1.3,0.,0.4,0.1,0.,0.,0.,0.,0.,5.9
18,"Smith, Harrison","MIN","@NYG","DB",4.3,1.1,0.2,0.5,0.2,0.,0.,0.,0.,0.,5.9
19,"Jenkins, Malcolm","PHI","NYJ","DB",4.7,1.,0.,0.4,0.1,0.1,0.,0.,0.,0.,5.9
20,"Johnson, John","LAR","@SEA","DB",4.1,1.7,0.,0.5,0.2,0.,0.,0.,0.,0.,5.8
21,"Jackson, Eddie","CHI","@OAK","DB",3.9,0.9,0.,0.7,0.2,0.1,0.1,0.,0.,0.,5.8
22,"Everett, Deshazor","WAS","NEP","DB",3.8,1.6,0.1,0.8,0.1,0.2,0.,0.,0.,3.,5.8
23,"Bates, Jessie","CIN","ARZ","DB",4.,1.9,0.,0.5,0.1,0.,0.,0.,0.,0.,5.7
24,"Williams, Shawn","CIN","ARZ","DB",3.9,1.4,0.,0.5,0.2,0.,0.,0.,0.,0.,5.7
25,"Kazee, Damontae","ATL","@HOU","DB",3.7,1.1,0.,0.6,0.3,0.,0.,0.,0.,0.,5.6
26,"Byard, Kevin","TEN","BUF","DB",3.9,1.5,0.1,0.4,0.2,0.,0.,0.,0.,0.,5.6
27,"Bell, Vonn","NOS","TBB","DB",3.9,1.1,0.2,0.5,0.2,0.1,0.1,0.,0.,0.,5.6
28,"Fuller, Kyle","CHI","@OAK","DB",2.9,0.6,0.,1.5,0.4,0.,0.,0.,0.,0.,5.6
29,"Harrison, Ronnie","JAC","@CAR","DB",4.4,0.6,0.,0.6,0.1,0.,0.,0.,0.,0.,5.5
30,"Thompson, Tedric","SEA","LAR","DB",4.1,1.5,0.,0.5,0.1,0.1,0.,0.,0.,0.,5.5
31,"Tartt, Jaquiski","SFO","CLE","DB",4.3,1.1,0.1,0.4,0.1,0.1,0.,0.,0.,0.,5.5
32,"Neal, Keanu","ATL","@HOU","DB",3.7,1.3,0.,0.4,0.2,0.1,0.1,0.,0.,0.,5.4
33,"Amukamara, Prince","CHI","@OAK","DB",3.8,0.6,0.,0.9,0.1,0.1,0.,0.,0.,0.,5.4
