Rank,Player,Team,Opp,Position,XP,XPA,FG,Att,10-19,20-29,30-39,40-49,50+,Miss,Pts
1,"Tucker, Justin",BAL,@TEN,K,2.6,2.6,2.5,2.6,0.,0.4,0.8,0.9,0.5,0.1,11.6
2,"Gould, Robbie",SFO,@GBP,K,2.,2.2,2.2,2.3,0.,0.4,0.7,0.9,0.2,0.1,9.6
3,"Gano, Graham",CAR,@WAS,K,2.3,2.5,2.1,2.3,0.,0.6,0.7,0.8,0.1,0.2,9.3
4,"Boswell, Chris",PIT,@CIN,K,2.5,2.6,2.,2.2,0.,0.5,0.8,0.6,0.2,0.2,8.9
5,"Hauschka, Steven",BUF,@HOU,K,2.,2.1,2.1,2.3,0.,0.6,0.8,0.5,0.3,0.2,8.6
6,"Butker, Harrison",KCC,@NEP,K,2.3,2.3,2.2,2.5,0.,0.5,1.,0.5,0.2,0.4,8.6
7,"Elliott, Jake",PHI,@NYG,K,2.4,2.6,1.8,2.1,0.,0.5,0.4,0.6,0.3,0.3,8.3
8,"Bryant, Matt",ATL,TBB,K,2.3,2.3,1.8,2.,0.,0.4,0.5,0.4,0.4,0.2,8.2
9,"Vinatieri, Adam",IND,@NYJ,K,2.,2.1,1.8,2.1,0.,0.5,0.5,0.5,0.4,0.3,7.7
10,"Succop, Ryan",TEN,BAL,K,2.1,2.2,1.7,1.9,0.,0.4,0.4,0.7,0.1,0.3,7.2
11,"Zuerlein, Greg",LAR,@DEN,K,2.,2.1,1.6,1.7,0.,0.4,0.6,0.4,0.2,0.1,7.2
12,"Dawson, Phil",ARZ,@MIN,K,1.6,1.9,1.8,2.3,0.1,0.4,0.6,0.6,0.2,0.4,6.9
13,"Hopkins, Dustin",WAS,CAR,K,2.3,2.4,1.8,2.2,0.,0.8,0.4,0.4,0.1,0.4,6.9
14,"Gostkowski, Stephen",NEP,KCC,K,2.3,2.4,1.6,1.8,0.,0.6,0.4,0.5,0.1,0.3,6.8
15,"Myers, Jason",NYJ,IND,K,1.8,1.9,1.8,2.3,0.,0.5,0.4,0.7,0.1,0.5,6.6
16,"Carlson, Daniel",MIN,ARZ,K,1.9,2.2,1.5,1.9,0.,0.4,0.6,0.3,0.2,0.3,6.2
17,"Nugent, Mike",OAK,SEA,K,2.,2.3,1.4,1.6,0.,0.3,0.5,0.5,0.1,0.2,6.1
18,"Sanders, Jason",MIA,CHI,K,2.2,2.3,1.2,1.4,0.,0.5,0.4,0.3,0.,0.2,5.8
19,"Maher, Brett",DAL,JAC,K,2.3,2.3,1.4,1.8,0.1,0.4,0.4,0.4,0.2,0.4,5.7
20,"Lambo, Josh",JAC,@DAL,K,1.9,2.,1.3,1.6,0.,0.2,0.5,0.5,0.2,0.3,5.7
21,"Catanzaro, Chandler",TBB,@ATL,K,1.6,1.7,1.4,1.8,0.,0.4,0.4,0.6,0.1,0.4,5.5
22,"Parkey, Cody",CHI,@MIA,K,1.8,2.,1.2,1.4,0.,0.4,0.3,0.4,0.1,0.2,5.5
23,"McManus, Brandon",DEN,LAR,K,1.6,1.7,1.4,1.8,0.,0.3,0.6,0.3,0.1,0.4,5.4
24,"Crosby, Mason",GBP,SFO,K,2.2,2.3,1.1,1.4,0.,0.4,0.4,0.2,0.1,0.3,5.1
25,"Bullock, Randy",CIN,PIT,K,1.8,2.,1.1,1.3,0.,0.4,0.4,0.2,0.,0.2,4.9
26,"Fairbairn, Ka'imi",HOU,BUF,K,1.5,1.7,1.2,1.6,0.,0.2,0.4,0.3,0.2,0.4,4.7
27,"Janikowski, Sebastian",SEA,@OAK,K,2.2,2.2,1.,1.2,0.,0.3,0.3,0.4,0.,0.3,4.7
28,"Gonzalez, Zane",CLE,LAC,K,1.4,1.4,0.9,1.2,0.,0.3,0.2,0.3,0.1,0.3,3.8
29,"Sturgis, Caleb",LAC,@CLE,K,1.4,1.7,1.1,1.5,0.,0.5,0.2,0.2,0.1,0.4,3.8
30,"Rosas, Aldrick",NYG,PHI,K,1.3,1.5,1.,1.4,0.,0.5,0.2,0.3,0.1,0.4,3.8
