Rank,Player,Team,Opp,Position,GAMES_WON,GAMES_LOST,POINTS_SCORED,POINTS_DIFF,Pts
1,"Lynn, Anthony",LAC,@CLE,HC,1.,0.,35.,21.,27.8
2,"Pederson, Doug",PHI,@NYG,HC,1.,0.,30.,16.,23.8
3,"Quinn, Dan",ATL,TBB,HC,1.,0.,31.,12.,23.1
4,"Tomlin, Mike",PIT,@CIN,HC,1.,0.,30.,11.,22.3
5,"McVay, Sean",LAR,@DEN,HC,1.,0.,27.,10.,20.5
6,"Harbaugh, John",BAL,@TEN,HC,1.,0.,28.,8.,20.4
7,"Zimmer, Mike",MIN,ARZ,HC,1.,0.,27.,9.,20.2
8,"Belichick, Bill",NEP,KCC,HC,1.,0.,28.,1.,18.3
9,"McDermott, Sean",BUF,@HOU,HC,1.,0.,24.,7.,18.1
10,"McCarthy, Mike",GBP,SFO,HC,1.,0.,25.,2.,17.1
11,"Reich, Frank",IND,@NYJ,HC,1.,0.,23.,5.,17.
12,"Gruden, Jon",OAK,SEA,HC,1.,0.,24.,3.,16.9
13,"Gruden, Jay",WAS,CAR,HC,1.,0.,25.,1.,16.8
14,"Carroll, Pete",SEA,@OAK,HC,1.,0.,25.,1.,16.8
15,"Nagy, Matt",CHI,@MIA,HC,1.,0.,21.,4.,15.7
16,"Marrone, Doug",JAC,@DAL,HC,1.,0.,22.,1.,15.3
17,"Campbell, Dan",MIA,CHI,HC,1.,0.,21.,2.,15.1
18,"Shanahan, Kyle",SFO,@GBP,HC,0.,1.,23.,-2.,10.9
19,"Rivera, Ron",CAR,@WAS,HC,0.,1.,23.,-4.,10.3
20,"Joseph, Vance",DEN,LAR,HC,0.,1.,23.,-4.,10.3
21,"Lewis, Marvin",CIN,PIT,HC,0.,1.,24.,-6.,10.2
22,"O'Brien, Bill",HOU,BUF,HC,0.,1.,21.,-3.,9.6
23,"Garrett, Jason",DAL,JAC,HC,0.,1.,21.,-6.,8.7
24,"Bowles, Todd",NYJ,IND,HC,0.,1.,19.,-4.,8.3
25,"Reid, Andy",KCC,@NEP,HC,0.,1.,20.,-8.,7.6
26,"Vrabel, Mike",TEN,BAL,HC,0.,1.,19.,-9.,6.8
27,"Shurmer, Pat",NYG,PHI,HC,0.,1.,18.,-12.,5.4
28,"Koetter, Dirk",TBB,@ATL,HC,0.,1.,17.,-14.,4.3
29,"Wilks, Steve",ARZ,@MIN,HC,0.,1.,15.,-12.,3.9
30,"Jackson, Hue",CLE,LAC,HC,0.,1.,18.,-17.,3.9
