Rank,Player,Team,Opp,Position,Rush,Rush Yds,Rush TDs,0-9 RushTDs,10-19 RushTDs,20-29 RushTDs,30-39 RushTDs,40-49 RushTDs,50+ RushTDs,Rec,Rec Yds,Rec TDs,>= 50yds,>= 100yds,Punt Ret Yds,Kick Ret Yds,Fum Lost,Scoring Opps,Pts
1,"Gurley, Todd",LAR,@DEN,RB,18.5,80.,0.7,0.6,0.,0.,0.,0.,0.1,4.,40.2,0.2,0.2,0.1,0.1,0.,0.1,2.4,17.5
2,"Elliott, Ezekiel",DAL,JAC,RB,20.2,93.4,0.7,0.5,0.2,0.,0.,0.,0.1,2.4,25.7,0.1,0.1,0.1,0.,0.,0.,1.8,17.
3,"Bell, Le'Veon",PIT,@CIN,RB,18.8,81.2,0.6,0.5,0.1,0.,0.,0.,0.,5.1,41.8,0.2,0.2,0.1,0.,0.,0.1,1.7,16.6
4,"Johnson, David",ARZ,@MIN,RB,17.,70.9,0.7,0.6,0.,0.1,0.,0.,0.,4.3,43.4,0.1,0.2,0.1,0.2,1.,0.2,2.1,16.3
5,"Fournette, Leonard",JAC,@DAL,RB,17.8,69.1,0.7,0.5,0.,0.,0.,0.,0.1,2.6,21.8,0.,0.1,0.,0.,1.4,0.,1.5,13.3
6,"Howard, Jordan",CHI,@MIA,RB,18.8,84.1,0.6,0.4,0.1,0.1,0.,0.,0.,1.6,12.5,0.,0.,0.,0.,0.,0.,1.5,13.1
7,"Hunt, Kareem",KCC,@NEP,RB,15.2,70.2,0.4,0.3,0.,0.,0.1,0.,0.1,2.9,22.2,0.1,0.1,0.,0.,0.,0.1,1.6,12.6
8,"Miller, Lamar",HOU,BUF,RB,19.3,73.2,0.3,0.3,0.,0.,0.,0.,0.,2.6,20.2,0.1,0.1,0.,0.,0.,0.,1.1,12.1
9,"Cook, Dalvin",MIN,ARZ,RB,13.2,58.5,0.6,0.5,0.,0.,0.,0.,0.,3.1,24.4,0.1,0.1,0.,0.,1.,0.1,1.7,12.
10,"Freeman, Devonta",ATL,TBB,RB,12.9,53.3,0.5,0.4,0.,0.,0.1,0.,0.,2.8,25.8,0.1,0.1,0.1,0.,0.,0.1,1.8,11.9
11,"McCaffrey, Christian",CAR,@WAS,RB,10.,38.6,0.3,0.3,0.,0.,0.,0.,0.,4.9,44.2,0.3,0.2,0.1,7.5,2.4,0.1,1.2,11.8
12,"Gordon, Melvin",LAC,@CLE,RB,14.8,58.5,0.5,0.4,0.1,0.,0.,0.,0.,2.7,24.8,0.1,0.1,0.,0.,0.,0.1,1.7,11.7
13,"Barkley, Saquon",NYG,PHI,RB,15.7,68.9,0.3,0.2,0.,0.,0.,0.,0.1,4.3,26.3,0.1,0.1,0.1,0.,1.2,0.1,1.1,11.7
14,"McCoy, LeSean",BUF,@HOU,RB,14.,63.2,0.4,0.2,0.,0.1,0.,0.,0.,3.,23.2,0.1,0.1,0.,0.,0.,0.,1.5,11.6
15,"Mixon, Joe",CIN,PIT,RB,16.8,63.2,0.4,0.3,0.1,0.,0.,0.,0.,3.1,28.7,0.,0.1,0.1,0.,0.,0.1,1.5,11.6
16,"Michel, Sony",NEP,KCC,RB,10.,40.8,0.7,0.6,0.1,0.,0.,0.,0.,2.4,19.5,0.2,0.1,0.,0.,5.4,0.,1.9,11.4
17,"Ajayi, Jay",PHI,@NYG,RB,17.5,76.,0.2,0.1,0.,0.,0.,0.1,0.,2.4,20.8,0.1,0.1,0.,0.2,0.,0.2,0.9,10.9
18,"Lynch, Marshawn",OAK,SEA,RB,13.7,61.9,0.5,0.3,0.,0.2,0.,0.,0.1,1.9,14.8,0.,0.1,0.,0.2,0.,0.1,1.3,10.7
19,"Williams, Jamaal",GBP,SFO,RB,12.6,49.7,0.3,0.3,0.,0.,0.,0.,0.,2.,18.9,0.2,0.1,0.,0.,0.,0.,1.1,9.9
20,"Coleman, Tevin",ATL,TBB,RB,10.5,44.6,0.3,0.2,0.,0.,0.,0.,0.,1.9,17.9,0.3,0.1,0.,0.,0.,0.,1.1,9.8
21,"Henry, Derrick",TEN,BAL,RB,12.7,53.6,0.4,0.3,0.1,0.,0.,0.,0.1,1.1,12.4,0.1,0.,0.,0.,0.1,0.,1.4,9.7
22,"Burkhead, Rex",NEP,KCC,RB,6.,25.8,0.6,0.5,0.1,0.,0.,0.,0.,2.5,24.6,0.2,0.1,0.,0.,2.,0.,1.5,9.7
23,"Collins, Alex",BAL,@TEN,RB,12.6,54.1,0.4,0.3,0.1,0.,0.,0.,0.,2.3,15.8,0.,0.1,0.,0.,1.5,0.1,1.,9.5
24,"Mack, Marlon",IND,@NYJ,RB,12.2,47.,0.3,0.2,0.,0.1,0.,0.,0.,1.9,18.7,0.2,0.1,0.,0.,2.2,0.,1.1,9.4
25,"Lewis, Dion",TEN,BAL,RB,10.3,46.7,0.4,0.3,0.,0.,0.,0.,0.,1.7,13.2,0.2,0.1,0.,0.,19.6,0.,1.2,9.2
26,"Drake, Kenyan",MIA,CHI,RB,11.6,55.1,0.3,0.1,0.,0.,0.,0.1,0.,2.2,15.8,0.1,0.1,0.,0.,0.,0.1,0.9,8.9
27,"Anderson, C.J.",CAR,@WAS,RB,15.,58.3,0.2,0.2,0.,0.,0.,0.,0.,1.9,13.9,0.,0.1,0.,0.8,1.5,0.1,0.9,8.5
28,"Peterson, Adrian",WAS,CAR,RB,13.3,46.9,0.2,0.1,0.,0.,0.,0.,0.,2.6,21.6,0.1,0.1,0.,0.,5.3,0.2,0.7,8.3
29,"Morris, Alfred",SFO,@GBP,RB,12.3,52.2,0.3,0.3,0.,0.,0.,0.,0.,1.9,11.2,0.,0.,0.,0.,0.,0.1,1.3,8.3
30,"Hyde, Carlos",CLE,LAC,RB,10.4,43.2,0.4,0.3,0.,0.,0.,0.,0.,2.8,19.5,0.,0.1,0.,0.,0.,0.1,1.3,8.3
31,"Powell, Bilal",NYJ,IND,RB,12.,50.3,0.3,0.2,0.,0.,0.,0.,0.1,1.9,13.8,0.,0.1,0.,0.,0.9,0.1,1.1,8.2
32,"Penny, Rashaad",SEA,@OAK,RB,7.4,50.1,0.1,0.1,0.,0.,0.,0.,0.,2.5,21.4,0.1,0.1,0.,0.,0.8,0.,0.7,8.1
33,"Barber, Peyton",TBB,@ATL,RB,12.3,46.5,0.4,0.4,0.,0.,0.,0.,0.,1.7,11.6,0.,0.,0.,0.,0.,0.1,1.5,8.1
34,"Booker, Devontae",DEN,LAR,RB,11.2,41.5,0.2,0.1,0.1,0.,0.,0.,0.,2.4,23.1,0.1,0.1,0.,0.,13.6,0.1,0.6,8.1
35,"Murray, Latavius",MIN,ARZ,RB,11.5,44.4,0.4,0.4,0.,0.,0.,0.,0.,1.2,9.8,0.,0.,0.,0.,0.,0.,1.2,7.9
36,"Bernard, Giovani",CIN,PIT,RB,8.2,34.6,0.2,0.1,0.,0.,0.,0.,0.,3.4,29.,0.1,0.1,0.1,0.,0.2,0.,0.6,7.9
37,"Johnson, Duke",CLE,LAC,RB,4.9,19.4,0.2,0.1,0.1,0.,0.,0.,0.,4.1,37.,0.2,0.1,0.1,1.1,9.4,0.1,0.7,7.6
38,"Cohen, Tarik",CHI,@MIA,RB,8.4,33.1,0.2,0.1,0.1,0.,0.,0.,0.,4.6,30.4,0.,0.1,0.1,22.,58.5,0.1,1.4,7.4
39,"Allen, Javorius",BAL,@TEN,RB,8.5,32.3,0.3,0.2,0.1,0.,0.,0.,0.,2.6,16.1,0.1,0.1,0.,0.,0.,0.,1.2,7.2
40,"White, James",NEP,KCC,RB,3.3,14.7,0.2,0.2,0.,0.1,0.,0.,0.,3.1,23.2,0.3,0.1,0.,0.,3.5,0.,1.1,6.8
41,"Carson, Chris",SEA,@OAK,RB,9.3,34.8,0.1,0.1,0.,0.,0.,0.,0.,2.3,19.4,0.1,0.1,0.,0.,0.,0.,0.7,6.5
42,"Crowell, Isaiah",NYJ,IND,RB,8.9,40.1,0.1,0.1,0.,0.,0.,0.,0.,1.7,12.6,0.1,0.1,0.,0.,0.,0.,0.6,6.3
43,"Clement, Corey",PHI,@NYG,RB,5.9,28.4,0.2,0.,0.1,0.,0.,0.,0.,1.6,17.,0.1,0.1,0.,0.,4.4,0.,1.,6.1
44,"Ware, Spencer",KCC,@NEP,RB,8.,30.6,0.2,0.1,0.,0.,0.1,0.,0.,2.,13.9,0.,0.1,0.,0.,6.3,0.,0.8,5.9
45,"Martin, Doug",OAK,SEA,RB,9.5,30.7,0.2,0.2,0.,0.,0.,0.,0.,1.7,13.2,0.,0.1,0.,3.7,4.7,0.2,0.7,5.7
46,"Blue, Alfred",HOU,BUF,RB,10.3,39.8,0.1,0.1,0.,0.,0.,0.,0.,1.3,7.7,0.,0.,0.,1.3,2.,0.,0.8,5.5
47,"Thompson, Chris",WAS,CAR,RB,4.2,19.5,0.1,0.1,0.,0.,0.,0.,0.,2.5,21.5,0.2,0.1,0.,0.,15.3,0.1,0.5,5.4
48,"Freeman, Royce",DEN,LAR,RB,8.4,33.6,0.2,0.2,0.,0.,0.,0.,0.,1.7,10.8,0.,0.,0.,0.,13.,0.1,0.4,5.4
49,"Breida, Matt",SFO,@GBP,RB,7.1,30.4,0.2,0.,0.,0.,0.1,0.,0.,1.3,11.2,0.,0.,0.,0.5,6.5,0.,0.4,5.4
50,"Chubb, Nick",CLE,LAC,RB,4.9,42.6,0.,0.,0.,0.,0.,0.,0.,1.5,9.1,0.,0.,0.,1.2,0.3,0.,0.4,5.3
51,"Yeldon, T.J.",JAC,@DAL,RB,5.8,22.7,0.2,0.1,0.,0.,0.,0.,0.,2.5,20.5,0.,0.1,0.,0.,0.,0.1,0.5,5.3
52,"Perine, Samaje",WAS,CAR,RB,11.4,37.,0.,0.,0.,0.,0.,0.,0.,1.6,12.9,0.1,0.1,0.,0.,2.1,0.1,0.5,5.2
53,"Gore, Frank",MIA,CHI,RB,9.3,34.9,0.1,0.1,0.,0.,0.,0.,0.,1.5,11.6,0.,0.,0.,0.,1.4,0.,0.2,5.2
54,"Smith, Rod",DAL,JAC,RB,4.8,20.9,0.3,0.2,0.,0.,0.,0.,0.,1.3,11.6,0.,0.,0.,0.,1.2,0.,0.7,5.2
55,"Sproles, Darren",PHI,@NYG,RB,6.4,24.9,0.2,0.1,0.,0.1,0.,0.,0.,1.5,12.3,0.1,0.,0.,4.4,6.9,0.,0.9,5.1
56,"Ekeler, Austin",LAC,@CLE,RB,4.2,21.9,0.1,0.,0.,0.1,0.,0.,0.,1.7,17.2,0.1,0.1,0.,0.,3.,0.,0.7,5.
57,"Turbin, Robert",IND,@NYJ,RB,4.7,16.1,0.3,0.3,0.,0.,0.,0.,0.,1.7,12.2,0.,0.,0.,0.,1.,0.,1.,5.
58,"Montgomery, Ty",GBP,SFO,RB,6.,25.2,0.3,0.1,0.,0.1,0.1,0.,0.,1.5,8.5,0.,0.,0.,0.,1.,0.,0.7,4.9
