Rank,Player,Team,Opp,Position,Tack,Asst,Scks,PassDef,Int,FumFrc,Fum,DefTD,Punt Ret Yds,Kick Ret Yds,Pts
1,"Collins, Landon",NYG,PHI,DB,5.9,1.8,0.2,0.8,0.3,0.,0.,0.,0.,0.,8.3
2,"Neal, Keanu",ATL,TBB,DB,5.5,2.,0.,0.5,0.1,0.2,0.2,0.,0.,0.,7.5
3,"Baker, Budda",ARZ,@MIN,DB,5.3,1.4,0.1,0.7,0.1,0.1,0.1,0.,0.2,0.,7.3
4,"Jones, Reshad",MIA,CHI,DB,5.,1.7,0.1,0.4,0.2,0.,0.,0.,0.,0.,6.8
5,"Smith, Harrison",MIN,ARZ,DB,5.,1.4,0.2,0.5,0.2,0.,0.,0.,0.,0.,6.6
6,"Berry, Eric",KCC,@NEP,DB,4.2,1.,0.1,0.8,0.4,0.1,0.,0.,0.,0.,6.4
7,"Amos, Adrian",CHI,@MIA,DB,5.2,0.8,0.,0.4,0.1,0.1,0.1,0.,0.,0.,6.4
8,"Hyde, Micah",BUF,@HOU,DB,4.5,1.2,0.,0.8,0.2,0.,0.,0.,2.4,0.,6.4
9,"Tartt, Jaquiski",SFO,@GBP,DB,4.9,1.3,0.,0.5,0.2,0.,0.,0.,0.,0.,6.3
10,"Jenkins, Malcolm",PHI,@NYG,DB,4.5,1.6,0.,0.5,0.2,0.1,0.1,0.,0.,0.,6.3
11,"McDougald, Bradley",SEA,@OAK,DB,4.5,1.6,0.,0.6,0.1,0.1,0.,0.,0.,0.,6.2
12,"Poyer, Jordan",BUF,@HOU,DB,3.9,1.9,0.1,0.7,0.3,0.,0.,0.,0.,0.,6.2
13,"James, Derwin",LAC,@CLE,DB,4.,1.,0.1,0.9,0.3,0.,0.,0.,0.,0.8,6.1
14,"Thomas, Earl",SEA,@OAK,DB,4.,2.4,0.,0.5,0.1,0.,0.,0.,0.,0.,6.
15,"Jones, Byron",DAL,JAC,DB,4.3,1.4,0.,0.6,0.1,0.1,0.,0.,0.,0.,5.9
16,"Jefferson, Tony",BAL,@TEN,DB,4.4,1.7,0.1,0.3,0.1,0.,0.,0.,0.,0.,5.9
17,"Ward, Denzel",CLE,LAC,DB,4.,1.,0.,0.8,0.2,0.1,0.,0.,1.6,4.4,5.9
18,"Darby, Ronald",PHI,@NYG,DB,3.9,0.7,0.,1.3,0.1,0.,0.,0.,0.,0.,5.8
19,"Mathieu, Tyrann",HOU,BUF,DB,4.3,0.9,0.1,0.5,0.2,0.1,0.,0.,0.,0.,5.8
20,"Byard, Kevin",TEN,BAL,DB,4.,1.1,0.,0.7,0.3,0.,0.,0.,0.,0.,5.8
21,"Bethea, Antoine",ARZ,@MIN,DB,4.1,0.7,0.1,0.6,0.3,0.1,0.,0.,0.9,0.,5.8
22,"Johnson, John",LAR,@DEN,DB,4.1,1.5,0.,0.7,0.1,0.,0.,0.,0.,0.,5.8
23,"Jackson, Kareem",HOU,BUF,DB,3.9,1.3,0.,0.8,0.2,0.,0.,0.,0.,0.,5.7
24,"Geathers, Clayton",IND,@NYJ,DB,3.9,1.1,0.,0.7,0.2,0.1,0.,0.,0.,0.,5.7
25,"Apple, Eli",NYG,PHI,DB,4.2,1.,0.,0.7,0.1,0.,0.,0.,0.,0.,5.7
26,"Ramsey, Jalen",JAC,@DAL,DB,3.6,0.7,0.,1.1,0.3,0.,0.,0.,0.,0.,5.7
27,"Weddle, Eric",BAL,@TEN,DB,3.5,1.3,0.1,0.6,0.4,0.1,0.,0.,0.,0.1,5.7
28,"Mills, Jalen",PHI,@NYG,DB,3.7,0.9,0.,1.1,0.2,0.,0.,0.,0.,0.,5.7
29,"Sendejo, Andrew",MIN,ARZ,DB,3.7,1.7,0.,0.7,0.2,0.,0.,0.,0.,0.,5.7
30,"Evans, Justin",TBB,@ATL,DB,4.1,0.9,0.,0.6,0.2,0.,0.,0.,0.,0.,5.6
31,"Williams, Shawn",CIN,PIT,DB,4.1,1.1,0.,0.5,0.2,0.,0.,0.,0.2,0.,5.5
32,"Parker, Ron",KCC,@NEP,DB,4.5,0.8,0.,0.3,0.1,0.,0.,0.,0.,0.,5.5
33,"Church, Barry",JAC,@DAL,DB,3.9,1.2,0.1,0.5,0.2,0.,0.,0.,0.,0.,5.5
34,"Jackson, Eddie",CHI,@MIA,DB,4.,1.2,0.,0.4,0.1,0.1,0.1,0.,0.3,0.,5.5
35,"Colbert, Adrian",SFO,@GBP,DB,4.1,0.5,0.,0.7,0.,0.2,0.1,0.,0.,0.,5.5
36,"Griffin, Shaq",SEA,@OAK,DB,3.7,0.7,0.1,1.1,0.1,0.,0.,0.,0.,0.,5.5
37,"Grimes, Brent",TBB,@ATL,DB,3.4,0.5,0.,1.2,0.2,0.,0.,0.,0.,0.,5.4
38,"Brice, Kentrell",GBP,SFO,DB,3.8,1.,0.,0.7,0.2,0.,0.,0.,1.,0.,5.4
39,"Peters, Marcus",LAR,@DEN,DB,3.7,0.5,0.,0.7,0.2,0.2,0.1,0.,0.,0.,5.4
40,"Jenkins, Janoris",NYG,PHI,DB,3.4,0.6,0.,1.1,0.3,0.1,0.,0.,0.,0.,5.4
41,"Burnett, Morgan",PIT,@CIN,DB,3.9,1.3,0.2,0.3,0.1,0.1,0.,0.,0.,0.,5.4
42,"Dennard, Darqueze",CIN,PIT,DB,3.8,1.7,0.1,0.3,0.1,0.,0.,0.,0.,0.,5.3
43,"McCourty, Devin",NEP,KCC,DB,4.3,0.9,0.,0.3,0.1,0.,0.,0.,0.,0.6,5.3
44,"Carr, Brandon",BAL,@TEN,DB,3.8,0.5,0.,0.8,0.2,0.,0.,0.,0.,0.,5.3
45,"Vaccaro, Kenny",TEN,BAL,DB,4.,0.9,0.1,0.5,0.1,0.1,0.,0.,3.5,1.5,5.3
46,"Nelson, Steven",KCC,@NEP,DB,3.8,0.9,0.,0.6,0.1,0.1,0.1,0.,0.,0.,5.2
47,"Woods, Xavier",DAL,JAC,DB,4.,0.8,0.,0.5,0.1,0.1,0.,0.,0.,0.,5.2
