Rank,Player,Team,Opp,Position,Tack,Asst,Scks,PassDef,Int,FumFrc,Fum,DefTD,Punt Ret Yds,Kick Ret Yds,Pts
1,"Tandy, Keith",TBB,NOR,DB,6.9,2.1,0.1,1.1,0.5,0.,0.,0.,0.,0.,10.2
2,"Cravens, Su'a",WAS,@NYG,DB,5.7,2.,0.1,0.8,0.1,0.2,0.1,0.,0.,0.4,8.2
3,"Collins, Landon",NYG,WAS,DB,5.8,1.9,0.2,0.7,0.2,0.,0.,0.,0.,0.,8.1
4,"Jones, Reshad",MIA,BUF,DB,5.1,1.7,0.1,0.6,0.3,0.1,0.,0.,0.,1.4,7.4
5,"Bethea, Antoine",ARZ,@SEA,DB,5.7,1.,0.,0.4,0.2,0.1,0.1,0.,0.3,0.,7.2
6,"Farley, Matthias",IND,HOU,DB,4.8,1.4,0.,0.7,0.3,0.2,0.1,0.,0.,0.,7.1
7,"Vaccaro, Kenny",NOR,@TBB,DB,4.8,1.8,0.1,0.4,0.1,0.1,0.1,0.,0.,0.,6.7
8,"Church, Barry",JAC,@TEN,DB,4.9,1.8,0.,0.6,0.1,0.1,0.,0.,0.,0.,6.7
9,"Adams, Jamal",NYJ,@NEP,DB,4.6,1.5,0.,0.8,0.2,0.1,0.1,0.,0.,0.,6.7
10,"Reid, Eric",SFO,@LAR,DB,5.3,1.1,0.1,0.4,0.1,0.1,0.1,0.,0.,0.,6.6
11,"Joseph, Karl",OAK,@LAC,DB,4.7,1.2,0.,0.8,0.2,0.,0.,0.,0.,0.,6.6
12,"Coleman, Kurt",CAR,@ATL,DB,4.1,2.,0.1,0.6,0.3,0.,0.,0.,0.,0.,6.4
13,"Cyprien, Johnathan",TEN,JAC,DB,4.8,1.2,0.,0.7,0.1,0.,0.,0.,0.,0.,6.4
14,"Mathieu, Tyrann",ARZ,@SEA,DB,5.,0.5,0.1,0.6,0.1,0.1,0.,0.,0.,0.,6.4
15,"Swearinger, D.J.",WAS,@NYG,DB,4.7,1.1,0.1,0.6,0.1,0.1,0.,0.,0.,0.4,6.3
16,"Burnett, Morgan",GBP,@DET,DB,4.4,1.2,0.2,0.7,0.2,0.,0.,0.,0.,0.,6.3
17,"Smith, Harrison",MIN,CHI,DB,5.,1.4,0.1,0.2,0.1,0.,0.,0.,0.,0.,6.3
18,"Addae, Jahleel",LAC,OAK,DB,4.7,0.7,0.,0.6,0.1,0.,0.,0.,0.,0.,6.
19,"Jenkins, Janoris",NYG,WAS,DB,3.7,0.5,0.1,1.3,0.2,0.1,0.,0.,0.1,0.,5.9
20,"Chancellor, Kam",SEA,ARZ,DB,3.9,2.1,0.,0.6,0.2,0.,0.,0.,0.,0.,5.9
21,"Stewart, Darian",DEN,KCC,DB,3.7,1.,0.,0.7,0.3,0.2,0.1,0.,0.,0.,5.8
22,"Hyde, Micah",BUF,@MIA,DB,3.9,1.2,0.,0.8,0.2,0.,0.,0.,3.7,0.,5.8
23,"Jones, Byron",DAL,@PHI,DB,4.4,1.1,0.,0.6,0.1,0.,0.,0.,0.,0.,5.8
24,"Alexander, Maurice",LAR,SFO,DB,4.5,1.1,0.1,0.4,0.1,0.,0.,0.,0.,0.,5.8
25,"Adams, Mike",CAR,@ATL,DB,4.4,1.2,0.,0.4,0.1,0.1,0.1,0.,0.,0.,5.7
