Rank,Player,Team,Opp,Position,Tack,Asst,Scks,PassDef,Int,FumFrc,Fum,DefTD,Punt Ret Yds,Kick Ret Yds,Pts
1,"Collins, Landon",NYG,@PHI,DB,5.9,1.8,0.2,0.8,0.3,0.,0.,0.,0.,0.,8.3
2,"Baker, Budda",ARZ,@LAC,DB,5.6,1.5,0.1,0.8,0.1,0.1,0.1,0.,0.2,0.,7.7
3,"Coleman, Kurt",NOR,ATL,DB,4.7,1.8,0.1,0.9,0.2,0.,0.,0.,0.,0.,7.1
4,"Geathers, Clayton",IND,MIA,DB,4.7,1.4,0.,0.8,0.2,0.1,0.,0.,0.,0.,6.8
5,"Smith, Harrison",MIN,GBP,DB,5.,1.4,0.2,0.5,0.2,0.,0.,0.,0.,0.,6.8
6,"Neal, Keanu",ATL,@NOR,DB,4.9,1.8,0.,0.4,0.,0.2,0.1,0.,0.,0.,6.7
7,"Hyde, Micah",BUF,JAC,DB,4.7,1.2,0.,0.8,0.3,0.,0.,0.,2.5,0.,6.6
8,"Byard, Kevin",TEN,@HOU,DB,4.5,1.3,0.,0.7,0.3,0.,0.,0.,0.,0.,6.5
9,"Poyer, Jordan",BUF,JAC,DB,4.,2.,0.1,0.7,0.3,0.,0.,0.,0.,0.,6.4
10,"James, Derwin",LAC,ARZ,DB,4.2,1.,0.1,0.9,0.4,0.,0.,0.,0.,0.8,6.4
11,"Jenkins, Malcolm",PHI,NYG,DB,4.5,1.6,0.,0.5,0.2,0.1,0.1,0.,0.,0.,6.3
12,"Tartt, Jaquiski",SFO,@TBB,DB,4.8,1.3,0.,0.4,0.1,0.,0.,0.,0.,0.,6.2
13,"Burnett, Morgan",PIT,@DEN,DB,4.5,1.5,0.2,0.4,0.1,0.1,0.,0.,0.,0.,6.2
14,"Bethea, Antoine",ARZ,@LAC,DB,4.2,0.8,0.1,0.6,0.3,0.1,0.,0.,0.9,0.,6.
15,"Jones, Reshad",MIA,@IND,DB,4.5,1.5,0.1,0.4,0.2,0.,0.,0.,0.,0.,6.
