Rank,Player,Team,Opp,Position,PUNTS,PUNT_YDS,PUNT_RETURN_YD,PUNT_INSIDE20,Pts
1,"Lee, Andy",ARZ,@LAC,P,5.8,273.6,31.2,1.8,18.4
2,"Koch, Sam",BAL,OAK,P,5.1,231.7,20.6,2.5,17.4
3,"Edwards, Lachlan",NYJ,NEP,P,5.5,251.,27.6,1.8,17.3
4,"Huber, Kevin",CIN,CLE,P,5.3,245.6,24.1,1.7,16.5
5,"Pinion, Bradley",SFO,@TBB,P,5.2,229.1,14.9,1.8,16.1
6,"Kern, Brett",TEN,@HOU,P,4.8,224.5,19.5,1.9,16.1
7,"Haack, Matt",MIA,@IND,P,5.1,227.7,14.7,1.8,16.
8,"Daniel, Trevor",HOU,TEN,P,4.7,229.4,31.6,1.8,16.
9,"O'Donnell, Pat",CHI,@DET,P,5.,229.1,25.5,1.6,15.6
10,"Dickson, Michael",SEA,@CAR,P,5.1,225.2,23.1,1.6,15.3
11,"Cooke, Logan",JAC,@BUF,P,5.,223.,16.8,1.6,15.3
12,"Townsend, Johnny",OAK,@BAL,P,4.5,213.1,16.7,1.8,15.1
13,"Dixon, Riley",NYG,@PHI,P,5.1,227.9,19.3,1.4,14.6
14,"Palardy, Michael",CAR,SEA,P,4.6,207.5,14.1,1.6,14.5
15,"Sanchez, Rigoberto",IND,MIA,P,4.7,214.3,5.5,1.5,14.4
16,"Wile, Matt",MIN,GBP,P,4.6,193.3,13.5,1.8,14.3
17,"Way, Tress",WAS,@DAL,P,4.4,202.,23.8,1.6,14.2
18,"Kaser, Drew",LAC,ARZ,P,4.1,197.4,17.8,1.5,13.7
19,"Bojorquez, Corey",BUF,JAC,P,4.5,197.9,14.1,1.4,13.5
20,"Anger, Bryan",TBB,SFO,P,4.1,182.4,7.9,1.8,13.4
21,"King, Marquette",DEN,PIT,P,4.2,193.9,12.7,1.5,13.4
22,"Jones, Chris",DAL,WAS,P,3.9,175.1,7.2,1.8,13.1
23,"Martin, Sam",DET,CHI,P,4.2,186.9,12.9,1.4,13.1
24,"Colquitt, Britton",CLE,@CIN,P,4.1,189.4,21.,1.2,12.6
25,"Allen, Ryan",NEP,@NYJ,P,3.9,169.3,6.1,1.5,12.2
26,"Johnston, Cam",PHI,NYG,P,3.9,177.7,10.5,1.2,11.9
27,"Scott, J.K.",GBP,@MIN,P,4.,174.4,10.4,1.1,11.8
28,"Berry, Jordan",PIT,@DEN,P,3.8,163.3,11.,1.5,11.7
29,"Bosher, Matt",ATL,@NOR,P,3.4,153.2,12.2,1.4,11.1
30,"Morstead, Thomas",NOR,ATL,P,3.,141.4,11.1,1.2,10.
