"Rank","Player","Team","Opp","Position","XP","XPA","FG","Att","10-19","20-29","30-39","40-49","50+","Miss","Pts"
1,"Zuerlein, Greg","LAR","TBB","K",3.,3.1,2.5,2.8,0.,0.8,0.7,0.4,0.4,0.4,10.6
2,"Tucker, Justin","BAL","CLE","K",2.5,2.5,2.3,2.6,0.,0.6,0.8,0.6,0.3,0.3,9.9
3,"Lutz, Wil","NOS","DAL","K",3.1,3.2,1.8,2.,0.,0.4,0.5,0.6,0.2,0.2,8.8
4,"Bryant, Matt","ATL","TEN","K",2.4,2.5,1.8,1.9,0.,0.4,0.5,0.5,0.4,0.1,8.6
5,"Butker, Harrison","KCC","@DET","K",3.,3.1,1.6,1.8,0.,0.4,0.6,0.4,0.2,0.2,7.8
6,"Boswell, Chris","PIT","CIN","K",2.7,3.,1.6,1.9,0.,0.4,0.6,0.5,0.1,0.3,7.6
7,"Myers, Jason","SEA","@ARZ","K",2.3,2.5,1.6,1.9,0.,0.2,0.6,0.5,0.3,0.2,7.5
8,"Fairbairn, Ka'imi","HOU","CAR","K",2.1,2.2,1.6,1.9,0.,0.4,0.5,0.5,0.2,0.3,7.1
9,"Elliott, Jake","PHI","@GBP","K",2.,2.3,1.5,1.7,0.,0.3,0.4,0.5,0.2,0.2,6.6
10,"Rosas, Aldrick","NYG","WAS","K",1.7,1.8,1.6,1.8,0.,0.6,0.5,0.3,0.2,0.2,6.6
11,"Gostkowski, Stephen","NEP","@BUF","K",2.5,2.6,1.5,1.9,0.,0.5,0.5,0.4,0.1,0.4,6.6
12,"Prater, Matt","DET","KCC","K",1.8,1.9,1.6,1.8,0.1,0.3,0.6,0.4,0.2,0.3,6.5
13,"Lambo, Josh","JAC","@DEN","K",1.7,1.8,1.5,1.7,0.,0.3,0.6,0.4,0.2,0.2,6.3
14,"Succop, Ryan","TEN","@ATL","K",1.7,1.9,1.6,1.9,0.,0.3,0.6,0.5,0.1,0.3,6.2
15,"Vinatieri, Adam","IND","OAK","K",2.2,2.3,1.3,1.6,0.,0.5,0.3,0.3,0.2,0.3,6.2
16,"Badgley, Mike","LAC","@MIA","K",2.,2.2,1.4,1.7,0.,0.4,0.4,0.4,0.1,0.3,6.
17,"Slye, Joey","CAR","@HOU","K",1.9,2.1,1.2,1.3,0.,0.3,0.4,0.3,0.2,0.1,5.9
18,"Maher, Brett","DAL","@NOS","K",2.1,2.2,1.4,1.9,0.,0.5,0.3,0.3,0.2,0.5,5.9
19,"Crosby, Mason","GBP","PHI","K",1.9,2.,1.3,1.5,0.,0.3,0.4,0.5,0.2,0.3,5.8
20,"Carlson, Daniel","OAK","@IND","K",1.6,1.6,1.2,1.4,0.,0.2,0.2,0.6,0.2,0.2,5.5
21,"Hauschka, Steven","BUF","NEP","K",1.5,1.5,1.4,1.8,0.,0.2,0.5,0.4,0.3,0.4,5.4
22,"Bullock, Randy","CIN","@PIT","K",2.,2.1,1.1,1.3,0.,0.3,0.4,0.3,0.1,0.2,5.3
23,"Gonzalez, Zane","ARZ","SEA","K",1.3,1.5,1.3,1.6,0.,0.2,0.5,0.3,0.3,0.3,5.2
24,"Hopkins, Dustin","WAS","@NYG","K",1.4,1.5,1.3,1.6,0.,0.4,0.3,0.5,0.1,0.3,5.2
25,"Sanders, Jason","MIA","LAC","K",1.9,2.,1.1,1.2,0.,0.4,0.2,0.4,0.1,0.1,5.1
26,"Janikowski, Sebastian","Ret","Bye","K",2.1,2.3,1.1,1.4,0.,0.2,0.3,0.4,0.2,0.3,5.1
27,"Bailey, Dan","MIN","@CHI","K",2.1,2.2,1.4,1.9,0.,0.3,0.6,0.2,0.1,0.6,5.
28,"McManus, Brandon","DEN","JAC","K",1.8,1.8,1.2,1.6,0.,0.3,0.5,0.4,0.1,0.4,4.8
29,"Gay, Matt","TBB","@LAR","K",1.9,2.1,1.2,1.7,0.,0.3,0.6,0.3,0.1,0.5,4.5
30,"Pineiro, Eddy","CHI","MIN","K",1.5,1.6,1.,1.3,0.,0.3,0.3,0.4,0.,0.3,4.2
31,"Seibert, Austin","CLE","@BAL","K",1.7,1.9,1.,1.3,0.,0.2,0.4,0.3,0.1,0.3,4.1
"","","","","","","","","","","","","","","",""
