"Rank","Player","Team","Opp","Position","Tgt","RZTgt","Rec","Rec Yds","Rec TDs","0-9 RecTDs","10-19 RecTDs","20-29 RecTDs","30-39 RecTDs","40-49 RecTDs","50+ RecTDs","Rush Yds","Rush TDs","Punt Ret Yds","Kick Ret Yds","Fum Lost","Scoring Opps","Pts"
1,"Smith-Schuster, JuJu","PIT","CIN","WR",10.9,1.8,7.,96.,0.8,0.3,0.1,0.2,0.,0.1,0.1,0.,0.,0.,7.,0.,1.4,14.5
2,"Hopkins, DeAndre","HOU","CAR","WR",11.7,1.5,6.8,93.,0.7,0.3,0.2,0.1,0.1,0.1,0.,-0.2,0.,0.,0.,0.1,1.3,13.2
3,"Adams, Davante","GBP","PHI","WR",11.,1.8,6.7,82.,0.7,0.3,0.4,0.1,0.,0.,0.,0.,0.,0.,0.,0.,1.,12.7
4,"Hill, Tyreek","KCC","@DET","WR",8.1,0.6,5.,80.,0.5,0.1,0.1,0.1,0.,0.,0.2,8.,0.1,11.,1.,0.,1.1,12.2
5,"Lockett, Tyler","SEA","@ARZ","WR",5.6,0.5,3.9,70.,0.6,0.1,0.1,0.2,0.1,0.,0.1,3.,0.,9.,30.,0.,0.8,11.2
6,"Beckham, Odell","CLE","@BAL","WR",9.,1.3,5.3,72.,0.6,0.2,0.2,0.1,0.,0.1,0.,2.,0.,2.,1.,0.1,1.2,11.2
7,"Brown, Antonio","OAK","@IND","WR",9.4,1.2,5.9,74.,0.6,0.2,0.1,0.2,0.,0.1,0.1,0.,0.,0.,0.,0.,1.1,11.2
8,"Thomas, Michael","NOS","DAL","WR",9.8,1.6,7.,80.,0.4,0.3,0.1,0.,0.,0.,0.,0.,0.,0.,0.,0.1,1.1,10.5
9,"Allen, Keenan","LAC","@MIA","WR",9.5,1.2,5.8,77.,0.4,0.1,0.1,0.,0.,0.1,0.,2.,0.,0.,1.,0.,1.2,10.4
10,"Hilton, T.Y.","IND","OAK","WR",9.2,0.9,4.9,83.,0.3,0.1,0.,0.1,0.,0.1,0.1,0.,0.,0.,0.,0.,0.8,10.4
11,"Cooks, Brandin","LAR","TBB","WR",7.6,1.,5.,76.,0.3,0.2,0.1,0.,0.,0.,0.,3.,0.,0.,0.,0.,0.8,10.1
12,"Jones, Julio","ATL","TEN","WR",8.3,1.1,5.3,76.,0.5,0.1,0.2,0.1,0.1,0.,0.,0.,0.,0.,0.,0.2,1.,10.
13,"Cooper, Amari","DAL","@NOS","WR",7.5,0.6,5.,68.,0.5,0.1,0.1,0.1,0.,0.1,0.2,1.,0.,0.,0.,0.1,0.9,9.9
14,"Diggs, Stefon","MIN","@CHI","WR",8.5,1.2,5.7,59.,0.5,0.3,0.1,0.1,0.1,0.,0.,3.,0.,0.,0.,0.,0.9,9.5
15,"Green, A.J.","CIN","@PIT","WR",8.9,1.2,4.6,64.,0.5,0.2,0.2,0.,0.,0.,0.1,0.,0.,0.1,4.,0.1,1.1,9.5
16,"Thielen, Adam","MIN","@CHI","WR",8.5,1.1,5.6,67.,0.4,0.2,0.1,0.,0.,0.1,0.,1.,0.,0.,0.,0.1,0.8,9.3
17,"Moore, D.J.","CAR","@HOU","WR",7.6,0.9,4.7,66.,0.4,0.1,0.1,0.1,0.,0.,0.1,4.,0.,0.,9.,0.1,0.9,9.2
18,"Woods, Robert","LAR","TBB","WR",7.8,0.6,5.2,68.,0.2,0.1,0.,0.,0.1,0.,0.,7.,0.,0.,0.,0.,0.5,8.9
19,"Shepard, Sterling","NYG","WAS","WR",7.1,1.4,4.3,64.,0.4,0.2,0.1,0.,0.,0.,0.,1.,0.,1.,1.,0.,0.9,8.8
20,"Golladay, Kenny","DET","KCC","WR",7.5,1.1,4.1,60.,0.4,0.2,0.1,0.1,0.1,0.,0.,0.,0.,1.,0.,0.,0.8,8.6
21,"Edelman, Julian","NEP","@BUF","WR",7.,1.,4.8,61.,0.3,0.2,0.,0.1,0.1,0.,0.,3.,0.,11.,0.,0.,0.8,8.4
22,"Godwin, Chris","TBB","@LAR","WR",6.7,1.2,4.4,60.,0.4,0.1,0.1,0.1,0.1,0.,0.1,1.,0.,2.,0.,0.1,1.1,8.3
23,"Boyd, Tyler","CIN","@PIT","WR",6.9,0.6,4.2,57.,0.4,0.2,0.1,0.1,0.,0.,0.,0.,0.,0.,0.,0.,0.6,8.2
24,"Brown, John","BUF","NEP","WR",6.8,1.,3.4,53.,0.5,0.1,0.1,0.1,0.1,0.,0.,0.,0.,0.,0.,0.,0.8,8.1
25,"Evans, Mike","TBB","@LAR","WR",6.9,0.8,3.8,62.,0.3,0.1,0.1,0.,0.,0.1,0.,0.,0.,0.,0.,0.,0.7,8.1
26,"Ridley, Calvin","ATL","TEN","WR",5.9,0.7,4.,48.,0.5,0.2,0.1,0.,0.1,0.1,0.1,1.,0.,0.,2.,0.1,0.9,7.9
27,"Fitzgerald, Larry","ARZ","SEA","WR",8.4,1.1,5.1,54.,0.4,0.1,0.2,0.1,0.,0.,0.,0.,0.,0.,0.,0.,0.8,7.7
28,"Sutton, Courtland","DEN","JAC","WR",7.4,0.9,3.9,57.,0.3,0.1,0.,0.1,0.1,0.,0.,-0.1,0.,0.,0.,0.,0.8,7.6
29,"Valdes-Scantling, Marquez","GBP","PHI","WR",7.7,1.,4.2,58.,0.2,0.,0.,0.1,0.,0.1,0.,2.,0.,1.,1.,0.,0.5,7.5
30,"Davis, Corey","TEN","@ATL","WR",7.4,0.7,4.3,55.,0.3,0.,0.1,0.1,0.,0.1,0.,3.,0.,0.,0.,0.,0.7,7.4
31,"Parker, DeVante","MIA","LAC","WR",6.2,0.6,4.,55.,0.3,0.1,0.1,0.1,0.,0.,0.1,0.,0.,1.,1.,0.,0.6,7.4
32,"Jeffery, Alshon","PHI","@GBP","WR",6.1,0.9,3.6,50.,0.4,0.2,0.1,0.,0.1,0.,0.1,0.,0.,0.,0.,0.,0.8,7.4
33,"Sanders, Emmanuel","DEN","JAC","WR",7.4,0.9,4.6,53.,0.3,0.1,0.,0.1,0.,0.,0.,1.,0.,0.,0.,0.,0.8,7.4
34,"Williams, Mike","LAC","@MIA","WR",5.,0.8,3.,46.,0.4,0.2,0.1,0.,0.,0.,0.1,1.,0.,0.,0.,0.,0.7,7.3
35,"Gordon, Josh","NEP","@BUF","WR",6.1,0.5,3.2,50.,0.3,0.,0.1,0.1,0.,0.,0.,3.,0.,1.,3.,0.,0.6,7.1
36,"Jones, Marvin","DET","KCC","WR",6.3,0.8,3.4,51.,0.3,0.2,0.,0.1,0.1,0.,0.,0.,0.,0.,0.,0.,0.7,7.
37,"Fuller, Will","HOU","CAR","WR",5.4,0.5,3.4,46.,0.4,0.1,0.1,0.,0.1,0.,0.1,0.,0.,5.,4.,0.,0.6,6.8
38,"Jackson, DeSean","PHI","@GBP","WR",6.5,0.6,3.5,53.,0.2,0.1,0.,0.,0.,0.,0.1,2.,0.,1.,0.,0.,0.6,6.7
39,"Kupp, Cooper","LAR","TBB","WR",5.8,1.1,3.6,47.,0.3,0.1,0.1,0.,0.,0.,0.,1.,0.,0.,0.,0.1,0.8,6.5
40,"Allison, Geronimo","GBP","PHI","WR",7.4,0.8,4.6,53.,0.2,0.,0.,0.,0.1,0.,0.1,0.,0.,0.,0.,0.1,0.5,6.5
41,"Robinson, Allen","CHI","MIN","WR",6.8,0.7,3.9,54.,0.2,0.,0.1,0.1,0.,0.,0.,1.,0.,0.,0.,0.1,0.7,6.5
42,"Watkins, Sammy","KCC","@DET","WR",6.2,0.8,3.5,49.,0.2,0.1,0.1,0.,0.,0.,0.1,3.,0.,0.,1.,0.1,0.9,6.5
43,"Ginn Jr., Ted","NOS","DAL","WR",5.5,0.6,3.5,48.,0.2,0.1,0.,0.1,0.,0.,0.1,2.,0.,1.,1.,0.,0.4,6.2
44,"Funchess, Devin","IND","OAK","WR",6.3,1.,3.4,43.,0.3,0.1,0.1,0.,0.,0.,0.,0.,0.,1.,1.,0.,0.9,6.1
45,"Landry, Jarvis","CLE","@BAL","WR",7.6,0.9,3.9,47.,0.2,0.1,0.,0.,0.,0.,0.,0.,0.,2.,3.,0.1,0.8,6.1
46,"Samuel, Curtis","CAR","@HOU","WR",5.6,0.9,3.3,36.,0.3,0.1,0.1,0.,0.,0.,0.,4.,0.1,0.,11.,0.1,0.7,6.
47,"Sanu, Mohamed","ATL","TEN","WR",5.8,0.5,3.7,47.,0.2,0.,0.,0.,0.,0.1,0.,2.,0.,0.,1.,0.1,0.5,6.
48,"Westbrook, Dede","JAC","@DEN","WR",6.2,0.8,3.5,42.,0.3,0.,0.2,0.,0.1,0.,0.1,3.,0.,12.,2.,0.1,0.7,5.9
49,"Moncrief, Donte","PIT","CIN","WR",7.5,0.7,4.5,52.,0.1,0.,0.,0.,0.,0.,0.1,0.,0.,0.1,2.,0.1,0.5,5.9
50,"Quinn, Trey","WAS","@NYG","WR",5.9,0.8,3.4,40.,0.3,0.1,0.1,0.,0.,0.1,0.,0.,0.,6.,0.,0.,0.7,5.8
51,"Richardson, Paul","WAS","@NYG","WR",5.1,0.3,2.9,40.,0.3,0.1,0.1,0.,0.,0.,0.1,1.,0.,2.,0.,0.,0.4,5.8
52,"Metcalf, DK","SEA","@ARZ","WR",3.8,0.4,2.3,36.,0.3,0.1,0.1,0.1,0.,0.,0.,1.,0.,3.,18.,0.,0.3,5.4
53,"Gallup, Michael","DAL","@NOS","WR",6.,0.6,3.1,44.,0.1,0.,0.1,0.,0.,0.,0.,0.,0.,1.,1.,0.,0.4,5.4
54,"Kirk, Christian","ARZ","SEA","WR",6.,0.6,3.1,38.,0.2,0.1,0.,0.1,0.,0.,0.1,1.,0.,7.,0.,0.,0.5,5.3
55,"Snead, Willie","BAL","CLE","WR",6.3,0.6,3.6,40.,0.2,0.1,0.1,0.,0.1,0.,0.,0.1,0.,0.,1.,0.,0.4,5.3
56,"Dorsett, Phillip","NEP","@BUF","WR",3.5,0.5,2.4,30.,0.3,0.1,0.,0.,0.,0.,0.,3.,0.,0.,9.,0.,0.6,5.1
57,"Coutee, Keke","HOU","CAR","WR",5.9,0.9,3.5,41.,0.2,0.1,0.,0.,0.1,0.,0.,1.,0.,8.,4.,0.1,0.6,5.
58,"Conley, Chris","JAC","@DEN","WR",5.,0.6,2.9,34.,0.3,0.1,0.1,0.,0.,0.,0.,1.,0.,8.,1.,0.1,0.6,4.9
59,"Perriman, Breshad","TBB","@LAR","WR",4.3,0.3,2.5,39.,0.2,0.,0.,0.1,0.1,0.,0.,0.,0.,1.,0.,0.,0.4,4.9
60,"Benjamin, Travis","LAC","@MIA","WR",4.2,0.3,2.5,35.,0.2,0.,0.,0.,0.,0.,0.,4.,0.,3.,0.,0.,0.4,4.8
