"Rank","Player","Team","Opp","Position","Rush","Rush Yds","Rush TDs","0-9 RushTDs","10-19 RushTDs","20-29 RushTDs","30-39 RushTDs","40-49 RushTDs","50+ RushTDs","Tgt","RZTgt","Rec","Rec Yds","Rec TDs",">= 50yds",">= 100yds","Punt Ret Yds","Kick Ret Yds","Fum Lost","Scoring Opps","Pts"
1,"Gurley, Todd","LAR","@SFO","RB",15.,77.,0.9,0.7,0.1,0.,0.1,0.,0.,4.9,0.9,3.2,30.,0.2,0.1,0.1,0.,0.,0.1,2.6,16.8
2,"Conner, James","PIT","@NYJ","RB",17.2,79.,0.7,0.6,0.1,0.1,0.,0.,0.,5.5,0.7,4.4,38.,0.1,0.2,0.1,0.,0.,0.1,2.1,16.7
3,"Hunt, Kareem","CLE","BAL","RB",14.5,66.,0.6,0.5,0.1,0.,0.1,0.,0.,3.4,0.7,2.4,31.,0.5,0.1,0.1,0.,13.,0.,2.5,16.2
4,"Gordon, Melvin","LAC","OAK","RB",16.1,69.,0.7,0.4,0.2,0.1,0.,0.,0.,4.8,0.7,3.4,31.,0.2,0.1,0.1,0.,0.,0.,2.3,15.7
5,"Barkley, Saquon","NYG","@WAS","RB",15.1,75.,0.6,0.3,0.,0.,0.,0.,0.2,6.5,0.7,4.6,34.,0.2,0.1,0.1,0.,0.,0.,2.1,15.5
6,"Kamara, Alvin","NOS","@TEN","RB",11.6,53.,0.7,0.5,0.1,0.,0.,0.,0.,6.7,1.4,5.1,49.,0.2,0.2,0.1,3.,25.,0.,2.5,15.4
7,"Michel, Sony","NEP","BUF","RB",16.8,78.,0.9,0.6,0.2,0.,0.,0.,0.,2.,0.4,1.7,13.,0.1,0.1,0.,0.,4.,0.,2.4,14.9
8,"Mixon, Joe","CIN","@MIA","RB",17.9,81.,0.5,0.4,0.1,0.,0.,0.,0.,4.,0.5,3.2,25.,0.1,0.1,0.1,0.,0.,0.1,1.9,14.1
9,"Cook, Dalvin","MIN","GBP","RB",15.,70.,0.5,0.3,0.1,0.1,0.,0.,0.,5.1,0.5,3.9,33.,0.2,0.1,0.1,0.,1.,0.1,1.6,14.
10,"McCaffrey, Christian","CAR","@IND","RB",10.7,49.,0.3,0.3,0.,0.,0.,0.,0.,7.7,0.9,6.,50.,0.4,0.2,0.1,4.,2.,0.,1.9,13.9
11,"Montgomery, David","CHI","KCC","RB",13.2,58.,0.6,0.5,0.1,0.1,0.,0.,0.,4.5,0.8,3.3,30.,0.2,0.1,0.1,11.,2.,0.1,1.6,13.8
12,"Fournette, Leonard","JAC","@ATL","RB",17.3,63.,0.6,0.5,0.,0.,0.,0.,0.1,4.,0.3,3.1,26.,0.1,0.1,0.1,0.,1.,0.,1.7,13.
13,"Elliott, Ezekiel","DAL","@PHI","RB",16.7,74.,0.4,0.3,0.1,0.,0.,0.,0.,4.4,0.6,3.3,26.,0.1,0.1,0.1,0.,0.,0.1,1.6,13.
14,"Howard, Jordan","PHI","DAL","RB",15.2,60.,0.6,0.5,0.1,0.,0.,0.,0.,2.9,0.7,2.2,22.,0.1,0.1,0.,1.,1.,0.,2.,12.9
15,"Jones, Aaron","GBP","@MIN","RB",13.,63.,0.6,0.4,0.,0.1,0.1,0.,0.,3.9,0.4,2.7,20.,0.1,0.1,0.,0.,1.,0.,1.3,12.2
16,"Johnson, Kerryon","DET","@DEN","RB",12.2,61.,0.5,0.5,0.,0.,0.,0.,0.,3.7,0.5,3.,23.,0.1,0.1,0.1,0.,1.,0.1,1.3,11.9
17,"Henry, Derrick","TEN","NOS","RB",13.6,65.,0.7,0.5,0.1,0.,0.,0.,0.1,1.6,0.2,1.2,11.,0.,0.,0.,0.,0.,0.1,1.7,11.8
18,"Mack, Marlon","IND","CAR","RB",15.,68.,0.6,0.5,0.,0.,0.,0.,0.,2.9,0.4,1.8,11.,0.1,0.1,0.,0.,1.,0.1,1.4,11.5
19,"Chubb, Nick","CLE","BAL","RB",12.7,61.,0.5,0.4,0.,0.,0.,0.,0.1,2.9,0.4,2.1,17.,0.1,0.1,0.,0.,0.,0.1,1.3,11.4
20,"Jacobs, Josh","OAK","@LAC","RB",13.4,64.,0.4,0.3,0.,0.1,0.,0.,0.1,4.1,0.3,3.2,27.,0.,0.1,0.1,0.,0.,0.2,1.4,11.2
21,"Johnson, David","ARZ","@SEA","RB",15.1,56.,0.4,0.3,0.,0.,0.,0.,0.,5.,0.6,3.1,27.,0.1,0.1,0.1,0.,0.1,0.1,1.3,10.9
22,"Williams, Damien","KCC","@CHI","RB",10.,48.,0.6,0.5,0.1,0.,0.,0.,0.,3.4,0.8,2.8,14.,0.2,0.,0.1,0.,0.,0.1,1.9,10.8
23,"Coleman, Tevin","SFO","LAR","RB",11.6,62.,0.3,0.1,0.,0.1,0.,0.1,0.,2.7,0.5,2.2,19.,0.1,0.1,0.,0.,0.,0.,1.3,10.7
24,"Carson, Chris","SEA","ARZ","RB",14.3,63.,0.5,0.5,0.,0.,0.,0.,0.,2.2,0.2,1.8,13.,0.1,0.1,0.,0.,0.,0.1,1.5,10.6
25,"White, James","NEP","BUF","RB",5.4,23.,0.3,0.2,0.,0.1,0.,0.,0.,7.2,1.2,5.,41.,0.3,0.2,0.1,0.,0.,0.,1.6,10.2
26,"Freeman, Devonta","ATL","JAC","RB",11.5,55.,0.3,0.2,0.,0.,0.1,0.,0.,3.1,0.5,2.2,18.,0.1,0.1,0.,0.,0.,0.1,1.5,10.
27,"Barber, Peyton","TBB","HOU","RB",17.2,64.,0.4,0.4,0.,0.,0.,0.,0.,2.4,0.3,1.7,9.,0.,0.,0.,0.,0.,0.1,2.,9.8
28,"Guice, Derrius","WAS","NYG","RB",10.2,46.,0.4,0.3,0.,0.,0.,0.,0.1,3.5,0.3,2.7,21.,0.1,0.1,0.,0.,5.,0.1,0.7,9.6
29,"Singletary, Devin","BUF","@NEP","RB",14.1,54.,0.3,0.2,0.,0.1,0.,0.,0.,4.,0.4,2.8,24.,0.1,0.1,0.1,0.,1.,0.,0.9,9.5
30,"Lindsay, Phillip","DEN","DET","RB",10.7,52.,0.4,0.3,0.,0.,0.,0.1,0.,3.2,0.3,2.3,16.,0.,0.1,0.,1.,6.,0.,0.9,9.5
31,"Sanders, Miles","PHI","DAL","RB",13.6,61.,0.2,0.1,0.1,0.,0.,0.,0.,3.3,0.2,2.6,21.,0.,0.1,0.,1.,15.,0.,1.1,9.4
32,"Peterson, Adrian","WAS","NYG","RB",14.8,57.,0.3,0.2,0.,0.,0.,0.,0.1,2.8,0.3,2.,17.,0.,0.1,0.,0.,0.,0.1,0.8,9.4
33,"Ingram, Mark","BAL","@CLE","RB",10.3,52.,0.5,0.3,0.2,0.,0.,0.,0.,2.2,0.2,1.7,11.,0.,0.,0.,0.,0.,0.1,1.4,9.3
34,"Pollard, Tony","DAL","@PHI","RB",15.4,61.,0.3,0.2,0.1,0.,0.,0.,0.,2.,0.,1.3,12.,0.,0.,0.,0.,5.,0.1,0.2,9.
35,"Bell, Le'Veon","NYJ","PIT","RB",10.1,34.,0.4,0.4,0.,0.,0.,0.,0.,3.2,0.2,2.3,24.,0.1,0.1,0.1,0.,0.,0.2,1.,8.8
36,"Johnson, Duke","HOU","@TBB","RB",9.1,38.,0.2,0.2,0.,0.,0.,0.,0.,3.9,0.4,3.1,26.,0.1,0.1,0.1,0.,0.,0.1,0.8,8.4
37,"Cohen, Tarik","CHI","KCC","RB",6.1,26.,0.2,0.1,0.,0.,0.,0.,0.,5.5,0.9,4.1,35.,0.2,0.1,0.1,21.,20.,0.2,1.,8.
38,"McCoy, LeSean","KCC","@CHI","RB",10.,35.,0.1,0.1,0.,0.,0.,0.,0.,4.3,0.4,3.4,29.,0.1,0.1,0.1,0.,1.,0.,0.6,8.
39,"Williams, Jamaal","GBP","@MIN","RB",10.1,40.,0.3,0.2,0.1,0.,0.,0.,0.,3.4,0.2,2.3,20.,0.,0.1,0.,0.,6.,0.,0.6,7.8
40,"Drake, Kenyan","MIA","CIN","RB",7.2,34.,0.2,0.1,0.1,0.,0.,0.,0.1,3.4,0.3,2.4,21.,0.2,0.1,0.,0.,10.,0.1,0.6,7.5
41,"Penny, Rashaad","SEA","ARZ","RB",8.5,45.,0.2,0.,0.1,0.1,0.,0.,0.,2.1,0.1,1.6,14.,0.,0.1,0.,0.,8.,0.,0.5,7.4
42,"Ekeler, Austin","LAC","OAK","RB",6.2,30.,0.2,0.2,0.,0.,0.,0.,0.,3.6,0.4,2.6,24.,0.1,0.1,0.1,0.,1.,0.,0.8,7.3
43,"Murray, Latavius","NOS","@TEN","RB",8.7,36.,0.3,0.1,0.1,0.,0.,0.,0.,1.8,0.2,1.4,9.,0.,0.,0.,0.,0.,0.,0.9,6.6
