"Rank","Player","Team","Opp","Position","XP","XPA","FG","Att","10-19","20-29","30-39","40-49","50+","Miss","Pts"
1,"Tucker, Justin","BAL","@CLE","K",2.5,2.5,2.3,2.6,0.,0.6,0.8,0.6,0.3,0.3,9.9
2,"Zuerlein, Greg","LAR","@SFO","K",2.7,2.9,2.2,2.6,0.,0.8,0.7,0.4,0.4,0.4,9.4
3,"Butker, Harrison","KCC","@CHI","K",3.4,3.5,1.8,2.,0.,0.5,0.7,0.4,0.2,0.2,8.9
4,"Lutz, Wil","NOS","@TEN","K",3.,3.2,1.8,2.,0.,0.4,0.5,0.6,0.2,0.2,8.7
5,"Gould, Robbie","SFO","LAR","K",1.7,1.8,2.1,2.2,0.,0.5,0.8,0.7,0.2,0.1,8.7
6,"Fairbairn, Ka'imi","HOU","@TBB","K",2.4,2.5,1.9,2.1,0.,0.4,0.6,0.6,0.2,0.3,8.3
7,"Boswell, Chris","PIT","@NYJ","K",3.,3.3,1.7,2.,0.,0.4,0.6,0.6,0.2,0.3,8.3
8,"Bryant, Matt","ATL","JAC","K",2.2,2.3,1.7,1.8,0.,0.3,0.4,0.5,0.4,0.1,7.9
9,"Myers, Jason","SEA","ARZ","K",2.3,2.5,1.6,1.9,0.,0.2,0.6,0.5,0.3,0.2,7.5
10,"Prater, Matt","DET","@DEN","K",2.,2.,1.7,1.9,0.1,0.4,0.6,0.4,0.3,0.3,7.2
11,"Elliott, Jake","PHI","DAL","K",2.1,2.4,1.5,1.7,0.,0.4,0.4,0.5,0.2,0.2,7.
12,"Succop, Ryan","TEN","NOS","K",1.8,2.,1.7,1.9,0.,0.4,0.7,0.5,0.1,0.3,6.7
13,"Rosas, Aldrick","NYG","@WAS","K",1.7,1.8,1.6,1.8,0.,0.6,0.5,0.3,0.2,0.2,6.6
14,"Gostkowski, Stephen","NEP","BUF","K",2.5,2.6,1.5,1.9,0.,0.5,0.5,0.4,0.1,0.4,6.6
15,"Lambo, Josh","JAC","@ATL","K",1.7,1.8,1.4,1.6,0.,0.2,0.6,0.4,0.2,0.2,6.1
16,"Vinatieri, Adam","IND","CAR","K",2.1,2.3,1.3,1.6,0.,0.5,0.3,0.3,0.2,0.3,6.1
17,"Sanders, Jason","MIA","CIN","K",2.2,2.3,1.2,1.3,0.,0.5,0.2,0.4,0.1,0.1,6.
18,"Crosby, Mason","GBP","@MIN","K",2.,2.,1.3,1.6,0.,0.3,0.4,0.5,0.2,0.2,6.
19,"Badgley, Mike","LAC","OAK","K",2.,2.2,1.4,1.7,0.,0.4,0.4,0.4,0.1,0.3,5.9
20,"Slye, Joey","CAR","@IND","K",1.9,2.1,1.2,1.2,0.,0.3,0.4,0.3,0.2,0.1,5.7
21,"Carlson, Daniel","OAK","@LAC","K",1.6,1.6,1.3,1.5,0.,0.2,0.2,0.6,0.2,0.2,5.7
22,"Catanzaro, Chandler","Ret","Bye","K",1.7,2.,1.3,1.5,0.,0.3,0.5,0.2,0.2,0.2,5.6
23,"Maher, Brett","DAL","@PHI","K",2.,2.,1.4,1.9,0.,0.5,0.3,0.3,0.2,0.5,5.4
24,"Hauschka, Steven","BUF","@NEP","K",1.5,1.5,1.4,1.8,0.,0.2,0.5,0.4,0.3,0.4,5.4
25,"Gonzalez, Zane","ARZ","@SEA","K",1.3,1.5,1.3,1.6,0.,0.2,0.5,0.3,0.3,0.3,5.2
26,"Hopkins, Dustin","WAS","NYG","K",1.4,1.5,1.3,1.6,0.,0.4,0.3,0.5,0.1,0.3,5.2
27,"Bullock, Randy","CIN","@MIA","K",2.,2.1,1.1,1.3,0.,0.3,0.4,0.3,0.1,0.2,5.2
28,"Janikowski, Sebastian","Ret","Bye","K",2.1,2.3,1.1,1.4,0.,0.2,0.3,0.4,0.2,0.3,5.1
29,"Bailey, Dan","MIN","GBP","K",2.,2.1,1.3,1.9,0.,0.4,0.6,0.2,0.1,0.6,4.6
30,"McManus, Brandon","DEN","DET","K",1.7,1.7,1.1,1.6,0.,0.3,0.4,0.3,0.1,0.4,4.4
31,"Gay, Matt","TBB","HOU","K",1.8,2.,1.2,1.7,0.,0.3,0.6,0.2,0.1,0.5,4.2
32,"Seibert, Austin","CLE","BAL","K",1.7,1.9,1.,1.3,0.,0.2,0.4,0.3,0.1,0.3,4.1
33,"Pineiro, Eddy","CHI","KCC","K",1.4,1.5,0.9,1.2,0.,0.2,0.3,0.3,0.,0.3,3.5
"","","","","","","","","","","","","","","",""
